N	2gram	Tiupa_Narr_2	Psycholo
1	то что	8	32
2	и в	13	31
3	в том	14	30
4	и т	2	26
5	то есть	9	26
6	что в	4	23
7	может быть	10	22
8	таким образом	5	20
9	при этом	14	19
10	не может	8	17
11	как и	4	16
12	том что	13	16
13	и не	14	16
14	т п	2	16
15	точки зрения	5	15
16	только в	11	14
17	а не	17	13
18	не только	26	13
19	что и	2	13
20	так же	2	12
21	мы не	2	12
22	в этом	13	12
23	в самом	2	11
24	с таким	2	11
25	не в	8	11
26	в области	2	11
27	на то	2	10
28	того что	6	10
29	потому что	2	10
30	как в	5	9
31	самом деле	3	9
32	никогда не	6	8
33	всякий раз	2	8
34	и что	2	8
35	что он	5	7
36	и его	3	7
37	того чтобы	3	7
38	тому как	2	7
39	сказать что	3	7
40	о том	5	7
41	что это	4	6
42	вовсе не	2	6
43	одной стороны	5	6
44	было бы	2	6
45	если бы	4	6
46	из этих	2	6
47	вслед за	6	6
48	отнюдь не	4	6
49	а в	9	6
50	что она	2	6
51	и даже	3	6
52	в его	6	6
53	и все	4	5
54	не является	4	5
55	в ее	4	5
56	все же	6	5
57	с одной	5	5
58	для нас	2	5
59	несмотря на	2	5
60	в какой	4	5
61	как бы	6	5
62	в целом	3	5
63	в процессе	2	5
64	и для	3	5
65	то же	4	5
66	с другой	5	5
67	иначе говоря	7	5
68	подобно тому	2	5
69	в то	5	5
70	к тому	9	4
71	в котором	5	4
72	прежде всего	6	4
73	тому что	3	4
74	столь же	2	4
75	в себе	8	4
76	отличие от	5	4
77	что я	3	4
78	же как	2	4
79	одна из	3	4
80	у него	6	4
81	со всеми	2	4
82	у нас	2	4
83	никак не	3	4
84	один из	3	4
85	со стороны	6	4
86	те же	2	4
87	и у	4	4
88	в своих	2	4
89	с этой	3	4
90	в результате	2	4
91	между тем	3	4
92	как это	4	4
93	могло бы	2	4
94	мы имеем	3	4
95	дело с	2	3
96	как на	2	3
97	только не	2	3
98	состоит в	12	3
99	в частности	11	3
100	конечном счете	3	3
101	в своем	6	3
102	точку зрения	3	3
103	что у	2	3
104	точно так	2	3
105	должна быть	2	3
106	представить себе	3	3
107	и к	6	3
108	тому же	4	3
109	но это	2	3
110	в силу	4	3
111	не будет	2	3
112	но не	3	3
113	все что	4	3
114	потому не	2	3
115	в этой	4	3
116	хотя и	5	3
117	в слове	3	3
118	он не	5	3
119	и когда	3	3
120	в конечном	3	3
121	и личного	2	3
122	жизни и	4	3
123	в своей	4	3
124	так и	9	3
125	только на	2	3
126	в отличие	5	3
127	и по	3	3
128	той же	2	3
129	роль в	2	3
130	в таком	3	3
131	у меня	2	3
132	все то	2	3
133	в конце	4	3
134	но в	6	3
135	в известном	3	2
136	не менее	4	2
137	и состоит	2	2
138	и другого	2	2
139	в жизни	6	2
140	с ним	4	2
141	и здесь	2	2
142	обратиться к	2	2
143	тем не	5	2
144	уже не	4	2
145	представляет собой	16	2
146	что они	3	2
147	в качестве	14	2
148	что с	2	2
149	по поводу	2	2
150	о чем	2	2
151	имеет место	2	2
152	далеко не	5	2
153	в него	2	2
154	и тем	5	2
155	в нем	5	2
156	зрения на	2	2
157	но и	15	2
158	говорит о	2	2
159	только что	2	2
160	как раз	3	2
161	то и	3	2
162	этом отношении	3	2
163	на самом	2	2
164	в себя	4	2
165	тем самым	5	2
166	с точки	2	2
167	в чем	2	2
168	ничего не	6	2
169	как к	3	2
170	одно из	2	2
171	в сознании	2	2
172	бы в	2	2
173	как он	2	2
174	то чтобы	2	2
175	стало быть	2	2
