N	2gram	Losev_Prob_1	Hudozhes
1	в качестве	2	19
2	то есть	33	18
3	и не	31	16
4	в том	9	15
5	и в	32	15
6	не только	17	15
7	может быть	14	13
8	при этом	6	12
9	а в	4	12
10	и его	3	12
11	но не	9	11
12	в этом	19	11
13	в себе	15	11
14	как бы	14	10
15	но и	9	10
16	так и	12	10
17	то же	10	10
18	а не	15	10
19	такого рода	7	9
20	в его	6	9
21	точки зрения	3	9
22	с другой	3	7
23	или иной	5	7
24	в искусстве	3	7
25	в то	6	7
26	но в	14	7
27	я и	2	7
28	с его	2	6
29	что в	12	6
30	в ее	3	6
31	том что	12	6
32	не в	4	6
33	не может	8	6
34	могут быть	2	5
35	можно сказать	5	5
36	а также	4	5
37	ни в	7	5
38	только в	7	5
39	тем самым	4	5
40	в самом	6	5
41	того что	7	5
42	той или	5	5
43	в нем	13	5
44	то что	42	5
45	или менее	3	5
46	другой стороны	3	5
47	в их	4	5
48	уже не	3	5
49	более или	3	5
50	в этих	3	4
51	прежде всего	10	4
52	к тому	3	4
53	а только	5	4
54	и как	6	4
55	особого рода	2	4
56	для него	2	4
57	еще не	9	4
58	например в	2	4
59	хотя и	6	4
60	он не	3	4
61	и тем	13	4
62	в своей	8	4
63	входит в	4	4
64	и то	6	4
65	сказать что	13	4
66	между тем	2	4
67	мы имеем	2	4
68	говорить о	6	4
69	как это	6	4
70	не менее	19	3
71	если бы	4	3
72	однако в	2	3
73	в отношении	3	3
74	он должен	2	3
75	это не	6	3
76	одного и	2	3
77	этом смысле	6	3
78	говорит и	3	3
79	или иного	2	3
80	что он	7	3
81	к его	2	3
82	тем не	18	3
83	и того	2	3
84	по своему	9	3
85	того же	3	3
86	о чем	6	3
87	того или	2	3
88	как раз	13	3
89	далеко не	5	3
90	к нему	3	3
91	не будет	2	3
92	не на	3	3
93	таким образом	6	3
94	как и	3	3
95	и что	9	3
96	с точки	3	3
97	во всей	3	3
98	текст и	2	3
99	и для	4	3
100	в таком	9	3
101	их в	4	3
102	потому что	16	3
103	все прочие	2	3
104	но он	3	3
105	и ее	8	3
106	в данном	9	3
107	его в	6	3
108	в которой	2	3
109	в области	2	3
110	в виду	6	3
111	сама по	4	2
112	таком случае	6	2
113	пушкина что	2	2
114	так или	2	2
115	тому что	4	2
116	в своем	5	2
117	в них	7	2
118	и особенно	2	2
119	не как	2	2
120	в комедии	2	2
121	вовсе не	35	2
122	по себе	15	2
123	в литературе	4	2
124	что может	2	2
125	об этом	10	2
126	о его	2	2
127	это тоже	2	2
128	тем более	5	2
129	теории литературы	3	2
130	есть в	5	2
131	тем или	3	2
132	случае не	3	2
133	для такого	2	2
134	несмотря на	3	2
135	за пределы	6	2
136	во всех	7	2
137	и о	8	2
138	и потому	2	2
139	не является	5	2
140	для себя	3	2
141	оно не	3	2
142	по преимуществу	2	2
143	но она	3	2
144	образом и	2	2
145	как в	4	2
146	а именно	12	2
147	здесь не	7	2
148	собственно говоря	2	2
149	и притом	4	2
150	известного рода	3	2
151	именно в	4	2
152	все эти	8	2
153	этого термина	4	2
154	того чтобы	9	2
155	для того	8	2
156	или в	4	2
157	так же	9	2
158	с ним	3	2
159	от всех	2	2
160	или иначе	2	2
161	с другими	2	2
162	и на	8	2
163	одно из	2	2
164	определенным образом	3	2
165	известной степени	2	2
166	но как	6	2
167	в этой	10	2
168	о том	11	2
169	и это	9	2
170	в чем	3	2
