N	2gram	Voloshinov_1	Psycholo
1	то что	6	32
2	и в	13	31
3	в том	2	30
4	что в	3	23
5	может быть	8	22
6	таким образом	6	20
7	при этом	2	19
8	так как	3	18
9	художественного произведения	5	17
10	не может	8	17
11	как и	3	16
12	том что	2	16
13	и не	8	16
14	точки зрения	7	15
15	только в	6	14
16	а не	2	13
17	не только	6	13
18	так же	2	12
19	мы не	4	12
20	в этом	2	12
21	в самом	2	11
22	могут быть	2	11
23	не в	3	11
24	в области	2	11
25	художественное произведение	2	10
26	как в	2	9
27	самом деле	3	9
28	никогда не	3	8
29	все это	4	8
30	и его	12	7
31	вовсе не	2	6
32	зависимости от	2	6
33	одной стороны	2	6
34	было бы	4	6
35	если бы	2	6
36	вслед за	2	6
37	а в	2	6
38	в его	7	6
39	и все	3	5
40	не является	4	5
41	в ее	3	5
42	все же	5	5
43	мы видим	2	5
44	с одной	2	5
45	несмотря на	2	5
46	как бы	6	5
47	в зависимости	2	5
48	в целом	2	5
49	в процессе	5	5
50	другой стороны	2	5
51	и для	3	5
52	то же	4	5
53	с другой	2	5
54	к тому	2	4
55	в которой	3	4
56	прежде всего	9	4
57	в себе	3	4
58	те же	2	4
59	в своих	2	4
60	с этой	2	4
61	мы можем	4	4
62	в искусстве	3	4
63	там где	2	4
64	между тем	2	4
65	уже в	2	3
66	точку зрения	3	3
67	в каждом	4	3
68	и к	2	3
69	смысле слова	2	3
70	но мы	4	3
71	от всех	2	3
72	в своей	4	3
73	так и	3	3
74	роль в	2	3
75	с этим	3	3
76	нуждается в	2	3
77	во всем	2	3
78	может стать	2	3
79	в произведении	2	3
80	что эта	2	3
81	но в	4	3
82	в музыке	5	2
83	не менее	2	2
84	в книге	2	2
85	до тех	4	2
86	в них	2	2
87	которое может	2	2
88	есть не	2	2
89	мы считаем	2	2
90	что они	2	2
91	тот же	2	2
92	и может	2	2
93	и их	7	2
94	имеет место	2	2
95	и следовательно	2	2
96	наконец в	2	2
97	и тем	2	2
98	в нем	2	2
99	произведения но	2	2
100	но и	3	2
101	что же	3	2
102	в полном	2	2
103	в связи	2	2
104	подойти к	2	2
105	с точки	5	2
106	эстетических категорий	3	2
107	в чем	2	2
108	в сознании	4	2
109	и то	3	2
110	бы в	2	2
111	в поэзии	5	2
112	в одном	3	2
113	при восприятии	2	2
