N	2gram	Losev_Vlad_2	Myslijsy
1	то есть	7	34
2	потому что	9	33
3	то что	20	29
4	может быть	7	26
5	таким образом	3	24
6	в том	18	23
7	и в	30	23
8	в этом	20	23
9	и не	18	18
10	что в	12	17
11	при этом	5	15
12	только в	6	15
13	для нас	7	14
14	как и	5	14
15	в себе	6	14
16	то же	4	14
17	того что	5	14
18	так как	5	14
19	том что	12	12
20	не было	10	12
21	а не	7	12
22	по себе	5	11
23	что я	3	11
24	но и	8	11
25	не в	9	11
26	не может	9	11
27	и потому	2	10
28	не только	12	10
29	для меня	4	10
30	не есть	4	9
31	в своем	8	8
32	было бы	9	8
33	тогда когда	2	8
34	то это	4	8
35	другими словами	5	8
36	мы не	2	8
37	сказать что	11	8
38	о том	4	8
39	но в	8	8
40	с тем	2	7
41	что это	4	7
42	это не	2	7
43	на то	2	7
44	в нем	4	7
45	что и	3	7
46	и что	5	7
47	вовсе не	4	7
48	как в	3	7
49	мысли и	2	7
50	с этим	5	7
51	что если	2	6
52	и к	6	6
53	для того	2	6
54	вместе с	8	6
55	того как	2	6
56	что не	2	6
57	когда мы	3	6
58	в которой	4	6
59	так и	5	6
60	уже в	3	5
61	по крайней	4	5
62	есть для	2	5
63	только тогда	2	5
64	так что	5	5
65	само по	2	5
66	для него	9	5
67	и мы	4	5
68	хотя и	6	5
69	в его	11	5
70	как бы	5	5
71	к нему	2	5
72	крайней мере	4	5
73	что же	8	5
74	есть нечто	2	5
75	все это	5	5
76	не менее	7	5
77	должно быть	3	5
78	а в	11	5
79	с ним	5	5
80	во всяком	6	5
81	тем более	3	5
82	и то	5	5
83	не имеет	2	5
84	не то	3	5
85	и все	7	4
86	что он	13	4
87	тем не	6	4
88	на котором	2	4
89	можно сказать	4	4
90	и может	2	4
91	по поводу	4	4
92	и о	4	4
93	в котором	5	4
94	сам по	2	4
95	в сравнении	2	4
96	а именно	6	4
97	да и	3	4
98	в той	2	4
99	того чтобы	2	4
100	хотя бы	3	4
101	так же	4	4
102	в таком	3	4
103	точки зрения	7	4
104	в данном	3	4
105	в то	9	4
106	его в	4	4
107	и с	14	4
108	себе в	2	3
109	и есть	2	3
110	никогда не	7	3
111	связи с	8	3
112	в этих	4	3
113	в них	3	3
114	мы сами	2	3
115	там же	12	3
116	именно в	4	3
117	но это	4	3
118	же время	3	3
119	кроме того	9	3
120	и если	4	3
121	и из	2	3
122	мы уже	2	3
123	к тому	2	3
124	на его	4	3
125	в самом	2	3
126	между прочим	7	3
127	в виду	2	3
128	всяком случае	6	3
129	но уже	2	3
130	нет ничего	3	3
131	со стороны	4	3
132	той же	4	3
133	все эти	5	3
134	те же	3	3
135	уже не	3	3
136	и хотя	2	3
137	и по	2	3
138	которое в	2	3
139	а мы	2	3
140	и на	4	3
141	и до	2	3
142	то в	5	3
143	их в	2	3
144	даже и	3	3
145	с точки	3	3
146	что эти	2	3
147	я не	4	2
148	с и	2	2
149	а что	2	2
150	в двух	2	2
151	том же	3	2
152	и как	3	2
153	из этих	3	2
154	но тем	2	2
155	точно так	3	2
156	и я	5	2
157	человек не	2	2
158	отношение к	4	2
159	этого последнего	2	2
160	судить по	4	2
161	у нас	6	2
162	из этого	5	2
163	об этом	6	2
164	по своему	2	2
165	уже и	2	2
166	есть и	2	2
167	но что	5	2
168	в свою	3	2
169	после того	2	2
170	она не	2	2
171	тот же	5	2
172	в это	4	2
173	в сущности	2	2
174	во сне	2	2
175	не могу	2	2
176	нам представляется	2	2
177	с которым	2	2
178	в ней	4	2
179	он не	4	2
180	не вполне	2	2
181	так или	3	2
182	даже в	2	2
183	нам кажется	3	2
184	и это	3	2
185	можно назвать	2	2
186	конечно не	4	2
187	данном случае	2	2
188	и прежде	2	2
189	и вполне	3	2
190	стремится к	2	2
191	и для	3	2
192	в течение	5	2
193	еще более	3	2
194	что его	4	2
195	как мы	11	2
196	здесь мы	3	2
197	на этот	4	2
198	и даже	10	2
199	и притом	2	2
200	друг друга	2	2
201	и его	6	2
202	во многих	2	2
203	можно было	2	2
204	или иначе	3	2
205	нас в	2	2
206	в своих	2	2
207	в более	2	2
208	в виде	3	2
209	к ней	3	2
210	и при	2	2
211	он все	2	2
212	к его	2	2
213	и вообще	10	2
214	я в	3	2
215	мы должны	4	2
216	говорится о	2	2
217	же с	13	2
218	в области	3	2
219	это было	4	2
