N	2gram	Voloshinov_1	slovoVRo
1	и в	12	41
2	в нем	6	30
3	могут быть	2	19
4	но и	3	16
5	и не	10	16
6	точки зрения	14	16
7	не только	4	16
8	а не	5	15
9	то же	5	14
10	в пределах	3	14
11	может быть	14	14
12	и др	5	14
13	не может	16	14
14	и его	13	14
15	и на	4	14
16	в то	2	14
17	в его	2	13
18	слова и	6	13
19	до конца	2	12
20	как бы	13	12
21	в этом	4	12
22	так и	4	11
23	слово в	3	10
24	таким образом	12	9
25	все эти	3	9
26	прежде всего	8	8
27	точка зрения	3	8
28	в особенности	2	8
29	но в	5	8
30	как в	5	8
31	с точки	2	8
32	все они	2	7
33	не в	4	7
34	и следовательно	5	7
35	отношение к	4	7
36	с ним	3	7
37	в своей	3	7
38	все же	4	7
39	в отношении	2	6
40	это не	2	6
41	при этом	6	6
42	в них	3	6
43	оно не	2	6
44	только в	6	6
45	отношении к	3	6
46	с другой	4	5
47	в самом	4	5
48	все это	3	5
49	слушателя и	2	5
50	точек зрения	3	5
51	и к	4	5
52	к нему	4	5
53	с другими	2	5
54	кроме того	2	4
55	одной стороны	2	4
56	в ней	6	4
57	известной степени	2	4
58	за пределы	4	4
59	с одной	2	4
60	оценок и	2	4
61	и наконец	3	4
62	и с	3	4
63	и все	2	4
64	с его	2	4
65	как и	5	4
66	еще не	3	4
67	и потому	2	4
68	к предмету	5	4
69	в процессе	6	4
70	быть и	3	4
71	другой стороны	2	4
72	речи в	2	4
73	и для	3	4
74	автора и	2	4
75	там где	2	4
76	ничего не	2	4
77	как только	2	3
78	все время	6	3
79	никогда не	5	3
80	точку зрения	2	3
81	хотя бы	5	3
82	формы и	3	3
83	словом и	2	3
84	в том	6	3
85	для него	3	3
86	в зависимости	2	3
87	данном случае	2	3
88	в своем	2	3
89	того что	3	3
90	и здесь	2	3
91	о том	3	3
92	его в	4	3
93	так как	9	3
94	в себе	3	3
95	с этой	2	3
96	зависимости от	4	3
97	она не	2	3
98	конечно не	3	3
99	он не	2	3
100	в основном	2	3
101	внутренней речи	3	3
102	из этого	3	3
103	в данном	2	3
104	более того	2	3
105	и ее	3	3
106	выражение в	2	3
107	в поэзии	3	3
108	от этой	2	2
109	на все	2	2
110	автором и	2	2
111	к автору	4	2
112	можно сказать	5	2
113	и проч	3	2
114	ни было	4	2
115	для нас	7	2
116	его как	2	2
117	сливается с	2	2
118	между ними	2	2
119	и по	3	2
120	в этих	2	2
121	как к	3	2
122	уже не	4	2
123	те же	2	2
124	произведения и	3	2
125	так же	3	2
126	и те	2	2
127	сказать что	7	2
128	свое выражение	4	2
129	между тем	3	2
130	в котором	3	2
131	перестает быть	2	2
132	между собой	2	2
133	к этому	2	2
134	связь с	2	2
135	в условиях	2	2
136	вместе со	2	2
137	том что	5	2
138	но не	2	2
139	каждый момент	2	2
140	одно и	2	2
141	до сих	3	2
142	на один	2	2
143	и самое	2	2
144	сих пор	3	2
145	в атмосфере	2	2
146	социальной группы	3	2
147	на самом	4	2
148	только на	3	2
149	до известной	2	2
150	и слово	2	2
151	не есть	2	2
152	высказывания и	2	2
153	мы не	3	2
154	и то	2	2
155	быть только	2	2
156	мы все	4	2
157	и вообще	3	2
158	слова так	2	2
159	здесь не	3	2
160	из него	2	2
