N	2gram	Trubetskoy_1	Problema
1	и в	14	30
2	в своей	5	22
3	то что	13	18
4	не только	9	18
5	том что	9	17
6	в этом	17	17
7	и даже	2	14
8	но и	10	13
9	таким образом	11	13
10	людей и	2	13
11	потому что	5	13
12	в том	17	12
13	в его	4	12
14	и не	19	12
15	о том	7	12
16	в своем	6	11
17	у него	2	11
18	так что	2	11
19	в виде	3	10
20	для нас	2	10
21	точки зрения	11	10
22	в этой	4	10
23	на земле	4	9
24	все же	4	9
25	но в	2	9
26	только в	5	9
27	в конце	3	8
28	с точки	9	8
29	никогда не	5	7
30	что он	6	7
31	как и	4	7
32	связи с	3	7
33	но не	4	7
34	может быть	9	7
35	вместе с	4	7
36	не в	4	7
37	в результате	2	7
38	прежде всего	8	6
39	уже не	2	6
40	и как	3	6
41	несмотря на	3	6
42	и для	6	6
43	как бы	4	6
44	конце концов	3	6
45	в нем	5	6
46	что и	3	6
47	и что	2	6
48	а в	5	6
49	и на	5	6
50	его в	4	6
51	так как	4	6
52	нисколько не	2	5
53	с тем	6	5
54	что в	4	5
55	в силу	2	5
56	так же	2	5
57	в самом	3	5
58	и о	2	5
59	для себя	2	5
60	не может	22	5
61	не просто	2	5
62	а не	2	5
63	и то	4	5
64	и с	7	5
65	мы можем	2	5
66	если не	2	4
67	в частности	2	4
68	отнюдь не	7	4
69	но даже	2	4
70	жизни в	5	4
71	тогда когда	4	4
72	ни в	2	4
73	ясно что	2	4
74	при этом	5	4
75	было бы	5	4
76	в качестве	3	4
77	не так	2	4
78	а с	2	4
79	и к	6	4
80	или в	3	4
81	даже и	2	4
82	в себе	9	4
83	в то	10	4
84	из этого	3	4
85	он сам	3	3
86	всю свою	2	3
87	для них	3	3
88	именно в	3	3
89	точно так	2	3
90	о котором	3	3
91	в начале	2	3
92	что они	3	3
93	указывает на	2	3
94	как будто	2	3
95	еще не	3	3
96	для того	6	3
97	он не	5	3
98	в настоящее	2	3
99	и тем	2	3
100	того что	3	3
101	к нему	2	3
102	в других	2	3
103	в ней	2	3
104	в другом	3	3
105	настоящее время	2	3
106	с ним	2	3
107	если только	2	2
108	только для	2	2
109	не могут	4	2
110	и более	2	2
111	по этому	2	2
112	как акт	2	2
113	хотя бы	5	2
114	за то	2	2
115	по себе	2	2
116	на то	5	2
117	к тому	7	2
118	то же	11	2
119	значительной мере	2	2
120	да и	3	2
121	по существу	5	2
122	из всех	2	2
123	участие в	2	2
124	не будет	7	2
125	до сих	5	2
126	людей или	2	2
127	жизни и	4	2
128	в данном	7	2
129	конечно не	5	2
130	но для	2	2
131	и является	2	2
132	всяком случае	6	2
133	в котором	2	2
134	бы то	4	2
135	не к	2	2
136	проявляется в	2	2
137	из них	3	2
138	ее в	2	2
139	все что	4	2
140	данном случае	3	2
141	и тогда	2	2
142	борьбе с	3	2
143	по отношению	2	2
144	и только	5	2
145	то ни	4	2
146	точке зрения	3	2
147	все эти	2	2
148	факт что	2	2
149	самом деле	7	2
150	именно на	2	2
151	в значительной	3	2
152	того чтобы	8	2
153	в таком	2	2
154	можно было	4	2
155	свое собственное	2	2
156	во всяком	9	2
157	больше чем	2	2
158	между тем	5	2
159	что только	2	2
160	тем что	3	2
161	что такой	4	2
162	и сейчас	3	2
163	в таких	2	2
164	в области	2	2
165	любви к	2	2
166	сих пор	5	2
