N	2gram	Vygotskiy__1	Istorich
1	и в	31	26
2	т е	3	22
3	так как	18	18
4	мы имеем	4	14
5	никогда не	8	13
6	потому что	10	13
7	что в	23	12
8	таким образом	20	12
9	в том	30	12
10	в этом	12	12
11	мы видели	2	11
12	может быть	22	11
13	с другой	5	10
14	том что	16	10
15	и т	26	10
16	и не	16	10
17	не только	13	10
18	представление о	3	9
19	что он	7	9
20	но и	2	9
21	в нем	2	8
22	все же	5	8
23	вместе с	8	8
24	другой стороны	5	8
25	т д	8	8
26	и это	3	8
27	с ним	2	8
28	уже не	2	7
29	с одной	5	7
30	мы можем	4	7
31	одной стороны	6	7
32	например в	3	7
33	и его	7	7
34	у него	4	7
35	о том	7	7
36	но в	3	7
37	то что	32	6
38	и там	2	6
39	как в	9	6
40	не может	17	6
41	и с	2	6
42	как он	2	6
43	мы не	12	6
44	очень часто	4	5
45	у нас	4	5
46	как и	16	5
47	мы видим	5	5
48	в его	6	5
49	не будет	3	5
50	так и	3	5
51	то же	5	5
52	и что	8	5
53	как это	4	5
54	в то	5	5
55	только в	14	5
56	его в	2	5
57	там где	4	5
58	с тем	3	4
59	из этих	6	4
60	прежде всего	4	4
61	не всегда	2	4
62	но это	3	4
63	до сих	3	4
64	все что	3	4
65	в книге	2	4
66	как бы	5	4
67	и тем	2	4
68	что и	13	4
69	сих пор	3	4
70	что оно	3	4
71	как мы	2	4
72	совершенно ясно	19	4
73	и по	3	4
74	но как	2	4
75	или иное	2	3
76	при помощи	20	3
77	видели что	2	3
78	независимо от	2	3
79	и другие	4	3
80	если бы	6	3
81	в частности	3	3
82	могут быть	11	3
83	в них	2	3
84	и от	2	3
85	в одном	2	3
86	должна быть	3	3
87	на место	2	3
88	к этому	4	3
89	вопрос о	3	3
90	так что	5	3
91	не в	11	3
92	от него	2	3
93	такой же	2	3
94	же как	4	3
95	в качестве	2	3
96	то время	5	3
97	она не	5	3
98	показывает что	5	3
99	главным образом	2	3
100	от того	3	3
101	почти всегда	3	3
102	в него	2	3
103	что здесь	2	3
104	один из	4	3
105	когда он	2	3
106	в своей	3	3
107	из этого	2	3
108	что она	6	3
109	со стороны	4	3
110	а в	6	3
111	при этом	19	3
112	и других	3	3
113	и вот	3	3
114	там же	2	3
115	из которых	3	3
116	как на	3	3
117	время как	5	3
118	в своих	4	3
119	и то	2	3
120	та же	3	3
121	их в	2	3
122	сказать что	7	3
123	и только	3	3
124	приходит к	2	3
125	в себе	4	3
126	не было	3	3
127	как будто	5	3
128	далеко не	2	3
129	с этой	4	2
130	все время	4	2
131	о чем	2	2
132	и как	2	2
133	в этих	4	2
134	в своем	3	2
135	что у	3	2
136	не означает	2	2
137	того же	2	2
138	отличается от	2	2
139	в одной	3	2
140	с этим	3	2
141	вовсе не	6	2
142	стороны и	3	2
143	утверждать что	5	2
144	на то	10	2
145	это мы	2	2
146	к тому	4	2
147	мы знаем	3	2
148	для нас	5	2
149	что они	2	2
150	одна из	4	2
151	но не	3	2
152	так же	12	2
153	только то	2	2
154	что при	3	2
155	что мы	8	2
156	было бы	6	2
157	него в	2	2
158	большей частью	2	2
159	общественного развития	3	2
160	всяком случае	6	2
161	на эти	2	2
162	даже в	2	2
163	что эти	3	2
164	но мы	3	2
165	не есть	3	2
166	жизни и	3	2
167	ни в	9	2
168	мы найдем	2	2
169	что же	2	2
170	целый ряд	6	2
171	то и	2	2
172	точно так	3	2
173	он не	3	2
174	только что	2	2
175	увидим что	2	2
176	совершенно точно	6	2
177	и сейчас	2	2
178	она в	2	2
179	тем самым	2	2
180	а не	13	2
181	того что	10	2
182	должны быть	3	2
183	то или	2	2
184	его не	2	2
185	во всяком	8	2
186	в которых	3	2
187	представляет собой	2	2
188	из его	3	2
189	ту же	2	2
190	зависимости от	6	2
191	в этой	3	2
192	что это	6	2
193	когда мы	3	2
194	отметить что	2	2
195	ничего не	2	2
196	или как	2	2
