N	2gram	Losev_Prob_2	Narrotol
1	не только	24	31
2	но и	16	27
3	и не	37	23
4	при этом	3	19
5	может быть	18	15
6	в частности	5	14
7	в качестве	2	14
8	как и	5	13
9	а не	10	13
10	а в	4	13
11	только в	14	12
12	в этом	17	12
13	и в	35	11
14	в данном	10	11
15	такого рода	15	10
16	то что	38	9
17	то есть	39	9
18	то же	5	8
19	в том	12	8
20	данном случае	5	8
21	не может	13	8
22	уже не	8	8
23	представляет собой	2	8
24	если бы	4	7
25	том что	19	7
26	но в	6	7
27	к тому	3	6
28	об этом	2	6
29	а также	2	6
30	не в	2	6
31	в самом	5	6
32	как бы	4	6
33	один из	3	6
34	как раз	8	6
35	или в	2	6
36	в себе	5	6
37	в его	7	6
38	в этой	9	6
39	перед нами	2	5
40	можно сказать	6	5
41	той или	5	5
42	так и	7	5
43	тем самым	7	5
44	и на	5	5
45	потому что	13	5
46	точки зрения	2	5
47	о чем	6	4
48	из этих	3	4
49	или иной	5	4
50	что на	4	4
51	все же	8	4
52	но не	4	4
53	прежде всего	11	4
54	еще не	10	4
55	к нему	2	4
56	в ней	2	4
57	и тем	4	4
58	по себе	8	4
59	внимание на	3	4
60	того что	12	4
61	того чтобы	2	4
62	или не	2	4
63	хотя и	3	4
64	в то	6	4
65	о том	18	4
66	одна из	3	4
67	не существует	6	3
68	не менее	13	3
69	тому как	3	3
70	он сам	3	3
71	что в	11	3
72	в нашем	3	3
73	в своем	4	3
74	что он	4	3
75	знак который	2	3
76	сводится к	2	3
77	тем не	12	3
78	у нас	18	3
79	и как	4	3
80	в целом	3	3
81	самом деле	4	3
82	но как	6	3
83	но именно	4	3
84	для того	3	3
85	и о	4	3
86	он не	2	3
87	о нем	2	3
88	еще в	2	3
89	речь идет	2	3
90	не является	7	3
91	не было	3	3
92	о них	2	3
93	лишь в	3	3
94	но при	2	3
95	едва ли	9	3
96	в слове	3	3
97	мы не	7	3
98	и то	10	3
99	также и	12	3
100	их в	4	3
101	и с	10	3
102	подобно тому	2	3
103	и ее	2	3
104	как будто	6	3
105	и все	5	3
106	казалось бы	7	2
107	для них	3	2
108	отнюдь не	5	2
109	в зависимости	2	2
110	в этих	4	2
111	между собой	5	2
112	в конце	7	2
113	язык как	3	2
114	на то	6	2
115	что может	2	2
116	как мы	5	2
117	но зато	2	2
118	да и	10	2
119	и того	3	2
120	не столь	2	2
121	зависимости от	2	2
122	по своему	5	2
123	все что	3	2
124	до сих	4	2
125	она не	3	2
126	ни о	4	2
127	в случае	3	2
128	никак не	11	2
129	и самого	4	2
130	и является	3	2
131	не вполне	4	2
132	всяком случае	10	2
133	не имеет	7	2
134	оно не	3	2
135	хотя бы	12	2
136	не будет	11	2
137	нами не	4	2
138	вместе с	2	2
139	быть и	2	2
140	значения и	11	2
141	сих пор	4	2
142	только на	9	2
143	при такой	2	2
144	другой стороны	5	2
145	в связи	5	2
146	входит в	2	2
147	и только	4	2
148	если не	4	2
149	все равно	3	2
150	в той	2	2
151	что не	5	2
152	и даже	11	2
153	и притом	3	2
154	с другой	6	2
155	и для	6	2
156	столько же	2	2
157	роль в	2	2
158	не объективна	2	2
159	в таком	11	2
160	ничего не	10	2
161	каждый из	2	2
162	нас в	3	2
163	сами по	2	2
164	в результате	4	2
165	сказать что	24	2
166	во всяком	13	2
167	мы можем	6	2
168	не о	6	2
169	и от	3	2
170	более не	2	2
171	связи с	5	2
172	что мы	14	2
173	же самое	6	2
174	один и	2	2
175	ни от	2	2
176	здесь не	2	2
177	в области	6	2
178	это было	2	2
