N	2gram	Bakhtin_Pr_1	Formalny
1	и в	23	24
2	в его	24	23
3	прежде всего	7	22
4	и не	34	20
5	так и	10	18
6	не может	11	16
7	точки зрения	21	16
8	в этом	25	15
9	в нем	20	14
10	может быть	21	14
11	с точки	15	13
12	таким образом	11	13
13	в своем	8	11
14	как и	8	11
15	социальной жизни	2	11
16	в своей	11	11
17	в их	3	11
18	вовсе не	8	10
19	и их	2	10
20	то же	10	10
21	а не	20	10
22	и его	13	10
23	и потому	3	9
24	в процессе	4	9
25	все это	7	9
26	социальной действительности	2	9
27	в то	10	9
28	его целом	5	8
29	же время	7	8
30	именно в	6	8
31	то что	18	8
32	как в	6	8
33	лишь в	3	8
34	и на	10	8
35	не в	6	8
36	и с	4	8
37	должна быть	2	7
38	до конца	5	7
39	в единстве	7	7
40	не только	13	7
41	с ее	2	7
42	жизни и	6	7
43	но и	11	7
44	на самом	4	7
45	и все	3	6
46	и здесь	3	6
47	было бы	6	6
48	в том	11	6
49	в этой	4	6
50	самом деле	5	6
51	до сих	2	6
52	в пределах	9	6
53	она не	5	6
54	еще не	5	6
55	как бы	28	6
56	сих пор	2	6
57	в целом	4	6
58	входит в	2	6
59	а в	7	6
60	отношения к	2	6
61	все эти	8	6
62	хотя бы	2	5
63	по себе	7	5
64	в литературе	3	5
65	в искусстве	2	5
66	лишь как	5	5
67	при этом	3	5
68	непосредственно в	2	5
69	со всею	3	5
70	во всех	5	5
71	в самом	8	5
72	со стороны	2	5
73	как мы	5	5
74	того что	2	5
75	с другой	2	5
76	художественной воли	3	5
77	но в	4	5
78	с его	6	4
79	никогда не	5	4
80	не как	12	4
81	является лишь	4	4
82	с другими	7	4
83	и к	4	4
84	в мире	7	4
85	на западе	2	4
86	если бы	10	4
87	всяком случае	3	4
88	оно не	2	4
89	отношению к	11	4
90	так же	6	4
91	по отношению	11	4
92	что в	8	4
93	друг друга	3	4
94	как на	2	4
95	в которой	4	4
96	не из	2	4
97	во всяком	4	4
98	в истории	2	4
99	но не	8	3
100	в отношении	2	3
101	всех этих	3	3
102	подходит к	4	3
103	в них	3	3
104	то ни	3	3
105	в жизни	6	3
106	бы то	3	3
107	что он	10	3
108	изображения и	4	3
109	его как	5	3
110	для него	15	3
111	это и	9	3
112	и как	8	3
113	но это	5	3
114	зависимости от	3	3
115	в большинстве	2	3
116	в каждом	8	3
117	ни на	2	3
118	дело идет	6	3
119	но для	2	3
120	он не	4	3
121	в основном	2	3
122	лучшем случае	2	3
123	один из	2	3
124	все же	5	3
125	же в	2	3
126	отличается от	2	3
127	не было	3	3
128	и других	5	3
129	мы не	2	3
130	и наконец	5	3
131	и даже	3	3
132	между ними	2	3
133	его в	4	3
134	наконец в	2	3
135	эти определения	2	3
136	в лучшем	2	3
137	более того	3	3
138	в основе	5	3
139	они не	3	3
140	своеобразие и	2	3
141	в себе	5	3
142	этого слова	2	3
143	в художественном	2	3
144	так сказать	3	3
145	бы в	3	3
146	в области	3	3
147	говорит он	8	3
148	художественной формы	5	2
149	а как	6	2
150	нисколько не	2	2
151	в другой	3	2
152	в зависимости	3	2
153	сами по	3	2
154	это не	10	2
155	в одном	9	2
156	что было	3	2
157	вопрос о	4	2
158	становящемуся ряду	2	2
159	идет о	3	2
160	но эта	4	2
161	определение романа	2	2
162	таким же	2	2
163	все в	6	2
164	ни было	4	2
165	ни в	3	2
166	в самой	7	2
167	уже не	8	2
168	по существу	4	2
169	но все	4	2
170	одна из	2	2
171	только в	8	2
172	от того	2	2
173	на языке	2	2
174	как раз	4	2
175	за пределы	6	2
176	была бы	2	2
177	однако не	2	2
178	точка зрения	7	2
179	что и	5	2
180	на него	2	2
181	вместе с	2	2
182	не дает	3	2
183	он в	2	2
184	этой работы	2	2
185	во всей	2	2
186	не на	3	2
187	и вот	2	2
188	этот кругозор	2	2
189	приводит к	3	2
190	во что	2	2
191	раз и	3	2
192	менее всего	4	2
193	ни одного	2	2
194	как их	3	2
195	следовательно и	2	2
196	мире а	2	2
197	для других	2	2
198	в результате	4	2
199	между тем	5	2
200	стиля и	3	2
201	в своих	2	2
202	на его	2	2
203	является для	2	2
204	отношении к	2	2
205	единство произведения	2	2
206	ничего не	6	2
207	если же	2	2
208	и это	5	2
209	большинстве случаев	2	2
210	с ним	6	2
211	мысли в	2	2
212	мира в	6	2
