N	2gram	Propp_Isto_6	FransuaR
1	и в	26	40
2	и его	7	17
3	прежде всего	4	16
4	в этом	12	15
5	мы уже	6	13
6	не только	10	13
7	и не	10	13
8	в его	5	13
9	что в	12	12
10	вовсе не	2	12
11	как и	5	11
12	но и	9	11
13	таким образом	12	10
14	как мы	4	10
15	в них	3	9
16	может быть	11	9
17	он не	2	9
18	в том	12	8
19	и до	2	8
20	у него	7	8
21	все эти	8	8
22	и с	6	8
23	и на	12	8
24	но в	7	8
25	в своем	2	7
26	в одном	3	7
27	и др	2	7
28	то же	5	7
29	он и	2	7
30	в этих	2	6
31	к этому	3	6
32	в своей	3	6
33	связь с	11	6
34	и других	3	6
35	в то	5	6
36	здесь и	2	5
37	мы видим	5	5
38	связаны с	5	5
39	в нем	8	5
40	то что	6	5
41	не было	3	5
42	а не	2	5
43	в своих	3	5
44	у нас	5	4
45	том что	10	4
46	до сих	4	4
47	было бы	2	4
48	в ней	5	4
49	а также	4	4
50	даже в	2	4
51	ни в	2	4
52	один из	3	4
53	жизни и	2	4
54	сих пор	4	4
55	так в	6	4
56	о том	7	4
57	в данном	3	4
58	видно что	2	4
59	так как	18	4
60	в эту	2	4
61	с его	4	3
62	если бы	3	3
63	в частности	3	3
64	и от	3	3
65	он был	2	3
66	мы видели	11	3
67	но это	4	3
68	в этой	2	3
69	одна из	2	3
70	кроме того	3	3
71	еще не	9	3
72	как бы	4	3
73	еще в	3	3
74	и наконец	3	3
75	что и	4	3
76	другими словами	3	3
77	вместе с	8	3
78	так и	5	3
79	как в	6	3
80	по отношению	2	3
81	не может	6	3
82	а в	3	3
83	там где	5	3
84	мы находим	2	3
85	и как	2	3
86	не так	2	3
87	но все	2	3
88	можно было	2	3
89	связан с	6	3
90	сказать что	3	3
91	в более	6	3
92	тем что	5	3
93	при этом	3	3
94	они не	3	3
95	в себе	3	3
96	только в	5	3
97	с рождением	2	3
98	здесь не	2	3
99	их в	3	3
100	в других	4	3
101	связана с	3	2
102	есть и	4	2
103	ее не	3	2
104	представление о	9	2
105	в книге	4	2
106	о чем	2	2
107	с другой	10	2
108	это не	4	2
109	из этих	4	2
110	но здесь	4	2
111	что он	9	2
112	и вот	3	2
113	можно сказать	2	2
114	мы знаем	2	2
115	все же	8	2
116	но не	2	2
117	все что	4	2
118	очень часто	5	2
119	в последнем	2	2
120	и другие	3	2
121	и сам	2	2
122	например в	7	2
123	на его	4	2
124	из этого	3	2
125	ни одной	2	2
126	здесь нет	2	2
127	отношению к	2	2
128	своего рода	2	2
129	на землю	4	2
130	данном случае	3	2
131	в форме	2	2
132	и далее	2	2
133	или же	2	2
134	и они	2	2
135	здесь мы	4	2
136	должны быть	2	2
137	потому что	13	2
138	говорит он	2	2
139	с этим	2	2
140	но он	2	2
141	и ее	3	2
142	но как	4	2
143	него и	3	2
144	далеко не	3	2
145	как он	6	2
146	и это	8	2
147	того же	2	2
148	мы не	6	2
