N	2gram	Losev_Vesc_1	Psycholo
1	то что	27	44
2	и в	21	33
3	в этом	4	28
4	как бы	12	25
5	и что	15	25
6	потому что	16	24
7	для того	2	23
8	может быть	16	22
9	том что	8	22
10	того чтобы	3	22
11	что в	9	21
12	в том	8	21
13	о том	6	20
14	только что	2	15
15	как это	2	14
16	что это	13	13
17	таким образом	8	13
18	и не	29	13
19	сказать что	17	13
20	все это	5	13
21	к тому	3	12
22	в самом	9	12
23	и все	5	12
24	так как	7	12
25	было бы	14	12
26	если мы	8	12
27	самом деле	4	12
28	что все	2	11
29	на то	4	10
30	что она	15	10
31	не может	17	10
32	в его	2	10
33	как она	4	10
34	если бы	5	10
35	в этой	3	9
36	и если	2	9
37	по себе	13	9
38	как раз	9	9
39	то же	6	9
40	в конце	2	8
41	для этого	4	8
42	совершенно ясно	2	8
43	в своем	6	7
44	для нас	2	7
45	так что	5	7
46	в нем	2	7
47	и только	3	7
48	же точно	2	7
49	не только	36	7
50	перед нами	2	6
51	тому что	2	6
52	это не	5	6
53	в самой	2	6
54	что они	6	6
55	в ней	12	6
56	и т	19	6
57	все эти	3	6
58	и вот	2	6
59	но он	2	6
60	точки зрения	5	6
61	что мы	14	6
62	когда мы	6	6
63	у него	2	6
64	мы видим	2	6
65	мы должны	2	6
66	в сущности	4	6
67	никак не	3	6
68	а не	19	6
69	в себе	14	6
70	никогда не	2	5
71	нисколько не	4	5
72	и как	8	5
73	мы не	6	5
74	вовсе не	10	5
75	с ним	8	5
76	мы можем	4	5
77	ясно что	8	5
78	с этим	3	5
79	это и	6	5
80	как и	8	5
81	и может	2	5
82	мы уже	3	5
83	и его	2	5
84	все же	4	5
85	и это	14	5
86	смысла и	5	4
87	я не	4	4
88	и есть	26	4
89	что у	5	4
90	но совершенно	2	4
91	совершенно не	5	4
92	из них	4	4
93	жизни и	2	4
94	смысл и	9	4
95	а в	4	4
96	не просто	19	4
97	того что	8	4
98	с этой	4	4
99	при помощи	2	4
100	с тем	5	4
101	на нас	2	4
102	с именем	4	4
103	в жизни	3	4
104	об этом	3	4
105	у нас	7	4
106	одна из	5	4
107	и о	3	4
108	себя в	10	4
109	не будет	12	4
110	в своей	5	4
111	как мы	4	4
112	что не	5	4
113	с точки	3	4
114	той же	2	4
115	можно было	2	4
116	могла бы	3	4
117	ее с	5	4
118	только в	14	4
119	слова и	5	4
120	не то	4	4
121	сама по	3	3
122	с одной	3	3
123	что оно	8	3
124	больше того	4	3
125	тот же	3	3
126	должно быть	6	3
127	на этом	2	3
128	одной стороны	3	3
129	но если	8	3
130	всяком случае	2	3
131	то это	3	3
132	с ее	6	3
133	но и	18	3
134	их в	3	3
135	и здесь	4	3
136	с но	2	3
137	в то	3	3
138	его в	2	3
139	в основе	3	3
140	мы получим	2	3
141	в одном	2	3
142	говорить о	6	3
143	но не	5	3
144	ли это	7	3
145	она не	4	3
146	это совершенно	4	3
147	конце концов	2	3
148	и этот	2	3
149	сами по	3	3
150	что и	3	3
151	сделать это	2	3
152	так и	3	3
153	да и	3	3
154	как я	4	3
155	и для	9	3
156	во всяком	3	3
157	от этого	2	3
158	тем что	2	3
159	к делу	2	3
160	в той	3	3
161	как только	4	2
162	есть как	3	2
163	бы и	5	2
164	с чем	7	2
165	бы сказать	2	2
166	его и	2	2
167	с другой	6	2
168	в каком-то	2	2
169	и от	3	2
170	была бы	2	2
171	прежде всего	9	2
172	со всей	2	2
173	спорить с	2	2
174	без всякого	4	2
175	чем мы	3	2
176	из его	2	2
177	нет никакой	2	2
178	есть конечно	2	2
179	знает что	2	2
180	и другое	4	2
181	в действительности	7	2
182	что ее	2	2
183	в виду	2	2
184	в котором	3	2
185	один из	3	2
186	только одно	2	2
187	то как	2	2
188	она есть	8	2
189	другой стороны	2	2
190	быть не	4	2
191	т д	19	2
192	сам себя	2	2
193	есть только	7	2
194	о ней	2	2
195	и формы	2	2
196	в результате	3	2
197	и с	8	2
198	также и	6	2
199	не в	5	2
200	и потому	5	2
201	почти все	2	2
202	мы имеем	7	2
203	слово в	2	2
204	но в	5	2
205	сам по	3	2
206	только не	2	2
207	и эти	2	2
208	в ее	7	2
209	по существу	2	2
210	можно сказать	6	2
211	во всех	2	2
212	и когда	4	2
213	однако не	2	2
214	бы то	4	2
215	со стороны	5	2
216	даже не	7	2
217	а с	3	2
218	сводится к	2	2
219	и эта	3	2
220	хотя бы	6	2
221	тому как	4	2
222	и то	10	2
223	ничем не	3	2
224	в руки	2	2
225	ни на	3	2
226	и ее	18	2
227	на ее	3	2
228	так чтобы	2	2
229	только с	3	2
230	не потому	6	2
231	ничего не	3	2
232	то чтобы	3	2
