N	2gram	Trubetskoy_1	FransuaR
1	и в	26	41
2	то есть	4	24
3	во всех	2	17
4	таким образом	22	17
5	в нем	4	16
6	и с	10	16
7	но и	9	13
8	в этом	15	12
9	все это	6	11
10	все эти	6	11
11	прежде всего	2	10
12	в самом	4	10
13	не только	10	10
14	так как	9	10
15	то что	7	10
16	во время	4	9
17	и на	2	9
18	и все	2	9
19	о том	6	9
20	никогда не	5	8
21	в этой	4	8
22	но в	7	8
23	в них	2	7
24	том что	7	7
25	как бы	12	7
26	что в	9	7
27	в его	5	7
28	в образе	2	6
29	что он	4	6
30	один из	2	6
31	вместе с	15	6
32	в эпоху	7	6
33	сказать что	2	6
34	в то	4	6
35	то же	4	5
36	с его	2	5
37	в одном	3	5
38	так же	5	5
39	же время	2	5
40	а также	2	5
41	из них	7	5
42	так и	6	5
43	в своем	3	5
44	и что	4	5
45	в себе	6	5
46	что это	3	5
47	уже в	2	4
48	с другой	8	4
49	и от	4	4
50	именно в	2	4
51	и как	3	4
52	не в	2	4
53	все что	2	4
54	тот же	2	4
55	одной стороны	7	4
56	в котором	4	4
57	все же	6	4
58	не может	4	4
59	с одной	7	4
60	того чтобы	5	4
61	и наконец	2	4
62	и даже	3	4
63	одним из	2	4
64	а в	4	4
65	в результате	3	4
66	о котором	2	4
67	того же	6	4
68	из этого	2	4
69	связанных с	2	3
70	пор еще	2	3
71	с этой	3	3
72	на все	2	3
73	одной из	5	3
74	до сих	5	3
75	в начале	2	3
76	конечно не	2	3
77	в индии	8	3
78	говорили о	2	3
79	и особенно	2	3
80	жизни и	2	3
81	связано с	2	3
82	сих пор	5	3
83	и для	5	3
84	этом отношении	2	3
85	при этом	3	3
86	и не	8	3
87	те же	2	3
88	того что	3	3
89	к нему	7	3
90	с другими	4	3
91	людей и	2	3
92	только в	4	3
93	потому что	7	3
94	не могут	2	2
95	связана с	2	2
96	в этих	4	2
97	для этого	2	2
98	превращается в	2	2
99	в конце	6	2
100	что все	4	2
101	представление о	6	2
102	что именно	2	2
103	связан и	2	2
104	в том	11	2
105	так что	3	2
106	связи с	9	2
107	но не	8	2
108	в значительной	3	2
109	со всеми	2	2
110	может быть	10	2
111	он не	4	2
112	но если	2	2
113	и потому	6	2
114	мы видели	2	2
115	и другие	3	2
116	но с	3	2
117	в народных	3	2
118	и сейчас	2	2
119	лишь в	5	2
120	а не	5	2
121	и у	8	2
122	с точки	6	2
123	и те	3	2
124	от тела	2	2
125	между тем	2	2
126	образом в	5	2
127	он в	2	2
128	точки зрения	13	2
129	из этих	10	2
130	что мы	2	2
131	начиная с	2	2
132	всем и	2	2
133	в области	9	2
134	тогда когда	2	2
135	в эту	2	2
136	как о	3	2
137	в новом	2	2
