N	2gram	Tiupa_Hudo_2	Problemy
1	и в	28	35
2	как бы	5	31
3	и не	18	27
4	что он	8	24
5	в его	11	21
6	но в	2	19
7	не может	4	18
8	к себе	3	18
9	как и	11	18
10	о себе	3	17
11	в нем	3	16
12	то же	6	15
13	с самим	2	15
14	и все	7	15
15	но и	9	14
16	для него	5	14
17	может быть	8	14
18	все это	3	14
19	и его	5	14
20	в этом	13	14
21	к нему	3	13
22	что я	2	13
23	он не	4	13
24	прежде всего	3	12
25	и с	6	12
26	и к	2	12
27	в другом	2	12
28	в то	6	11
29	не в	13	10
30	самом деле	3	10
31	же время	4	10
32	не только	11	10
33	то что	6	10
34	рассказа в	4	10
35	героя и	3	10
36	самим собою	2	9
37	ни одного	2	9
38	я не	7	8
39	так и	8	8
40	себя и	2	8
41	потому что	2	8
42	мы уже	3	8
43	все же	2	8
44	как мы	2	8
45	и для	2	8
46	и сам	5	7
47	лишь в	2	7
48	так же	3	7
49	а в	6	7
50	точки зрения	2	7
51	с ним	7	7
52	с его	5	7
53	вовсе не	2	7
54	еще не	3	7
55	для себя	6	7
56	отношению к	7	7
57	что же	2	7
58	в виде	2	7
59	он сам	2	6
60	что в	5	6
61	к тому	7	6
62	что они	4	6
63	отношение к	2	6
64	в самом	5	6
65	что у	3	6
66	и на	3	6
67	в одном	3	6
68	но не	4	6
69	по отношению	7	6
70	только в	4	6
71	в том	15	5
72	да и	5	5
73	знает и	2	5
74	с ними	3	5
75	на него	3	5
76	как в	5	5
77	и то	2	5
78	в себе	9	5
79	и это	3	5
80	все время	3	4
81	никогда не	5	4
82	с другой	3	4
83	та же	2	4
84	или иной	2	4
85	в мире	7	4
86	же и	2	4
87	рядом с	5	4
88	между тем	8	4
89	теперь в	2	4
90	к чужому	3	4
91	его в	2	4
92	у него	5	4
93	как раз	4	4
94	в них	3	4
95	в своей	6	4
96	только на	5	4
97	а не	14	4
98	что не	2	4
99	и у	2	4
100	тем что	6	4
101	как будто	4	4
102	что это	5	4
103	все его	3	4
104	же не	2	4
105	он знает	2	3
106	ибо в	2	3
107	и от	2	3
108	тому же	2	3
109	с ее	5	3
110	из них	2	3
111	его и	2	3
112	это не	6	3
113	для других	3	3
114	сказать что	2	3
115	другого и	2	3
116	нуждается в	2	3
117	говорить о	2	3
118	в котором	6	3
119	не как	2	3
120	в ее	18	3
121	том что	19	3
122	было бы	3	3
123	не могу	3	3
124	он уже	2	3
125	сам не	2	3
126	что и	4	3
127	а с	3	3
128	сводится к	6	3
129	уже не	10	3
130	и т.д	2	3
131	ничего не	5	3
132	а между	4	3
133	не менее	5	2
134	в душе	8	2
135	это уже	2	2
136	в этих	3	2
137	тому что	4	2
138	о них	3	2
139	столь же	3	2
140	что все	3	2
141	что на	3	2
142	мы знаем	2	2
143	на этом	2	2
144	она в	2	2
145	при этом	11	2
146	со своим	3	2
147	в своем	5	2
148	те же	2	2
149	тому как	4	2
150	характер и	2	2
151	в ней	3	2
152	к ней	2	2
153	теперь же	3	2
154	что даже	2	2
155	о том	12	2
156	как он	3	2
157	в первом	2	2
158	я и	6	2
159	а как	2	2
160	однако в	2	2
161	же я	2	2
162	будто бы	3	2
163	в жизни	8	2
164	с собой	2	2
165	мы с	3	2
166	раз в	3	2
167	то в	4	2
168	была и	2	2
169	но именно	2	2
170	бы с	2	2
171	одной из	3	2
172	о нем	2	2
173	тогда в	2	2
174	себя в	8	2
175	одного слова	2	2
176	своего рода	16	2
177	среди других	3	2
178	вместе с	2	2
179	бы и	4	2
180	говорит о	4	2
181	приводит к	2	2
182	и внутренне	2	2
183	бы не	3	2
184	чтобы не	3	2
185	и он	3	2
186	хотя бы	2	2
187	с точки	2	2
188	себе но	2	2
189	той же	2	2
190	или в	3	2
191	можно было	3	2
192	с другими	3	2
193	в рассказе	21	2
194	не случайно	10	2
195	пока еще	3	2
196	и об	2	2
197	подобно тому	4	2
198	внутренней жизни	4	2
199	это было	2	2
