N	3gram	Bakhtin_Pr_1	Problemy
1	человека из подполья	3	13
2	в то же	7	12
3	то же время	7	12
4	на самом деле	3	10
5	с самого начала	2	8
6	человек из подполья	3	7
7	не может быть	3	6
8	о себе самом	6	5
9	к нему и	2	5
10	во всяком случае	3	5
11	и в то	3	5
12	по отношению к	11	5
13	в этом смысле	9	4
14	с точки зрения	15	4
15	то ни было	2	4
16	бы то ни	3	4
17	по крайней мере	2	3
18	в творчестве достоевского	4	3
19	в самом деле	2	3
20	в мире достоевского	4	3
21	в романах достоевского	6	3
22	в конце концов	4	3
23	с другой стороны	2	3
24	записок из подполья	3	3
25	но в то	2	3
26	друг с другом	3	2
27	и в этом	3	2
28	о том что	2	2
29	самого героя и	3	2
30	в его целом	5	2
31	в большинстве случаев	2	2
32	же время не	2	2
33	в произведениях достоевского	2	2
34	в отличие от	2	2
35	и не может	2	2
36	героя и его	2	2
37	хотя бы и	2	2
38	именно потому что	2	2
39	подобно тому как	3	2
40	выходит за пределы	2	2
