N	2gram	Losev_Prob_5	FransuaR
1	и в	30	45
2	то есть	21	25
3	и не	12	15
4	не только	18	14
5	в этом	17	14
6	но в	9	14
7	в его	12	13
8	и его	6	13
9	как бы	6	12
10	что в	5	12
11	в своем	11	11
12	то же	2	11
13	в то	4	11
14	прежде всего	6	10
15	в том	12	10
16	в нем	6	10
17	но и	13	10
18	как и	7	10
19	и с	5	10
20	вовсе не	8	8
21	как мы	2	8
22	в ней	3	8
23	жизни и	2	8
24	таким образом	13	8
25	в самой	3	8
26	так же	5	8
27	мира и	2	8
28	в конце	8	7
29	он был	2	7
30	том что	17	7
31	не в	7	7
32	что и	6	7
33	в эпоху	3	7
34	также и	12	7
35	потому что	13	7
36	и все	9	7
37	в атмосфере	2	6
38	что он	7	6
39	в этой	10	6
40	он не	3	6
41	здесь не	7	6
42	так и	7	6
43	того чтобы	2	6
44	для того	3	6
45	связи с	7	6
46	так как	6	6
47	в них	2	6
48	с ним	3	5
49	и к	4	5
50	страха и	2	5
51	со всеми	2	5
52	хотя и	8	5
53	и их	5	5
54	как раз	5	5
55	не может	5	5
56	в связи	7	5
57	все эти	2	5
58	самом деле	2	5
59	и у	5	5
60	и как	6	5
61	и на	6	5
62	его в	6	5
63	об этом	4	4
64	том числе	2	4
65	мы не	2	4
66	у него	11	4
67	но не	7	4
68	здесь в	2	4
69	ничего не	2	4
70	кроме того	2	4
71	по поводу	2	4
72	в самом	5	4
73	и о	5	4
74	а также	3	4
75	в первой	2	4
76	мы находим	7	4
77	не мог	4	4
78	здесь как	2	4
79	а не	5	4
80	и даже	14	4
81	его не	2	4
82	а в	6	4
83	можно было	2	4
84	сказать что	9	4
85	точки зрения	10	4
86	только в	9	4
87	о том	12	4
88	не менее	5	3
89	поэтому и	2	3
90	нисколько не	5	3
91	и другие	3	3
92	как в	2	3
93	это не	2	3
94	в одной	2	3
95	в одном	3	3
96	находим в	2	3
97	ни в	4	3
98	по существу	2	3
99	есть в	2	3
100	того же	4	3
101	то время	3	3
102	в своей	22	3
103	в заключение	2	3
104	до сих	2	3
105	вместе с	7	3
106	сих пор	2	3
107	на небе	2	3
108	до нас	7	3
109	еще и	4	3
110	именно в	3	3
111	в году	5	3
112	с помощью	2	3
113	того что	3	3
114	и он	4	3
115	и для	6	3
116	но он	5	3
117	он и	5	3
118	в другом	3	3
119	дело в	2	3
120	только для	2	2
121	он хочет	2	2
122	не могут	2	2
123	и наиболее	2	2
124	с тем	5	2
125	тут же	6	2
126	и без	2	2
127	жизни в	4	2
128	хотя бы	2	2
129	в духе	3	2
130	к этому	2	2
131	значение и	2	2
132	можно сказать	6	2
133	к тому	2	2
134	в отношении	3	2
135	ли он	2	2
136	раз в	2	2
137	в начале	3	2
138	то что	18	2
139	в качестве	4	2
140	него не	2	2
141	для них	3	2
142	было бы	4	2
143	несмотря на	6	2
144	конечно не	2	2
145	может быть	7	2
146	это время	2	2
147	еще в	5	2
148	один из	2	2
149	все же	9	2
150	когда он	2	2
151	и за	2	2
152	на него	2	2
153	и до	2	2
154	данном случае	2	2
155	а именно	12	2
156	и только	2	2
157	при этом	4	2
158	в период	4	2
159	свободы и	4	2
160	всякого рода	2	2
161	и что	6	2
162	в значительной	2	2
163	с точки	8	2
164	и притом	5	2
165	к нему	3	2
166	жизнь и	3	2
167	за все	2	2
168	нас в	4	2
169	в данном	2	2
170	больше чем	2	2
171	между тем	2	2
172	мы можем	5	2
173	он в	3	2
174	здесь изображается	2	2
175	под названием	4	2
176	духа в	2	2
177	и вообще	9	2
178	уже и	2	2
179	в чем	2	2
180	от этого	3	2
