N	2gram	Losev_Dial_1	Problemy
1	и не	30	31
2	и в	18	29
3	в его	3	24
4	может быть	17	24
5	а не	14	22
6	в этом	12	22
7	т е	25	21
8	как бы	11	19
9	в нем	16	19
10	точки зрения	17	19
11	для него	2	18
12	не только	13	15
13	то что	13	15
14	не как	2	14
15	но и	7	14
16	то же	10	14
17	уже не	2	13
18	с точки	12	13
19	как и	2	12
20	точка зрения	2	12
21	не может	12	12
22	этом смысле	3	10
23	в самом	3	10
24	в то	6	10
25	только в	3	10
26	это не	9	9
27	себе самом	2	9
28	все же	5	9
29	но не	4	9
30	же время	4	9
31	все эти	2	9
32	если бы	12	9
33	в каждом	2	8
34	в своем	5	8
35	по себе	25	8
36	что он	11	8
37	что в	13	8
38	как не	2	8
39	в своей	2	8
40	потому что	14	8
41	в том	9	8
42	прежде всего	10	7
43	вовсе не	7	7
44	том что	9	7
45	не в	6	7
46	лишь как	2	7
47	она не	6	7
48	так и	9	7
49	и как	7	7
50	а в	5	7
51	с другими	2	7
52	в себе	11	7
53	но в	6	7
54	все это	11	6
55	точку зрения	3	6
56	в конце	4	6
57	несмотря на	10	6
58	к нему	8	6
59	что она	7	6
60	как в	2	6
61	как раз	4	6
62	самом деле	3	6
63	в мире	2	6
64	так же	4	6
65	могут быть	3	6
66	и потому	3	6
67	так как	11	6
68	сознания и	3	5
69	должна быть	3	5
70	именно в	2	5
71	было бы	12	5
72	но все	3	5
73	еще не	2	5
74	это и	4	5
75	и о	3	5
76	он не	3	5
77	мысли и	3	5
78	на самом	3	5
79	конце концов	3	5
80	во всяком	4	5
81	он и	2	5
82	и это	2	5
83	с ним	6	5
84	ничего не	17	5
85	поэтому и	2	4
86	были бы	2	4
87	раз и	2	4
88	бы и	2	4
89	что и	3	4
90	но это	8	4
91	и с	5	4
92	и следовательно	2	4
93	не значит	3	4
94	даже в	3	4
95	он есть	4	4
96	и т	21	4
97	и для	2	4
98	не было	6	4
99	но эта	3	4
100	как же	5	4
101	как мы	4	4
102	должно быть	3	4
103	в основе	3	4
104	что же	3	4
105	я не	5	3
106	он сам	5	3
107	была бы	3	3
108	никогда не	9	3
109	в них	3	3
110	с другой	6	3
111	точек зрения	3	3
112	ни в	15	3
113	и пр	5	3
114	о своем	2	3
115	всяком случае	2	3
116	себе и	2	3
117	только то	4	3
118	в их	3	3
119	другой стороны	4	3
120	тому что	3	3
121	т п	2	3
122	этом отношении	2	3
123	и у	2	3
124	отличается от	2	3
125	сказать что	10	3
126	но с	3	3
127	само по	5	3
128	но как	2	3
129	не знает	2	3
130	мы должны	5	3
131	отношении к	3	3
132	бы в	3	3
133	отношения к	3	3
134	а лишь	3	2
135	в противоположность	5	2
136	всех этих	3	2
137	уже и	3	2
138	друг другу	3	2
139	хотя бы	6	2
140	с этой	2	2
141	но они	2	2
142	и от	2	2
143	для своего	2	2
144	вопрос о	2	2
145	не есть	40	2
146	жизни и	3	2
147	так что	15	2
148	мы видим	4	2
149	является не	2	2
150	есть и	5	2
151	только как	2	2
152	на себе	3	2
153	конечно не	3	2
154	никак не	6	2
155	не о	4	2
156	как таковой	4	2
157	до сих	2	2
158	в котором	4	2
159	один из	3	2
160	как можно	2	2
161	нисколько не	4	2
162	отношение к	5	2
163	сих пор	2	2
164	ни было	2	2
165	идея же	2	2
166	в отношении	5	2
167	то и	2	2
168	и даже	13	2
169	что оно	5	2
170	тут и	2	2
171	и что	12	2
172	можно было	5	2
173	в данном	3	2
174	то он	2	2
175	в которых	2	2
176	в ней	3	2
177	как например	2	2
178	и есть	16	2
179	самый факт	2	2
180	заметить что	2	2
181	мысли в	2	2
182	же и	2	2
183	нет ни	2	2
184	в сознании	3	2
185	с этим	2	2
186	тоже не	2	2
