N	2gram	Propp_Isto_3	Problemy
1	и в	22	34
2	и не	12	29
3	что он	9	23
4	в его	3	22
5	может быть	11	19
6	в нем	9	19
7	не может	4	19
8	и все	3	19
9	о себе	3	18
10	как и	3	18
11	но в	10	16
12	и его	4	16
13	в этом	17	16
14	и с	4	15
15	прежде всего	3	15
16	он не	5	15
17	то же	6	14
18	к нему	5	14
19	т е	16	12
20	но и	12	12
21	и к	3	12
22	потому что	3	12
23	в то	2	12
24	вовсе не	2	11
25	то что	7	11
26	на самом	2	11
27	а я	2	10
28	не только	14	10
29	не в	4	9
30	а не	6	9
31	никогда не	3	8
32	и т	16	8
33	так же	3	8
34	точки зрения	2	8
35	и для	2	8
36	в другом	2	8
37	я не	3	7
38	что в	15	7
39	и даже	2	7
40	все же	5	7
41	как мы	8	7
42	что не	2	7
43	как будто	2	7
44	там где	7	7
45	что они	8	6
46	в пределах	4	6
47	у меня	5	6
48	отношение к	4	6
49	что у	3	6
50	и на	4	6
51	с ними	3	6
52	от него	2	6
53	мы уже	6	6
54	отношению к	2	6
55	так и	2	6
56	только в	4	6
57	все время	2	5
58	я теперь	2	5
59	это не	6	5
60	и от	3	5
61	к тому	3	5
62	так что	5	5
63	но все	2	5
64	и что	2	5
65	того что	5	5
66	всяком случае	2	5
67	себе и	2	5
68	в целом	3	5
69	из них	7	5
70	по отношению	2	5
71	таким образом	10	5
72	и вот	2	5
73	не мог	2	5
74	а в	6	5
75	и так	2	5
76	он и	3	5
77	мы должны	7	5
78	что ты	4	5
79	с тем	2	5
80	в одном	2	5
81	даже в	2	5
82	что и	9	5
83	и у	3	5
84	во всяком	2	5
85	в чем	3	5
86	друг другу	2	4
87	с другой	7	4
88	ни в	2	4
89	да и	2	4
90	но это	3	4
91	на этом	4	4
92	у него	3	4
93	при этом	2	4
94	на его	3	4
95	все эти	4	4
96	его в	3	4
97	так как	7	4
98	если бы	6	4
99	но не	7	4
100	еще не	10	4
101	как в	2	4
102	только на	2	4
103	все равно	3	4
104	тем что	4	4
105	в виде	2	4
106	и это	2	4
107	ничего не	6	4
108	вместе с	9	4
109	не менее	5	3
110	он все	3	3
111	в том	9	3
112	такой же	2	3
113	хотя и	2	3
114	свое лицо	2	3
115	в него	2	3
116	в котором	2	3
117	есть только	2	3
118	мы видели	13	3
119	жизни и	2	3
120	другой стороны	7	3
121	его и	4	3
122	в одной	3	3
123	их в	3	3
124	в ней	2	3
125	но он	4	3
126	большинстве случаев	2	3
127	с миром	2	3
128	том что	8	3
129	между тем	2	3
130	если не	2	3
131	и как	3	3
132	и то	2	3
133	далеко не	3	3
134	из братьев	4	2
135	не было	2	2
136	в сторону	2	2
137	и говорит	9	2
138	вопрос о	2	2
139	уже с	3	2
140	этом случае	5	2
141	тем не	5	2
142	мы знаем	2	2
143	всю жизнь	2	2
144	в другой	4	2
145	время от	2	2
146	например в	2	2
147	один из	5	2
148	в этот	2	2
149	друг друга	6	2
150	в своем	2	2
151	т д	15	2
152	в которых	2	2
153	с этим	8	2
154	о том	3	2
155	на нее	3	2
156	сказать что	3	2
157	во время	6	2
158	всех этих	2	2
159	в них	6	2
160	здесь и	2	2
161	в жизни	2	2
162	не знаю	8	2
163	не с	2	2
164	очень часто	3	2
165	если я	3	2
166	ли это	2	2
167	было бы	3	2
168	мы увидим	3	2
169	к ней	4	2
170	и потому	2	2
171	но этот	2	2
172	быть и	3	2
173	находится в	4	2
174	так в	6	2
175	тому же	2	2
176	еще более	2	2
177	уже не	7	2
178	и он	2	2
179	той же	2	2
180	связан с	2	2
181	вступает в	3	2
182	и ее	3	2
183	за ним	3	2
184	него и	2	2
185	же не	2	2
