N	2gram	Losev_Prob_1	Problema
1	то есть	33	46
2	в его	6	43
3	и не	31	42
4	и в	32	38
5	не может	8	27
6	может быть	14	26
7	как бы	14	22
8	отнюдь не	10	19
9	и с	2	17
10	и его	3	16
11	в нем	13	15
12	в этом	19	15
13	и т	11	14
14	прежде всего	10	13
15	только в	7	13
16	за пределы	6	12
17	в искусстве	3	12
18	но не	9	12
19	ни в	7	11
20	во всех	7	11
21	и для	4	11
22	в области	2	11
23	к нему	3	10
24	в их	4	10
25	таким образом	6	10
26	но и	9	9
27	не имеет	2	9
28	его в	6	9
29	не только	17	9
30	в том	9	8
31	и как	6	8
32	точки зрения	3	8
33	было бы	8	8
34	то что	42	8
35	входит в	4	8
36	что в	12	7
37	с другой	3	7
38	вообще не	2	7
39	не в	4	7
40	в самом	6	7
41	но отнюдь	3	7
42	между тем	2	7
43	как и	3	7
44	еще не	9	7
45	совершенно не	6	7
46	в своей	8	7
47	как мы	7	7
48	а в	4	6
49	не есть	29	6
50	самом деле	6	6
51	с точки	3	6
52	мы можем	4	6
53	ничего не	10	6
54	то же	10	5
55	в своем	5	5
56	это не	6	5
57	при этом	6	5
58	никогда не	7	5
59	все эти	8	5
60	должно быть	2	5
61	может иметь	2	5
62	далеко не	5	5
63	с ним	3	5
64	в них	7	5
65	не нужно	3	5
66	и о	8	5
67	так и	12	5
68	не на	3	5
69	а не	15	5
70	могут быть	2	5
71	не менее	19	4
72	на самом	6	4
73	известной степени	2	4
74	в виду	6	4
75	другой стороны	3	4
76	данном случае	8	4
77	и только	4	4
78	которых мы	2	4
79	в других	5	4
80	от всех	2	4
81	сказать что	13	4
82	в то	6	4
83	о том	11	4
84	и потому	2	4
85	но в	14	4
86	понять его	2	4
87	в ее	3	4
88	в предмете	3	4
89	как в	4	4
90	может и	3	4
91	тем самым	4	4
92	мы здесь	2	4
93	что не	3	4
94	хотя бы	3	4
95	можно было	3	4
96	в данном	9	4
97	в себе	15	4
98	здесь не	7	4
99	мы будем	2	3
100	сказать и	3	3
101	тем не	18	3
102	его как	2	3
103	да и	3	3
104	в дальнейшем	4	3
105	но это	8	3
106	кроме того	2	3
107	несмотря на	3	3
108	например в	2	3
109	хотя и	6	3
110	искусства и	3	3
111	не является	5	3
112	и тем	13	3
113	как такового	2	3
114	все это	7	3
115	не больше	3	3
116	и даже	11	3
117	и на	8	3
118	также и	11	3
119	и должно	2	3
120	или как	3	3
121	если бы	4	3
122	и все	7	3
123	этом смысле	6	3
124	ясно что	3	3
125	как его	2	3
126	том что	12	3
127	говорить о	6	3
128	мы увидим	3	3
129	со всеми	2	3
130	действительности и	5	3
131	есть его	2	3
132	мы в	3	3
133	не будем	2	3
134	он не	3	3
135	помнить что	3	3
136	нет и	2	3
137	оно не	3	3
138	как нечто	8	3
139	в таком	9	3
140	с другими	2	3
141	вопроса о	2	3
142	и это	9	3
143	едва ли	2	3
144	не могут	2	2
145	том как	2	2
146	и весь	4	2
147	и есть	6	2
148	в этих	3	2
149	чтобы его	2	2
150	что все	3	2
151	на то	8	2
152	или иной	5	2
153	можно сказать	5	2
154	а только	5	2
155	что оно	3	2
156	смысле слова	7	2
157	не можем	2	2
158	и пр	4	2
159	случае не	3	2
160	по поводу	4	2
161	что это	3	2
162	не имеют	5	2
163	той или	5	2
164	в котором	5	2
165	здесь нет	2	2
166	другими словами	3	2
167	но она	3	2
168	в связи	4	2
169	особенно в	2	2
170	не было	4	2
171	этой области	2	2
172	в самой	3	2
173	и что	9	2
174	того что	7	2
175	действительности в	3	2
176	есть только	8	2
177	и здесь	6	2
178	к его	2	2
179	но как	6	2
180	в истории	4	2
181	мы должны	5	2
182	же самое	9	2
183	того или	2	2
184	как это	6	2
185	в него	2	2
186	мы имеем	2	2
187	в определенный	2	2
188	и которые	5	2
189	с его	2	2
190	себе не	3	2
191	он должен	2	2
192	и во	3	2
193	можем говорить	2	2
194	раз и	9	2
195	вовсе не	35	2
196	или иного	2	2
197	есть выражение	2	2
198	есть не	6	2
199	на первый	2	2
200	о которых	3	2
201	что он	7	2
202	у нас	14	2
203	по существу	2	2
204	и при	2	2
205	связи с	5	2
206	здесь в	3	2
207	она не	2	2
208	действительности но	4	2
209	предмета и	2	2
210	и искусства	4	2
211	того чтобы	9	2
212	для того	8	2
213	то или	2	2
214	или в	4	2
215	тем что	7	2
216	в виде	15	2
217	и ее	8	2
218	и вообще	4	2
219	в таких	2	2
220	дело в	3	2
221	без всякой	2	2
222	в чем	3	2
