N	2gram	Vygotskiy__7	Vladivir
1	и в	26	30
2	то что	24	20
3	в этом	29	20
4	в том	18	18
5	и не	18	18
6	и с	5	14
7	что он	8	13
8	в конце	4	13
9	том что	17	12
10	что в	12	12
11	не только	24	12
12	в его	4	11
13	а в	2	11
14	как мы	14	11
15	сказать что	8	11
16	не в	4	9
17	для него	3	9
18	было бы	6	9
19	все же	6	9
20	потому что	16	9
21	не может	11	9
22	в то	3	9
23	связи с	4	8
24	вместе с	12	8
25	но и	11	8
26	что же	2	8
27	не мог	2	8
28	но в	4	8
29	не менее	4	7
30	никогда не	4	7
31	точки зрения	28	7
32	ни в	2	7
33	до конца	5	7
34	может быть	7	7
35	для нас	2	7
36	а не	6	7
37	как это	5	7
38	к этому	2	6
39	прежде всего	7	6
40	и к	7	6
41	об этом	3	6
42	тем не	3	6
43	у нас	2	6
44	то время	2	6
45	только в	8	6
46	во всяком	2	6
47	в себе	9	6
48	и его	12	6
49	также и	2	6
50	о чем	4	6
51	и то	7	5
52	по себе	3	5
53	о его	3	5
54	как и	15	5
55	так что	4	5
56	то в	2	5
57	в своей	3	5
58	в основном	3	5
59	как бы	6	5
60	в котором	4	5
61	для себя	24	5
62	так и	3	5
63	все это	3	5
64	с этим	2	5
65	это мы	2	5
66	и что	6	5
67	того что	14	5
68	все эти	6	5
69	так как	14	5
70	с ним	3	5
71	из этого	2	5
72	содержит в	3	4
73	именно в	6	4
74	с этой	5	4
75	я не	3	4
76	вовсе не	2	4
77	его в	2	4
78	можно сказать	5	4
79	мы знаем	2	4
80	что его	2	4
81	в этой	3	4
82	в целом	5	4
83	что это	6	4
84	на его	2	4
85	несмотря на	2	4
86	и о	3	4
87	в ней	3	4
88	он не	3	4
89	в нем	2	4
90	не есть	4	4
91	в этих	2	4
92	время в	2	4
93	то же	8	4
94	ко всему	2	4
95	и наконец	4	4
96	и он	2	4
97	так же	14	4
98	той же	8	4
99	но это	3	4
100	в начале	5	4
101	мы должны	6	4
102	о том	4	4
103	с которыми	2	4
104	в которой	11	4
105	отношение к	2	4
106	учение о	3	3
107	уже в	2	3
108	в отношении	2	3
109	едва ли	4	3
110	из этих	3	3
111	точно так	2	3
112	на этих	2	3
113	в свою	2	3
114	что и	3	3
115	можно говорить	2	3
116	но не	3	3
117	в данном	5	3
118	и для	5	3
119	том же	2	3
120	никак не	5	3
121	с точки	21	3
122	только одно	2	3
123	во всех	6	3
124	как в	4	3
125	в отличие	2	3
126	отношения к	2	3
127	таким образом	23	3
128	само собой	2	3
129	только и	3	3
130	и больше	2	3
131	должно быть	2	3
132	наконец в	2	3
133	отличие от	2	3
134	к ней	2	3
135	но он	2	3
136	в области	4	3
137	учения о	4	3
138	к нему	3	2
139	с тем	5	2
140	казалось бы	2	2
141	и есть	2	2
142	это не	3	2
143	и от	4	2
144	себе в	5	2
145	этот период	2	2
146	тогда когда	5	2
147	мы видели	3	2
148	к тому	7	2
149	от всякой	2	2
150	на котором	3	2
151	друг друга	4	2
152	на первом	2	2
153	которой мы	2	2
154	свою очередь	2	2
155	по своему	9	2
156	в последнее	2	2
157	она не	5	2
158	во второй	5	2
159	о своем	2	2
160	бы с	2	2
161	мы уже	3	2
162	не могла	2	2
163	в самом	9	2
164	в сущности	9	2
165	исходить из	2	2
166	на то	4	2
167	и потому	3	2
168	для того	18	2
169	в виду	5	2
170	время как	2	2
171	даже в	2	2
172	гораздо более	4	2
173	не имеет	2	2
174	наряду с	2	2
175	с ней	2	2
176	и до	2	2
177	его и	2	2
178	данном случае	5	2
179	в их	2	2
180	как к	3	2
181	но то	2	2
182	того как	2	2
183	видно из	2	2
184	мы находим	3	2
185	в той	4	2
186	и она	2	2
187	заключается в	6	2
188	того чтобы	19	2
189	что не	2	2
190	в чем	3	2
191	и по	3	2
192	что для	2	2
193	можно было	2	2
194	нас в	2	2
195	в своих	2	2
196	мысли и	11	2
197	и при	2	2
198	и во	4	2
199	к его	2	2
200	того и	2	2
201	последнее время	3	2
202	что если	2	2
203	что эти	3	2
204	к этой	2	2
205	ничего не	2	2
206	мы не	7	2
