N	2gram	Losev_Prob_3	Istorich
1	и т	13	27
2	и в	44	26
3	т д	13	24
4	так же	5	18
5	то что	23	16
6	не только	14	15
7	что в	8	14
8	может быть	28	14
9	же как	3	13
10	но и	10	12
11	что он	9	10
12	так и	10	10
13	таким образом	9	10
14	и его	5	10
15	при помощи	8	10
16	что и	9	9
17	все же	6	9
18	и не	35	9
19	его в	3	9
20	так как	9	9
21	то же	13	8
22	а в	5	8
23	в этих	2	7
24	об этом	3	7
25	как и	10	7
26	в качестве	3	7
27	героя в	2	7
28	нас к	2	7
29	он не	8	7
30	как в	5	7
31	в этом	17	7
32	что здесь	5	7
33	мы имеем	2	7
34	что они	5	6
35	еще не	5	6
36	мы видели	2	6
37	когда он	2	6
38	вместе с	2	6
39	не может	7	6
40	а не	18	6
41	и то	14	6
42	потому что	25	6
43	мы можем	6	6
44	могут быть	2	6
45	и как	3	5
46	это не	9	5
47	точно так	3	5
48	это и	7	5
49	но все	3	5
50	но не	3	5
51	и только	6	5
52	ничего не	3	5
53	в его	9	5
54	и у	2	5
55	мы уже	4	5
56	до сих	2	5
57	то это	10	5
58	сих пор	2	5
59	как мы	8	5
60	и что	7	5
61	из которых	2	5
62	уже не	7	5
63	и по	2	5
64	не в	13	5
65	и с	9	5
66	тем что	4	5
67	и здесь	5	5
68	в другом	2	5
69	мы должны	7	5
70	но в	12	5
71	с собой	3	5
72	с другой	7	4
73	вовсе не	37	4
74	в тех	3	4
75	указывает на	7	4
76	в своей	5	4
77	он в	2	4
78	другой стороны	5	4
79	здесь не	8	4
80	не просто	23	4
81	но эта	3	4
82	и даже	14	4
83	дает нам	2	4
84	в которых	3	4
85	о том	6	4
86	только что	2	3
87	перед нами	8	3
88	и более	2	3
89	сравнению с	2	3
90	что у	3	3
91	по сравнению	2	3
92	многих других	2	3
93	на котором	2	3
94	же в	3	3
95	этом случае	5	3
96	для нас	16	3
97	в том	21	3
98	по существу	2	3
99	том что	12	3
100	но это	8	3
101	и при	2	3
102	при этом	4	3
103	не что	4	3
104	она не	3	3
105	и другие	3	3
106	и если	6	3
107	как бы	9	3
108	все эти	7	3
109	а также	4	3
110	на то	3	3
111	данном случае	7	3
112	а именно	8	3
113	только тогда	2	3
114	как это	2	3
115	всякого рода	4	3
116	не имеет	9	3
117	есть только	4	3
118	как нечто	9	3
119	или в	4	3
120	в данном	9	3
121	то чего	2	3
122	что иное	4	3
123	связи с	8	3
124	что мы	8	3
125	только в	19	3
126	переходит в	2	3
127	иное как	4	3
128	о чем	2	3
129	мы читаем	2	2
130	содержит в	3	2
131	уже в	3	2
132	с тем	5	2
133	в мифе	3	2
134	не менее	10	2
135	и есть	5	2
136	это уже	3	2
137	никогда не	6	2
138	однако в	2	2
139	бы мы	2	2
140	это же	3	2
141	в своем	5	2
142	формы и	3	2
143	и во	2	2
144	с этим	2	2
145	и все	3	2
146	а как	2	2
147	в некотором	2	2
148	по себе	25	2
149	таких случаях	2	2
150	и тем	9	2
151	тем не	10	2
152	его как	3	2
153	ни в	8	2
154	так что	12	2
155	такого же	2	2
156	есть в	3	2
157	от него	2	2
158	есть и	2	2
159	и там	2	2
160	было бы	8	2
161	том как	2	2
162	если бы	3	2
163	такого рода	6	2
164	между прочим	2	2
165	у нас	10	2
166	в частности	2	2
167	хотя и	5	2
168	хотя бы	3	2
169	в нем	9	2
170	не есть	35	2
171	с той	5	2
172	себя в	2	2
173	в целом	6	2
174	другими словами	6	2
175	из них	2	2
176	дело не	2	2
177	от того	2	2
178	все это	5	2
179	что это	3	2
180	в связи	7	2
181	пока только	2	2
182	происходит в	2	2
183	и за	2	2
184	этот вопрос	3	2
185	видели выше	2	2
186	имеется в	4	2
187	того что	8	2
188	только с	4	2
189	на этот	4	2
190	в таких	3	2
191	тут же	4	2
192	с этой	3	2
193	сказать что	16	2
194	в виде	6	2
195	даже и	16	2
196	в себе	8	2
197	же самое	9	2
198	в этой	3	2
199	этого слова	5	2
200	могло бы	3	2
