N	2gram	Tiupa_Hudo_1	Analitik
1	не только	16	22
2	тогда как	13	20
3	и в	19	18
4	как и	2	14
5	так и	11	14
6	в этом	11	14
7	но и	10	13
8	и его	12	13
9	в частности	13	12
10	том что	8	12
11	в качестве	24	12
12	и не	15	12
13	при этом	13	11
14	коммуникативного события	2	11
15	а в	12	10
16	как бы	9	10
17	то есть	18	10
18	может быть	14	9
19	со стороны	2	9
20	в тексте	9	9
21	что в	6	9
22	а не	9	9
23	в том	18	9
24	с его	6	8
25	со своей	3	8
26	своего рода	5	8
27	не случайно	3	8
28	в миропорядке	8	8
29	всего лишь	4	8
30	с другой	7	7
31	но не	11	7
32	в его	9	7
33	в русской	3	7
34	отношению к	9	7
35	как раз	3	7
36	по отношению	9	7
37	художественное целое	2	6
38	к тому	4	6
39	не в	7	6
40	для него	4	6
41	еще не	3	6
42	в этой	2	6
43	он не	4	6
44	в их	5	6
45	художественного целого	3	6
46	текста в	3	6
47	о том	2	6
48	никогда не	2	5
49	однако в	4	5
50	не является	4	5
51	прежде всего	4	5
52	в свою	3	5
53	или иной	7	5
54	того же	2	5
55	такого рода	10	5
56	в самом	5	5
57	как правило	2	5
58	что и	2	5
59	в мире	21	5
60	и т.п	4	5
61	другой стороны	5	5
62	лишь в	4	5
63	уже не	4	5
64	в слове	3	5
65	между тем	4	5
66	мы имеем	6	5
67	я в	11	5
68	представляет собой	10	5
69	не менее	3	4
70	о чем	2	4
71	отнюдь не	2	4
72	в своем	2	4
73	произведение искусства	8	4
74	в одном	2	4
75	художественной целостности	3	4
76	состоит в	16	4
77	в итоге	2	4
78	по себе	2	4
79	этого текста	2	4
80	что он	3	4
81	можно сказать	5	4
82	и к	3	4
83	и как	3	4
84	себя в	7	4
85	свою очередь	2	4
86	во втором	4	4
87	имеем дело	2	4
88	в пределах	3	4
89	картина мира	5	4
90	принадлежит к	3	4
91	картины мира	3	4
92	русской литературе	2	4
93	в притче	2	4
94	приводит к	5	4
95	коммуникативной стратегии	2	4
96	таким образом	3	4
97	тем самым	4	4
98	по пути	4	4
99	и на	2	4
100	в данном	4	4
101	далеко не	2	4
102	героя и	5	4
103	в рамках	8	3
104	ролевой границей	3	3
105	не столько	3	3
106	полку игореве	2	3
