N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	41
2	в этом	13	15
3	и все	7	14
4	как и	11	14
5	в этой	5	13
6	то же	6	13
7	мы уже	3	12
8	в его	11	12
9	прежде всего	3	11
10	в том	15	11
11	как мы	2	11
12	в себе	9	11
13	так и	8	10
14	все это	3	10
15	в то	6	10
16	в качестве	4	9
17	и его	5	9
18	не в	13	9
19	же время	4	9
20	но и	9	9
21	в своем	5	9
22	что в	5	9
23	и от	2	8
24	то что	6	8
25	но в	2	8
26	в них	3	7
27	вовсе не	2	7
28	как бы	5	7
29	в нем	3	7
30	и не	18	7
31	у него	5	6
32	все они	3	6
33	это не	6	6
34	для него	5	6
35	только в	4	6
36	о том	12	6
37	не только	11	5
38	и к	2	5
39	на этом	2	5
40	в ней	3	5
41	вместе с	2	5
42	что и	4	5
43	как в	5	5
44	того как	2	5
45	и у	2	5
46	а в	6	5
47	к нему	3	5
48	и для	2	5
49	так же	3	5
50	точки зрения	2	5
51	и это	3	5
52	потому что	2	5
53	место в	2	4
54	что это	5	4
55	том что	19	4
56	одна из	2	4
57	все что	3	4
58	было бы	3	4
59	может быть	8	4
60	он не	4	4
61	рядом с	5	4
62	в последней	2	4
63	и на	3	4
64	та же	2	4
65	и с	6	4
66	ничего не	5	4
67	я не	7	3
68	сам он	2	3
69	и другие	5	3
70	что у	3	3
71	в одном	3	3
72	в мире	7	3
73	это была	3	3
74	в своей	6	3
75	есть и	3	3
76	при этом	11	3
77	но именно	2	3
78	в это	3	3
79	из них	2	3
80	несмотря на	3	3
81	и эта	2	3
82	о нем	2	3
83	что он	8	3
84	с ее	5	3
85	жизни и	6	3
86	не может	4	3
87	не было	6	3
88	тем самым	2	3
89	с точки	2	3
90	той же	2	3
91	можно было	3	3
92	с ними	3	3
93	тем что	6	3
94	как о	3	3
95	его в	2	3
96	все его	3	3
97	он знает	2	2
98	перед нами	11	2
99	что все	3	2
100	в человеке	3	2
101	с его	5	2
102	все время	3	2
103	именно в	2	2
104	никогда не	5	2
105	в этих	3	2
106	характерно что	3	2
107	человека в	4	2
108	и ее	3	2
109	к тому	7	2
110	отношению к	7	2
111	они и	2	2
112	на другой	2	2
113	отношение к	2	2
114	еще не	3	2
115	своего рода	16	2
116	одной из	3	2
117	а также	2	2
118	все те	2	2
119	дело не	2	2
120	оно не	2	2
121	в состоянии	3	2
122	во второй	2	2
123	по отношению	7	2
124	и сама	4	2
125	только на	5	2
126	а не	14	2
127	уже не	10	2
128	роль в	2	2
129	или в	3	2
130	в данном	2	2
131	и то	2	2
132	и т.д	2	2
133	как он	3	2
134	с ним	7	2
135	это было	2	2
136	том как	2	2
