N	2gram	Losev_Vlad_1	Myshleni
1	в том	11	33
2	том что	14	27
3	точки зрения	2	26
4	то что	18	20
5	в этом	14	19
6	того что	2	17
7	и в	31	15
8	не только	24	15
9	что в	14	14
10	таким образом	3	14
11	и речи	3	13
12	что он	12	12
13	того чтобы	2	12
14	в самом	2	11
15	в целом	3	10
16	но и	19	10
17	было бы	2	10
18	для того	2	10
19	в своем	4	9
20	может быть	6	9
21	не может	6	9
22	что мы	2	9
23	о том	11	9
24	так и	6	8
25	никогда не	9	8
26	не в	5	8
27	и что	6	8
28	к тому	3	7
29	мы знаем	2	7
30	и не	17	7
31	потому что	11	7
32	тот же	3	7
33	он не	10	7
34	во всяком	2	7
35	едва ли	3	7
36	в частности	2	6
37	в отношении	3	6
38	как мы	9	6
39	в этой	4	6
40	мы уже	7	6
41	на то	5	6
42	в связи	3	6
43	с другой	3	6
44	сказать что	7	6
45	в истории	4	6
46	мы должны	2	6
47	как он	4	6
48	как это	7	6
49	но в	12	6
50	по этому	2	6
51	вовсе не	5	6
52	и к	6	6
53	как и	4	6
54	по своей	4	6
55	вместе с	3	6
56	на этот	6	6
57	всяком случае	2	6
58	уже в	7	5
59	что с	2	5
60	речи с	2	5
61	и даже	15	5
62	по существу	2	5
63	все что	2	5
64	то же	6	5
65	говорит что	4	5
66	из этих	2	4
67	что все	2	4
68	для нас	4	4
69	по поводу	12	4
70	несмотря на	4	4
71	том чтобы	2	4
72	все это	5	4
73	в них	2	4
74	а в	9	4
75	и с	14	4
76	с и	2	4
77	в начале	3	4
78	так как	8	4
79	с его	11	4
80	к этому	6	4
81	все же	3	4
82	в качестве	6	4
83	в своей	4	4
84	даже в	2	4
85	как в	3	4
86	что его	4	4
87	как раз	7	4
88	а с	5	4
89	хотя бы	2	4
90	и его	7	4
91	значение для	2	4
92	с в	3	4
93	только в	9	4
94	в которой	4	4
95	он сам	2	3
96	мы будем	2	3
97	но на	3	3
98	что у	4	3
99	во время	3	3
100	об этом	7	3
101	что они	3	3
102	философии и	11	3
103	и сам	6	3
104	для него	7	3
105	при этом	2	3
106	в общем	3	3
107	но мы	2	3
108	из них	2	3
109	и до	2	3
110	со стороны	2	3
111	что для	4	3
112	все эти	3	3
113	лишь в	2	3
114	и по	8	3
115	в результате	2	3
116	к этой	2	3
117	с ним	5	3
118	и все	4	3
119	и особенно	4	3
120	которых он	2	3
121	тем более	2	3
122	но не	3	3
123	того же	6	3
124	одной из	2	3
125	он говорит	2	3
126	для себя	2	3
127	когда он	5	3
128	что она	2	3
129	только что	2	3
130	тем самым	2	3
131	он в	3	3
132	и это	2	3
133	ничего не	3	3
134	можно считать	2	2
135	на все	2	2
136	можно сказать	6	2
137	что на	2	2
138	и можно	2	2
139	ни в	2	2
140	и как	4	2
141	своей жизни	2	2
142	но что	3	2
143	и мы	2	2
144	в котором	6	2
145	он как	3	2
146	и других	2	2
147	на одной	3	2
148	то он	6	2
149	к себе	2	2
150	также и	10	2
151	во всем	4	2
152	а также	5	2
153	больше чем	2	2
154	и теперь	4	2
155	нисколько не	2	2
156	уже и	2	2
157	у него	15	2
158	отнюдь не	3	2
159	всей его	2	2
160	этом смысле	4	2
161	к его	3	2
162	увидим ниже	3	2
163	указывает на	2	2
164	мы увидим	3	2
165	и из	3	2
166	мы хотели	3	2
167	за пределы	3	2
168	к ней	4	2
169	в его	12	2
170	сам с	2	2
171	нет и	2	2
172	что и	5	2
173	или менее	3	2
174	что же	5	2
175	и для	2	2
176	в течение	9	2
177	которой мы	2	2
178	той же	2	2
179	существу дела	2	2
180	тем что	2	2
181	в себе	4	2
182	и вообще	4	2
183	его к	2	2
184	более или	3	2
