N	2gram	Bakhtin_Fr_7	Istorich
1	что он	3	24
2	не только	5	18
3	может быть	4	17
4	никогда не	2	15
5	и в	41	15
6	мы имеем	2	15
7	но и	9	14
8	так как	3	14
9	так же	5	13
10	что в	9	12
11	а в	5	12
12	то что	8	12
13	в этих	2	11
14	и не	7	11
15	в этом	15	11
16	его в	3	10
17	то же	13	10
18	еще не	2	9
19	и здесь	4	9
20	потому что	5	9
21	он не	4	8
22	мы видим	6	8
23	том что	4	7
24	в нем	7	7
25	вместе с	5	7
26	таким образом	19	7
27	не в	9	7
28	ничего не	4	7
29	мы уже	12	6
30	что это	4	6
31	в его	12	6
32	как бы	7	6
33	что и	5	6
34	мы здесь	2	6
35	в том	11	6
36	только в	6	6
37	но в	8	6
38	и есть	3	5
39	связан с	2	5
40	с этим	2	5
41	прежде всего	11	5
42	в одном	3	5
43	к тому	2	5
44	но все	4	5
45	как в	5	5
46	было бы	4	5
47	так и	10	5
48	не может	3	5
49	в связи	2	5
50	а не	2	5
51	и наконец	4	5
52	к нему	5	5
53	можно было	3	5
54	имеем в	2	5
55	и другие	3	4
56	и др	2	4
57	очень часто	3	4
58	у него	6	4
59	но это	3	4
60	в этой	13	4
61	в одной	2	4
62	при этом	3	4
63	одной из	2	4
64	но он	4	4
65	в область	3	4
66	в ней	5	4
67	о нем	3	4
68	другими словами	2	4
69	дело не	2	4
70	уже видели	2	4
71	со всех	2	4
72	того как	5	4
73	и с	4	4
74	тем что	3	4
75	и на	4	4
76	в себе	11	4
77	все эти	13	4
78	но по	2	3
79	в качестве	9	3
80	в состоянии	2	3
81	не мог	2	3
82	и его	9	3
83	он был	3	3
84	говорит что	2	3
85	в доме	2	3
86	не совсем	2	3
87	о том	6	3
88	отношению к	2	3
89	в их	3	3
90	все это	10	3
91	по отношению	2	3
92	после того	4	3
93	в себя	2	3
94	того что	2	3
95	роль в	2	3
96	мы не	2	3
97	как он	2	3
98	и это	5	3
99	превращения в	2	2
100	уже в	5	2
101	во время	3	2
102	я не	3	2
103	не было	3	2
104	на другой	2	2
105	но есть	3	2
106	перед нами	2	2
107	это не	6	2
108	и так	2	2
109	на самом	2	2
110	не знает	3	2
111	человеческого тела	7	2
112	что у	3	2
113	ни в	6	2
114	в новой	7	2
115	именно в	2	2
116	по существу	8	2
117	как и	14	2
118	мы видели	5	2
119	в нее	3	2
120	такой же	3	2
121	оно и	2	2
122	одна из	4	2
123	есть и	3	2
124	кроме того	3	2
125	и может	2	2
126	мы в	2	2
127	например в	3	2
128	и для	5	2
129	в сущности	4	2
130	которые были	2	2
131	здесь на	2	2
132	так называемый	2	2
133	а также	2	2
134	здесь нет	2	2
135	с ее	3	2
136	на этой	4	2
137	из них	3	2
138	во всех	3	2
139	и их	3	2
140	оказывается что	3	2
141	в свете	3	2
142	дает ему	2	2
143	нигде не	2	2
144	той же	3	2
145	в разных	2	2
146	с самого	2	2
147	с образом	3	2
148	не просто	2	2
149	человека в	2	2
150	тем самым	3	2
151	и по	3	2
152	на которой	2	2
153	или в	2	2
154	с ними	3	2
155	и то	2	2
156	в которых	2	2
157	он дает	4	2
158	находится в	2	2
159	и ее	2	2
160	так сказать	3	2
161	в особенности	2	2
162	их в	2	2
163	в которой	2	2
164	в виду	4	2
