N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	27
2	точки зрения	7	25
3	и в	65	24
4	не только	10	23
5	не может	3	19
6	не просто	3	18
7	ничего не	3	17
8	в таком	2	14
9	то что	3	14
10	с точки	3	14
11	может быть	6	13
12	и даже	8	13
13	что он	3	13
14	вовсе не	18	13
15	того что	2	12
16	есть только	2	12
17	в сущности	16	10
18	но и	10	9
19	нет ничего	3	9
20	прежде всего	11	8
21	что мы	2	8
22	том что	6	8
23	в этом	15	8
24	что в	3	7
25	никогда не	6	7
26	в самом	4	7
27	в особенности	2	7
28	потому что	5	7
29	даже и	3	7
30	в виду	3	7
31	как и	5	7
32	только на	2	7
33	как раз	3	7
34	кроме того	2	6
35	все это	9	6
36	и с	3	6
37	о том	2	6
38	так как	6	6
39	превращается в	5	6
40	и все	5	6
41	от всего	2	6
42	самом деле	3	6
43	и пр	5	6
44	в том	16	5
45	но это	3	5
46	хотя и	2	5
47	жизни и	7	5
48	и его	10	5
49	одно из	6	5
50	в них	5	5
51	и к	4	5
52	он не	2	5
53	так и	10	5
54	уже не	3	5
55	что не	2	5
56	от всякого	2	5
57	только в	7	5
58	с другой	3	4
59	это не	3	4
60	не могут	3	4
61	или иной	5	4
62	к тому	2	4
63	можно только	4	4
64	сказать что	6	4
65	нет и	2	4
66	истории и	2	4
67	о нем	3	4
68	от того	2	4
69	в чем	2	4
70	мы и	3	4
71	и это	2	4
72	тело и	5	4
73	для него	5	4
74	все же	6	3
75	за пределы	8	3
76	и без	2	3
77	в своем	8	3
78	и от	2	3
79	не в	4	3
80	есть в	5	3
81	одной стороны	2	3
82	в основе	8	3
83	в нем	13	3
84	это было	2	3
85	из них	4	3
86	с одной	2	3
87	все эти	10	3
88	друг друга	3	3
89	и на	11	3
90	мир в	3	3
91	он и	3	3
92	мы уже	12	3
93	во всем	2	3
94	мир и	3	3
95	ни на	2	3
96	и ни	3	3
97	ни к	2	3
98	мира и	4	3
99	как бы	22	3
100	и прежде	3	3
101	раз и	2	3
102	к нему	3	3
103	не знает	6	3
104	и этим	2	3
105	но на	3	2
106	в частности	5	2
107	из этих	2	2
108	для нас	4	2
109	еще не	6	2
110	при этом	6	2
111	несмотря на	2	2
112	например в	2	2
113	но для	3	2
114	той или	5	2
115	на что	2	2
116	не вполне	2	2
117	совершенно не	4	2
118	и тела	3	2
119	она была	3	2
120	же он	2	2
121	еще и	5	2
122	и вот	2	2
123	и по	2	2
124	быть только	2	2
125	в своих	5	2
126	их в	2	2
127	в ней	6	2
128	он дает	3	2
129	и здесь	3	2
130	бы быть	2	2
131	и потому	10	2
132	в чисто	2	2
133	но в	14	2
134	с его	5	2
135	перестает быть	3	2
136	на котором	3	2
137	нового времени	13	2
138	и во	3	2
139	в их	4	2
140	в условиях	13	2
141	тело или	2	2
142	явления как	2	2
143	же в	2	2
144	начало и	2	2
145	но как	3	2
146	но не	2	2
147	и чисто	2	2
148	от своего	2	2
149	на них	2	2
150	разного рода	3	2
151	или к	2	2
152	как мы	6	2
153	и у	6	2
154	и он	2	2
155	и для	2	2
156	или в	2	2
157	могут быть	2	2
158	в себе	3	2
159	и вообще	3	2
160	его на	2	2
161	в его	9	2
