N	2gram	Ircho_Kome_1	Problemy
1	и в	22	43
2	и не	8	29
3	т е	13	26
4	может быть	9	23
5	не может	2	18
6	но и	11	14
7	как и	9	14
8	и т	9	13
9	точки зрения	4	13
10	в этом	3	13
11	что он	6	13
12	в нем	4	12
13	в одном	8	12
14	не в	6	11
15	не только	10	11
16	прежде всего	5	10
17	и на	3	10
18	но в	4	10
19	в его	5	10
20	как мы	4	10
21	еще не	2	9
22	в сущности	2	9
23	он не	3	9
24	т п	5	9
25	то же	6	8
26	и его	8	8
27	или в	2	8
28	до сих	2	7
29	и сам	3	7
30	в самом	2	7
31	в то	10	7
32	то что	2	7
33	сих пор	2	7
34	в другом	4	7
35	в том	11	6
36	при этом	5	6
37	в котором	4	6
38	и все	3	6
39	у него	3	6
40	на то	3	5
41	да и	3	5
42	же время	4	5
43	хотя и	3	5
44	к нему	2	5
45	все это	5	5
46	по отношению	3	5
47	таким образом	8	5
48	а в	6	5
49	и с	3	5
50	вовсе не	2	5
51	о том	8	5
52	но не	2	5
53	было бы	2	5
54	отношению к	3	5
55	в себе	2	5
56	что в	6	4
57	с другой	5	4
58	к тому	6	4
59	до конца	2	4
60	но это	2	4
61	т д	4	4
62	в результате	4	4
63	но он	2	4
64	во время	5	4
65	так как	4	4
66	в них	3	4
67	точек зрения	2	4
68	мы не	3	4
69	как раз	3	4
70	только в	3	4
71	отличие от	2	4
72	не менее	3	3
73	в отношении	6	3
74	он был	2	3
75	тому же	6	3
76	такой же	2	3
77	в их	4	3
78	и даже	5	3
79	и здесь	2	3
80	его в	3	3
81	между тем	5	3
82	того же	2	3
83	здесь в	3	3
84	тот же	3	3
85	за пределы	2	3
86	даже в	3	3
87	что и	4	3
88	все же	3	3
89	на него	4	3
90	так и	5	3
91	или менее	2	3
92	в себя	2	3
93	другой стороны	5	3
94	ничего не	3	3
95	тем что	4	3
96	в виде	3	3
97	могут быть	3	3
98	и ее	3	3
99	уже в	5	2
100	что у	2	2
101	в конце	6	2
102	в образе	3	2
103	вопрос о	3	2
104	от них	2	2
105	тем не	2	2
106	ни в	6	2
107	слова о	2	2
108	и как	3	2
109	из его	4	2
110	времени и	2	2
111	ту же	2	2
112	время как	4	2
113	в целом	3	2
114	отношение к	3	2
115	в форме	2	2
116	и без	2	2
117	то и	2	2
118	для этого	2	2
119	здесь мы	3	2
120	так же	3	2
121	всего этого	2	2
122	каждый из	3	2
123	в своих	2	2
124	а то	2	2
125	его творчества	3	2
126	известно что	4	2
127	и еще	3	2
128	из них	10	2
129	почти не	2	2
130	во всяком	2	2
131	ни было	2	2
132	в первой	2	2
133	у нас	3	2
134	одна из	2	2
135	по своему	3	2
136	то время	5	2
137	указывает на	2	2
138	на себя	2	2
139	и о	3	2
140	которую он	2	2
141	конце концов	4	2
142	для себя	2	2
143	и особенно	4	2
144	ее в	2	2
145	как в	5	2
146	том что	12	2
147	почти всегда	2	2
148	мы можем	4	2
149	того как	3	2
