N	2gram	Voloshinov_1	Narrotol
1	не только	4	32
2	может быть	14	25
3	но и	3	23
4	и не	10	20
5	и в	12	19
6	в том	6	18
7	в этом	4	17
8	том что	5	14
9	не в	4	14
10	а не	5	12
11	то что	5	11
12	не может	16	10
13	точки зрения	14	10
14	при этом	6	9
15	так и	4	9
16	в его	2	9
17	с другой	4	8
18	в себе	3	8
19	как и	5	7
20	еще не	3	7
21	все же	4	7
22	как в	5	7
23	по отношению	11	7
24	с одной	2	7
25	одной стороны	2	7
26	с его	2	6
27	отношению к	11	6
28	но не	2	6
29	точка зрения	3	6
30	в себя	2	6
31	как это	2	6
32	о том	3	6
33	но в	5	6
34	отнюдь не	5	5
35	нуждается в	3	5
36	по себе	3	5
37	можно сказать	5	5
38	тому же	2	5
39	в форме	2	5
40	уже не	4	5
41	к нему	4	5
42	и его	13	5
43	в данном	2	5
44	точку зрения	2	4
45	прежде всего	8	4
46	в нем	6	4
47	что не	4	4
48	то же	5	4
49	да и	3	4
50	но все	2	4
51	имеет место	2	4
52	как бы	13	4
53	хотя бы	5	4
54	данном случае	2	4
55	другой стороны	2	4
56	в особенности	2	4
57	те же	2	4
58	сказать что	7	4
59	только в	6	4
60	героя и	5	4
61	здесь не	3	4
62	и с	3	4
63	не менее	3	3
64	ни было	4	3
65	что в	2	3
66	могут быть	2	3
67	никогда не	5	3
68	уже в	2	3
69	тем не	3	3
70	ни в	3	3
71	к содержанию	6	3
72	в ней	6	3
73	он не	2	3
74	не есть	2	3
75	бы то	3	3
76	жизни и	4	3
77	когда он	3	3
78	на него	2	3
79	то ни	3	3
80	высказывания и	2	3
81	и на	4	3
82	между тем	3	3
83	в то	2	3
84	дело с	2	2
85	бы не	2	2
86	зависит от	2	2
87	независимо от	2	2
88	должна быть	5	2
89	себя и	2	2
90	между собой	2	2
91	в своем	2	2
92	в какой	2	2
93	оно не	2	2
94	от всех	2	2
95	в литературе	4	2
96	точек зрения	3	2
97	его как	2	2
98	между ними	2	2
99	для него	3	2
100	в пределах	3	2
101	она не	2	2
102	и потому	2	2
103	и др	5	2
104	жизнью и	2	2
105	отношение к	4	2
106	так же	3	2
107	как к	3	2
108	все эти	3	2
109	этой точки	3	2
110	самом деле	3	2
111	что мы	5	2
112	и для	3	2
113	с точки	2	2
114	это не	2	2
115	и ее	3	2
116	форма высказывания	2	2
117	и все	2	2
118	его в	4	2
119	ничего не	2	2
120	мы имеем	2	2
