N	2gram	Tiupa_Narr_2	Myslijsy
1	потому что	2	52
2	то есть	9	42
3	и в	13	39
4	может быть	10	27
5	в том	14	26
6	только в	11	25
7	что в	4	22
8	не может	8	22
9	а не	17	21
10	не только	26	21
11	в нем	5	20
12	но и	15	20
13	и не	14	18
14	том что	13	16
15	не в	8	15
16	в этом	13	15
17	если бы	4	14
18	отношению к	5	13
19	так и	9	13
20	по отношению	5	13
21	в себе	8	13
22	таким образом	5	13
23	было бы	2	12
24	в душе	2	11
25	точно так	2	11
26	мы не	2	10
27	то что	8	10
28	как в	5	10
29	и что	2	10
30	для нас	2	9
31	как и	4	9
32	но в	6	9
33	но не	3	8
34	со стороны	6	8
35	того что	6	8
36	в слове	3	8
37	точки зрения	5	8
38	с другой	5	7
39	в ней	2	7
40	по его	2	7
41	это не	3	7
42	то и	3	7
43	не менее	4	6
44	тем не	5	6
45	еще не	2	6
46	как бы	6	6
47	что и	2	6
48	все же	6	6
49	и т	2	6
50	то же	4	6
51	при этом	14	6
52	и по	3	6
53	зависит от	2	5
54	вовсе не	2	5
55	несмотря на	2	5
56	но это	2	5
57	в его	6	5
58	так же	2	5
59	а в	9	5
60	и для	3	5
61	не имеет	2	5
62	и его	3	5
63	в таком	3	5
64	не следует	3	5
65	между тем	3	5
66	никогда не	6	4
67	однако в	2	4
68	тем самым	5	4
69	с нею	2	4
70	прежде всего	6	4
71	в свою	2	4
72	же время	3	4
73	для него	4	4
74	к тому	9	4
75	в своих	2	4
76	т п	2	4
77	и даже	3	4
78	тому как	2	4
79	из этих	2	4
80	в то	5	4
81	бы в	2	4
82	с другим	2	3
83	что это	4	3
84	тому что	3	3
85	столь же	2	3
86	оно не	2	3
87	не могло	2	3
88	в жизни	6	3
89	представить себе	3	3
90	о котором	3	3
91	в этой	4	3
92	в своем	6	3
93	одной стороны	5	3
94	по поводу	2	3
95	только на	2	3
96	в своей	4	3
97	для себя	3	3
98	и тем	5	3
99	в мире	4	3
100	в самом	2	3
101	на него	5	3
102	с одной	5	3
103	но при	4	3
104	как на	2	3
105	той же	2	3
106	или даже	3	3
107	с ним	4	3
108	должна быть	2	3
109	в глазах	4	3
110	сказать что	3	3
111	хотя и	5	3
112	одно из	2	3
113	он не	5	3
114	подобно тому	2	3
115	в сознании	2	3
116	с точки	2	3
117	могло бы	2	3
118	и все	4	3
119	к которому	2	3
120	том как	2	3
121	и более	2	2
122	только не	2	2
123	но он	2	2
124	с этой	3	2
125	на то	2	2
126	только по	2	2
127	а как	3	2
128	же в	4	2
129	жизни и	4	2
130	уже не	4	2
131	у нас	2	2
132	если не	2	2
133	не будет	2	2
134	все что	4	2
135	того чтобы	3	2
136	мысль о	2	2
137	могли бы	2	2
138	имеет место	2	2
139	никак не	3	2
140	к ней	3	2
141	не все	2	2
142	в целом	3	2
143	только что	2	2
144	тем более	2	2
145	тогда как	15	2
146	времени и	4	2
147	и того	3	2
148	в течение	2	2
149	хотя бы	2	2
150	в начале	2	2
151	видно что	2	2
152	все то	2	2
153	о том	5	2
154	так сказать	3	2
155	в других	2	2
156	стало быть	2	2
