N	2gram	Tiupa_Disk_1	Psycholo
1	то что	5	44
2	и в	16	33
3	в этом	15	28
4	как бы	5	25
5	и что	2	25
6	потому что	4	24
7	может быть	17	22
8	том что	19	22
9	что в	4	21
10	в том	23	21
11	о том	8	20
12	что он	4	20
13	таким образом	3	13
14	и не	11	13
15	сказать что	3	13
16	то есть	20	13
17	к тому	5	12
18	в самом	3	12
19	и все	2	12
20	не может	9	10
21	в его	7	10
22	в этой	2	9
23	по себе	3	9
24	то же	7	9
25	в рассказе	2	8
26	в своем	6	7
27	в нем	9	7
28	не только	28	7
29	когда он	2	7
30	перед нами	3	6
31	это не	3	6
32	точки зрения	3	6
33	же самое	2	6
34	в сущности	2	6
35	а не	22	6
36	в себе	7	6
37	никогда не	2	5
38	в какой	2	5
39	и как	6	5
40	в целом	4	5
41	целый ряд	2	5
42	и на	5	5
43	с этим	3	5
44	как и	16	5
45	и его	2	5
46	все же	3	5
47	заключается в	3	5
48	и есть	2	4
49	в частности	9	4
50	это в	2	4
51	так например	2	4
52	том чтобы	2	4
53	из них	3	4
54	а в	5	4
55	того что	3	4
56	к этому	2	4
57	об этом	2	4
58	и о	4	4
59	о нем	2	4
60	себя в	2	4
61	в своей	5	4
62	как мы	2	4
63	что не	4	4
64	исходя из	2	4
65	могла бы	2	4
66	только в	7	4
67	это было	2	4
68	с одной	9	3
69	в сторону	4	3
70	тому же	5	3
71	на этом	2	3
72	в пределах	2	3
73	одной стороны	9	3
74	например в	2	3
75	на сцене	2	3
76	с ее	2	3
77	но и	14	3
78	не было	7	3
79	в своих	3	3
80	в которых	4	3
81	в то	3	3
82	события в	2	3
83	в основе	7	3
84	в одном	2	3
85	но не	11	3
86	указывает на	2	3
87	здесь в	2	3
88	бы это	2	3
89	сами по	2	3
90	что и	3	3
91	так и	8	3
92	как в	10	3
93	дело с	2	3
94	и он	2	3
95	во всяком	2	3
96	тем что	3	3
97	далеко не	10	3
98	уже в	2	2
99	столь же	3	2
100	с другой	10	2
101	в одной	3	2
102	прежде всего	11	2
103	события а	2	2
104	для понимания	2	2
105	в тех	2	2
106	к такому	2	2
107	времени и	3	2
108	же время	4	2
109	при этом	13	2
110	в действительности	3	2
111	в виду	2	2
112	в котором	5	2
113	не является	4	2
114	точка зрения	2	2
115	один из	3	2
116	мысли о	2	2
117	в их	5	2
118	другой стороны	3	2
119	именно в	3	2
120	также и	3	2
121	не в	7	2
122	и потому	3	2
123	мы имеем	2	2
124	но в	8	2
125	с его	4	2
126	по словам	2	2
127	в них	4	2
128	что касается	2	2
129	и к	4	2
130	в ее	3	2
131	представляет собой	17	2
132	можно сказать	5	2
133	во всех	5	2
134	иначе говоря	2	2
135	со стороны	7	2
136	внимание на	4	2
137	а с	5	2
138	сводится к	5	2
139	хотя бы	3	2
140	тому как	3	2
141	и ее	2	2
142	связи с	4	2
143	на ее	2	2
144	героя и	2	2
145	едва ли	2	2
