N	3gram	Vygotskiy__1	Problema
1	в том что	15	9
2	в данном случае	2	7
3	то же самое	3	7
4	во всяком случае	3	6
5	сам по себе	3	6
6	с другой стороны	9	5
7	не может быть	5	5
8	в то время	5	4
9	в то же	2	4
10	и то же	2	4
11	то время как	4	4
12	то что у	2	3
13	одно и то	2	3
14	мы могли бы	5	3
15	можно было бы	3	3
16	о том что	6	3
17	в первую очередь	3	3
18	заключается в том	6	3
19	и тем самым	3	2
20	по сравнению с	5	2
21	на первый план	2	2
22	с точки зрения	18	2
23	же как и	4	2
24	можно сказать что	4	2
25	друг от друга	3	2
26	и в частности	2	2
27	до сих пор	4	2
