N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	12	52
2	и в	34	39
3	может быть	19	27
4	в том	3	26
5	только в	6	25
6	что в	7	22
7	не может	19	22
8	а не	9	21
9	так как	4	21
10	не только	10	21
11	в нем	19	20
12	но и	12	20
13	и не	29	18
14	том что	3	16
15	так что	5	16
16	не в	9	15
17	в этом	16	15
18	если бы	4	14
19	отношению к	6	13
20	так и	6	13
21	по отношению	5	13
22	в себе	6	13
23	таким образом	5	13
24	было бы	2	12
25	в душе	2	11
26	есть только	3	11
27	в человеке	2	10
28	по себе	3	10
29	что не	7	10
30	то что	11	10
31	как в	4	10
32	и что	5	10
33	как и	18	9
34	тем что	4	9
35	но в	16	9
36	в одном	5	8
37	но не	4	8
38	вместе с	4	8
39	того что	5	8
40	в слове	5	8
41	точки зрения	8	8
42	с другой	4	7
43	должно быть	3	7
44	в ней	3	7
45	с этим	2	7
46	это не	5	7
47	не менее	3	6
48	тем не	2	6
49	и как	3	6
50	еще не	4	6
51	как бы	27	6
52	что и	5	6
53	все же	7	6
54	и т	8	6
55	бы не	2	6
56	то же	14	6
57	при этом	4	6
58	с тем	5	5
59	вовсе не	11	5
60	но это	4	5
61	то в	2	5
62	и потому	2	5
63	в его	22	5
64	другой стороны	3	5
65	во всех	2	5
66	так же	8	5
67	а в	5	5
68	и для	8	5
69	мысль что	2	5
70	друг друга	2	5
71	и его	16	5
72	между тем	3	5
73	никогда не	8	4
74	однако в	2	4
75	вопрос о	2	4
76	этом смысле	4	4
77	прежде всего	15	4
78	мы видели	3	4
79	самого себя	2	4
80	от него	6	4
81	же время	12	4
82	для него	13	4
83	к тому	5	4
84	увидим что	2	4
85	в каждом	3	4
86	мысли о	2	4
87	т п	6	4
88	т д	2	4
89	не было	2	4
90	и даже	7	4
91	а так	2	4
92	тому как	2	4
93	говорит он	3	4
94	во всем	3	4
95	в то	12	4
96	слова и	10	4
97	там где	7	4
98	бы в	3	4
99	сама по	2	3
100	с другим	11	3
101	что это	5	3
102	тому что	2	3
103	в них	2	3
104	столь же	2	3
105	и во	3	3
106	и от	5	3
107	и это	4	3
108	в жизни	2	3
109	что все	4	3
110	со словом	3	3
111	друг другу	4	3
112	самого начала	8	3
113	слова мы	2	3
114	как она	2	3
115	с самого	8	3
116	в своем	2	3
117	того же	2	3
118	мы увидим	2	3
119	в другой	2	3
120	только на	4	3
121	в своей	3	3
122	что сам	2	3
123	для себя	6	3
124	в мире	4	3
125	в самом	8	3
126	были бы	2	3
127	на него	7	3
128	и без	2	3
129	то ни	4	3
130	не мог	5	3
131	как на	2	3
132	той же	2	3
133	с ним	8	3
134	и то	3	3
135	сказать что	2	3
136	во всяком	5	3
137	хотя и	3	3
138	он не	15	3
139	подобно тому	2	3
140	и вообще	2	3
141	с точки	4	3
142	мы должны	5	3
143	и все	19	3
144	а между	3	3
145	к которому	2	3
146	и с	15	3
147	но как	4	3
148	слова в	7	2
149	под влиянием	3	2
150	нисколько не	2	2
151	но на	4	2
152	нуждается в	3	2
153	но он	3	2
154	он должен	2	2
155	с этой	2	2
156	по крайней	3	2
157	но с	2	2
158	бы то	4	2
159	уже с	2	2
160	а как	2	2
161	к одному	3	2
162	как мы	7	2
163	ни было	4	2
164	жизни и	3	2
165	уже не	2	2
166	переходим к	4	2
167	но все	5	2
168	за ним	2	2
169	если не	3	2
170	и слова	2	2
171	мог бы	2	2
172	если б	2	2
173	в сущности	11	2
174	за пределы	2	2
175	и если	2	2
176	словом и	3	2
177	к другим	2	2
178	к ней	2	2
179	в виду	3	2
180	оно должно	2	2
181	его с	4	2
182	крайней мере	3	2
183	с ее	3	2
184	в целом	5	2
185	слова не	2	2
186	что же	8	2
187	только что	3	2
188	для этого	3	2
189	и только	2	2
190	и того	2	2
191	что оно	2	2
192	еще более	2	2
193	чего бы	2	2
194	хотя бы	5	2
195	и должно	2	2
196	когда уже	2	2
197	даже и	4	2
198	он есть	2	2
199	если и	2	2
200	в начале	4	2
201	что даже	2	2
202	как будто	7	2
203	его к	3	2
204	о том	2	2
205	так сказать	2	2
206	то все	2	2
207	в которой	2	2
208	он старается	4	2
209	б и	3	2
210	бы они	2	2
