N	2gram	Voloshinov_1	Komedia
1	и в	38	22
2	том что	3	12
3	в том	2	11
4	но и	13	11
5	не только	27	10
6	из них	3	10
7	в то	9	10
8	как и	10	9
9	может быть	13	9
10	в одном	3	8
11	таким образом	7	8
12	должны были	2	8
13	и не	14	8
14	и его	7	8
15	о том	4	8
16	в этой	6	7
17	в отношении	2	6
18	в конце	6	6
19	что он	2	6
20	к тому	4	6
21	тому же	2	6
22	то же	14	6
23	не в	6	6
24	а в	5	6
25	в которой	7	6
26	уже в	5	5
27	прежде всего	21	5
28	при этом	9	5
29	в его	6	5
30	один из	4	5
31	на его	5	5
32	так и	6	5
33	как в	2	5
34	все это	4	5
35	и даже	3	5
36	потому что	5	5
37	между тем	3	5
38	к этому	2	4
39	ясно что	2	4
40	несмотря на	2	4
41	как мы	9	4
42	в качестве	4	4
43	же время	7	4
44	в котором	3	4
45	в нем	4	4
46	что и	3	4
47	на него	4	4
48	тем что	2	4
49	и вот	3	4
50	точки зрения	10	4
51	ли не	2	4
52	конце концов	3	4
53	так как	7	4
54	но в	5	4
55	мы можем	7	4
56	место в	2	3
57	главным образом	3	3
58	однако в	2	3
59	чаще всего	3	3
60	вопрос о	2	3
61	в тех	3	3
62	у нас	4	3
63	и как	9	3
64	по своему	3	3
65	тот же	2	3
66	и сам	2	3
67	во второй	3	3
68	одной из	2	3
69	в начале	3	3
70	в частности	3	3
71	да и	4	3
72	хотя и	3	3
73	он не	2	3
74	все же	7	3
75	в целом	4	3
76	отношение к	2	3
77	всего в	3	3
78	так же	4	3
79	этом отношении	2	3
80	здесь мы	3	3
81	не мог	3	3
82	мы не	9	3
83	каждый из	2	3
84	и на	6	3
85	в этом	10	3
86	и с	5	3
87	только в	6	3
88	и все	4	3
89	его в	4	3
90	как это	5	3
91	ничего не	8	3
92	в сознании	3	3
93	времени и	2	2
94	и здесь	3	2
95	еще и	2	2
96	независимо от	5	2
97	для них	2	2
98	для всех	2	2
99	связанные с	2	2
100	и без	4	2
101	вовсе не	2	2
102	в свою	6	2
103	точек зрения	4	2
104	мы найдем	2	2
105	мы видели	5	2
106	слова о	3	2
107	такой прием	2	2
108	а к	2	2
109	должна была	2	2
110	из всего	2	2
111	но не	2	2
112	еще не	3	2
113	было бы	7	2
114	в самом	4	2
115	относится к	2	2
116	и тем	6	2
117	то что	8	2
118	не к	3	2
119	в первой	2	2
120	вместе с	5	2
121	не говоря	2	2
122	при всем	2	2
123	не может	12	2
124	что у	3	2
125	в форме	6	2
126	из которых	3	2
127	к нему	2	2
128	или в	2	2
129	но это	2	2
130	в своих	2	2
131	в себе	9	2
132	по своей	2	2
133	же самое	5	2
134	в области	5	2
135	сих пор	2	2
