N	2gram	Medvedev_F_1	FransuaR
1	и в	24	41
2	таким образом	13	19
3	в этом	15	15
4	и все	6	14
5	как и	11	14
6	в этой	6	13
7	то же	10	13
8	все эти	6	13
9	в его	23	12
10	прежде всего	22	11
11	в том	6	11
12	как мы	5	11
13	в себе	3	11
14	так и	18	10
15	все это	9	10
16	в то	9	10
17	и его	10	9
18	не в	8	9
19	же время	8	9
20	но и	7	9
21	в своем	11	9
22	что в	4	9
23	и от	7	8
24	по существу	2	8
25	то что	8	8
26	но в	5	8
27	в них	3	7
28	вовсе не	10	7
29	как бы	6	7
30	в нем	14	7
31	и не	20	7
32	это не	2	6
33	ни в	2	6
34	для него	3	6
35	и до	5	6
36	с помощью	3	6
37	только в	2	6
38	не только	7	5
39	и к	4	5
40	в ней	10	5
41	вместе с	2	5
42	что и	2	5
43	мы видели	2	5
44	всего в	3	5
45	как в	8	5
46	в году	2	5
47	а в	6	5
48	так же	4	5
49	точки зрения	16	5
50	и это	2	5
51	место в	7	4
52	и здесь	6	4
53	но все	2	4
54	одна из	2	4
55	было бы	6	4
56	может быть	14	4
57	он не	3	4
58	целый ряд	3	4
59	влияние на	3	4
60	и наконец	3	4
61	должно быть	11	4
62	и на	8	4
63	и с	8	4
64	ничего не	2	4
65	мира в	2	4
66	в отношении	3	3
67	в одном	2	3
68	и потому	9	3
69	в мире	4	3
70	но это	3	3
71	свою очередь	6	3
72	в своей	11	3
73	в свою	8	3
74	при этом	5	3
75	в формах	4	3
76	но есть	2	3
77	и их	10	3
78	таким же	2	3
79	что он	3	3
80	с ее	7	3
81	жизни и	7	3
82	во всех	5	3
83	в их	11	3
84	не может	16	3
85	для этой	2	3
86	не было	3	3
87	тем самым	3	3
88	с точки	13	3
89	и те	2	3
90	ничем не	3	3
91	не на	2	3
92	как о	4	3
93	его в	3	3
94	так сказать	3	3
95	от этого	2	3
96	учение о	4	2
97	с его	4	2
98	все время	2	2
99	ни было	2	2
100	именно в	8	2
101	и др	5	2
102	с начала	2	2
103	никогда не	4	2
104	и со	2	2
105	в лице	2	2
106	с этим	2	2
107	направление в	3	2
108	на самом	7	2
109	его целом	8	2
110	и ее	10	2
111	к тому	3	2
112	нас не	2	2
113	следовательно и	2	2
114	отношению к	4	2
115	и как	3	2
116	более или	6	2
117	всего этого	2	2
118	точка зрения	2	2
119	в большинстве	3	2
120	до конца	7	2
121	отношение к	3	2
122	еще не	6	2
123	того что	5	2
124	и может	4	2
125	со всеми	3	2
126	этот образ	2	2
127	на всю	2	2
128	одной из	2	2
129	оно не	4	2
130	должен быть	5	2
131	не есть	2	2
132	же в	3	2
133	начала и	2	2
134	и судьба	2	2
135	места в	2	2
136	время в	3	2
137	в процессе	9	2
138	или менее	6	2
139	во всей	2	2
140	по отношению	4	2
141	в связи	4	2
142	в особенности	3	2
143	и других	3	2
144	его как	3	2
145	и вот	2	2
146	только на	5	2
147	а не	10	2
148	а только	2	2
149	бы оно	2	2
150	уже не	2	2
151	особенно в	3	2
152	жизнь и	3	2
153	мы не	3	2
154	у них	3	2
155	в результате	2	2
156	во всяком	4	2
157	для нашего	2	2
158	в литературе	5	2
159	к новому	2	2
160	большинстве случаев	2	2
161	бы в	3	2
162	в которой	4	2
163	с ним	2	2
164	в области	3	2
165	оно было	2	2
