N	2gram	Losev_Dial_1	Myshleni
1	в том	9	42
2	том что	9	35
3	точки зрения	17	24
4	в этом	12	24
5	в качестве	2	21
6	и в	18	20
7	что в	13	19
8	в основе	3	17
9	то же	10	16
10	то что	13	15
11	не только	13	15
12	что они	3	14
13	как мы	4	13
14	с другой	6	12
15	в их	3	12
16	потому что	14	12
17	может быть	17	12
18	так же	4	11
19	в его	3	11
20	мы должны	5	11
21	с точки	12	11
22	того что	2	10
23	так как	11	10
24	в отношении	5	10
25	мы видим	4	10
26	если мы	2	10
27	и то	9	10
28	в себе	11	10
29	только в	3	10
30	и как	7	9
31	одной стороны	2	9
32	но и	7	9
33	другой стороны	4	9
34	с одной	2	9
35	как это	4	9
36	как и	2	9
37	что и	3	9
38	и не	30	8
39	и что	12	8
40	этом смысле	3	8
41	было бы	12	8
42	и более	4	7
43	как бы	11	7
44	этом отношении	2	7
45	в своей	2	7
46	самом деле	3	7
47	а не	14	7
48	могут быть	3	7
49	к тому	4	6
50	тому же	2	6
51	же как	2	6
52	в самом	3	6
53	не может	12	6
54	сказать что	10	6
55	что он	11	6
56	одно и	4	6
57	можно было	5	6
58	в частности	2	5
59	никогда не	9	5
60	это не	9	5
61	на то	5	5
62	что такое	10	5
63	не является	3	5
64	если бы	12	5
65	с этим	2	5
66	все же	5	5
67	о том	4	5
68	так и	9	5
69	как в	2	5
70	для того	2	5
71	все эти	2	5
72	мы можем	4	5
73	тому что	3	4
74	в своем	5	4
75	является не	2	4
76	по мере	2	4
77	из них	2	4
78	в первую	2	4
79	что оно	5	4
80	этой точки	2	4
81	с этой	2	4
82	как он	4	4
83	в сознании	3	4
84	и с	5	4
85	к этому	2	4
86	и при	2	4
87	по сравнению	2	4
88	только что	3	4
89	не в	6	4
90	и для	2	4
91	во всяком	4	4
92	на этом	2	3
93	не менее	2	3
94	в этих	5	3
95	и от	2	3
96	точно так	2	3
97	а только	3	3
98	так что	15	3
99	но что	3	3
100	себе и	2	3
101	почти всегда	4	3
102	и является	2	3
103	в виду	5	3
104	всяком случае	2	3
105	один из	3	3
106	со стороны	2	3
107	именно в	2	3
108	должно быть	3	3
109	предметы в	2	3
110	но в	6	3
111	отнюдь не	9	3
112	сравнению с	2	3
113	бы в	3	3
114	во всем	2	3
115	но не	4	3
116	совершенно не	8	3
117	говорит что	3	3
118	ни в	15	3
119	в виде	2	3
120	ничего общего	4	3
121	что эта	4	3
122	в чем	6	3
123	на деле	2	3
124	как только	2	2
125	такой же	2	2
126	содержит в	3	2
127	должна быть	3	2
128	но так	2	2
129	в каждом	2	2
130	прежде всего	10	2
131	со всей	2	2
132	это мы	4	2
133	он находит	2	2
134	мы и	2	2
135	что если	2	2
136	на нем	2	2
137	для него	2	2
138	случае не	3	2
139	что это	11	2
140	и у	2	2
141	вслед за	2	2
142	в ней	3	2
143	в него	2	2
144	в нем	16	2
145	к нему	8	2
146	другими словами	2	2
147	то как	3	2
148	отличается от	2	2
149	не просто	7	2
150	не имеет	15	2
151	а в	5	2
152	не знает	2	2
153	также и	7	2
154	в данном	3	2
155	из этих	2	2
156	но как	2	2
157	что здесь	2	2
158	говоря о	2	2
159	мы имеем	2	2
160	но они	2	2
161	нисколько не	4	2
162	уже и	3	2
163	а потом	5	2
164	ясно что	8	2
165	стороны и	3	2
166	с той	2	2
167	указывает на	3	2
168	еще не	2	2
169	никак не	6	2
170	в современной	2	2
171	даже в	3	2
172	не есть	40	2
173	что уже	2	2
174	дальше и	2	2
175	мысли и	3	2
176	только на	3	2
177	и тогда	2	2
178	а с	2	2
179	и он	5	2
180	это значит	11	2
181	в каком	8	2
182	и это	2	2
183	значит что	14	2
