N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	40
2	то что	3	28
3	и не	9	25
4	не только	8	25
5	то есть	24	24
6	у него	7	24
7	но и	9	18
8	в том	13	18
9	том что	8	18
10	еще и	3	18
11	что в	5	17
12	также и	2	17
13	в этом	14	16
14	так что	3	14
15	в его	18	14
16	не может	2	14
17	точки зрения	6	13
18	вовсе не	6	13
19	в виде	2	13
20	только в	9	13
21	сказать что	3	12
22	никогда не	5	11
23	таким образом	17	11
24	потому что	6	11
25	о том	4	11
26	прежде всего	6	10
27	ни в	2	10
28	не просто	3	10
29	и потому	4	10
30	как раз	2	10
31	в году	3	10
32	и его	12	10
33	что это	4	9
34	уже не	3	9
35	и с	8	9
36	и то	2	9
37	в своей	2	9
38	в себе	4	9
39	не был	4	8
40	в своем	3	8
41	в этой	6	8
42	для него	2	8
43	может быть	3	8
44	так же	2	8
45	он не	5	8
46	а также	3	8
47	как мы	7	8
48	а не	2	8
49	что все	4	7
50	и как	2	7
51	в те	3	7
52	несмотря на	2	7
53	хотя и	2	7
54	а в	2	7
55	в своих	4	7
56	так как	4	7
57	с тем	2	7
58	в то	12	7
59	что и	3	7
60	вместе с	2	7
61	как и	5	7
62	и здесь	3	6
63	кроме того	3	6
64	и даже	8	6
65	не мог	3	6
66	и на	7	6
67	во всем	4	6
68	так и	13	6
69	с точки	2	6
70	но это	2	6
71	с другой	2	5
72	совсем не	2	5
73	в отношении	5	5
74	не было	5	5
75	все эти	15	5
76	в ней	4	5
77	те времена	2	5
78	в одном	2	5
79	что он	2	5
80	мы уже	10	5
81	или менее	2	5
82	только на	2	5
83	в данном	2	5
84	дело в	2	5
85	более или	2	5
86	такой же	5	4
87	до конца	11	4
88	в самом	9	4
89	в котором	2	4
90	бы и	2	4
91	в результате	5	4
92	и все	6	4
93	но не	5	4
94	есть и	5	4
95	то время	2	4
96	здесь в	3	4
97	еще не	10	4
98	было бы	2	4
99	и о	3	4
100	даже в	4	4
101	говорит о	2	4
102	то же	11	4
103	в каком	2	4
104	все же	2	4
105	но в	6	4
106	перед нами	3	3
107	уже в	2	3
108	в качестве	4	3
109	то ни	2	3
110	это не	2	3
111	человека и	2	3
112	и был	3	3
113	одной стороны	2	3
114	при этом	4	3
115	как бы	11	3
116	в настоящее	3	3
117	был бы	3	3
118	в нем	8	3
119	к нему	2	3
120	мы видели	5	3
121	бы то	2	3
122	ни с	5	3
123	в связи	3	3
124	с одной	4	3
125	весь этот	2	3
126	настоящее время	3	3
127	если бы	2	3
128	в духе	4	3
129	с их	2	3
130	за пределы	4	3
131	на самом	2	3
132	того чтобы	4	3
133	и эта	2	3
134	не в	3	3
135	и для	2	3
136	далеко не	2	3
137	в нашем	2	2
138	в этих	11	2
139	все они	6	2
140	с этой	2	2
141	для понимания	2	2
142	что на	2	2
143	он был	12	2
144	же время	10	2
145	которые были	2	2
146	и наконец	3	2
147	той или	2	2
148	себе и	2	2
149	здесь нет	3	2
150	что она	2	2
151	в их	3	2
152	другой стороны	2	2
153	в изображении	4	2
154	мы находим	3	2
155	знания и	2	2
156	далеко за	2	2
157	был и	2	2
158	к его	3	2
159	и еще	2	2
160	по своей	4	2
161	его в	2	2
162	бы в	3	2
163	нет ни	2	2
164	были еще	7	2
165	во многом	2	2
166	с его	5	2
167	и более	4	2
168	первый план	2	2
169	не как	2	2
170	к этому	2	2
171	и к	4	2
172	которых он	2	2
173	далеки от	2	2
174	из них	2	2
175	одной из	3	2
176	в сущности	8	2
177	по преимуществу	2	2
178	в церкви	2	2
179	в мире	2	2
180	данном случае	2	2
181	не на	3	2
182	он называет	2	2
183	но с	2	2
184	для того	2	2
185	мы коснемся	2	2
186	роль в	5	2
187	мы не	2	2
188	как например	3	2
189	в другом	3	2
190	связи с	6	2
191	в которой	4	2
