N	2gram	Savitsky_E_1	FransuaR
1	и в	37	40
2	то есть	6	18
3	прежде всего	9	16
4	в этом	12	15
5	не только	18	13
6	и не	14	13
7	в его	2	13
8	что в	21	12
9	вовсе не	6	12
10	как и	7	11
11	но и	14	11
12	таким образом	2	10
13	как мы	5	10
14	в них	3	9
15	и все	2	9
16	может быть	6	9
17	он не	2	9
18	в том	11	8
19	и с	2	8
20	и на	6	8
21	но в	14	8
22	в своем	14	7
23	в одном	2	7
24	то же	15	7
25	культуры и	2	7
26	в этих	2	6
27	же время	14	6
28	в самом	4	6
29	во всех	6	6
30	в своей	8	6
31	и других	2	6
32	в той	5	6
33	в то	16	6
34	мы видим	2	5
35	то что	6	5
36	а не	2	5
37	и для	3	5
38	в своих	2	5
39	и во	2	4
40	том что	6	4
41	было бы	8	4
42	в ней	4	4
43	из них	3	4
44	и потому	5	4
45	а также	7	4
46	даже в	4	4
47	в мире	2	4
48	в культуре	3	4
49	жизни и	2	4
50	в их	11	4
51	еще более	2	4
52	о том	3	4
53	в данном	3	4
54	того чтобы	6	4
55	и даже	6	4
56	из всех	3	4
57	также и	7	4
58	в истории	2	4
59	так как	7	4
60	в области	11	4
61	в эту	2	4
62	если бы	2	3
63	в частности	5	3
64	и от	3	3
65	для понимания	2	3
66	и к	3	3
67	в ее	8	3
68	мы видели	3	3
69	в этой	2	3
70	но именно	2	3
71	как бы	6	3
72	и наконец	2	3
73	что и	3	3
74	вместе с	2	3
75	во все	3	3
76	так и	10	3
77	как в	3	3
78	во всей	2	3
79	и прежде	3	3
80	не может	9	3
81	а в	2	3
82	начиная с	2	3
83	там где	3	3
84	в значительной	2	3
85	для того	6	3
86	между ними	2	3
87	и как	2	3
88	можно было	3	3
89	сказать что	4	3
90	между тем	8	3
91	тем что	3	3
92	в себе	9	3
93	только в	9	3
94	в других	2	3
95	представление о	2	2
96	и этот	2	2
97	с в	2	2
98	сравнению с	2	2
99	хотя бы	15	2
100	в течение	5	2
101	с другой	7	2
102	какой бы	2	2
103	или иной	4	2
104	можно сказать	4	2
105	влияние на	2	2
106	но не	5	2
107	и если	2	2
108	к нему	2	2
109	меньшей степени	2	2
110	по преимуществу	2	2
111	той или	4	2
112	думать что	8	2
113	в котором	2	2
114	дело в	3	2
115	не к	2	2
116	данном случае	2	2
117	этом отношении	3	2
118	именно в	4	2
119	на них	2	2
120	же к	2	2
121	на основе	2	2
122	потому что	3	2
123	одной из	5	2
124	с этим	2	2
125	точки зрения	23	2
126	культурной жизни	4	2
127	ко всему	2	2
128	и еще	2	2
129	но как	2	2
130	по сравнению	2	2
131	далеко не	2	2
132	одном из	2	2
133	того же	3	2
134	мы не	4	2
135	имеет в	2	2
