N	2gram	Vygotskiy__4	Problema
1	то есть	13	46
2	в его	10	43
3	и не	13	42
4	и в	33	38
5	не может	10	27
6	может быть	22	26
7	как бы	25	22
8	в художественном	2	20
9	и с	2	17
10	и его	5	16
11	в нем	7	15
12	в этом	28	15
13	и т	6	14
14	прежде всего	2	13
15	только в	4	13
16	т п	3	13
17	в искусстве	2	12
18	но не	3	12
19	ни в	3	11
20	во всех	2	11
21	и для	3	11
22	в их	2	10
23	таким образом	13	10
24	материала в	3	10
25	художественной формы	4	9
26	но и	3	9
27	не имеет	2	9
28	его в	3	9
29	не только	7	9
30	место в	2	8
31	в том	21	8
32	и как	5	8
33	точки зрения	6	8
34	было бы	12	8
35	то что	44	8
36	что в	21	7
37	с другой	2	7
38	не в	2	7
39	в самом	12	7
40	как и	5	7
41	совершенно не	4	7
42	в своей	4	7
43	как мы	4	7
44	в пределах	3	6
45	и наконец	2	6
46	а в	4	6
47	все же	5	6
48	дело с	3	6
49	самом деле	12	6
50	с точки	4	6
51	мы можем	5	6
52	ничего не	2	6
53	то же	9	5
54	все они	2	5
55	в своем	7	5
56	это не	6	5
57	дело и	2	5
58	при этом	2	5
59	никогда не	5	5
60	все эти	6	5
61	должно быть	3	5
62	в основе	3	5
63	далеко не	3	5
64	с ним	5	5
65	в них	2	5
66	конечно не	3	5
67	и о	4	5
68	так и	3	5
69	не на	2	5
70	а не	6	5
71	на самом	6	4
72	в ней	6	4
73	в виду	2	4
74	другой стороны	2	4
75	и только	7	4
76	сказать что	13	4
77	в то	3	4
78	о том	20	4
79	и потому	2	4
80	но в	2	4
81	в ее	2	4
82	как в	3	4
83	тем самым	3	4
84	что не	4	4
85	хотя бы	2	4
86	можно было	4	4
87	в себе	6	4
88	как только	2	3
89	мы будем	5	3
90	и от	2	3
91	в тех	2	3
92	да и	3	3
93	же время	2	3
94	одной стороны	3	3
95	например в	3	3
96	не является	2	3
97	точка зрения	2	3
98	в целом	5	3
99	все это	13	3
100	не больше	2	3
101	с одной	3	3
102	и на	5	3
103	все то	12	3
104	также и	2	3
105	а как	2	3
106	если бы	10	3
107	и все	12	3
108	ясно что	5	3
109	и к	2	3
110	том что	22	3
111	говорить о	3	3
112	бы то	2	3
113	мы увидим	2	3
114	мы в	3	3
115	он не	11	3
116	значение имеет	3	3
117	на него	4	3
118	связь с	5	3
119	в мире	3	3
120	в таком	4	3
121	на ее	2	3
122	слова и	4	3
123	и это	5	3
124	едва ли	2	3
125	на этом	3	2
126	я не	4	2
127	том как	3	2
128	и есть	4	2
129	в частности	4	2
130	материала и	2	2
131	в какой	5	2
132	столь же	2	2
133	что все	11	2
134	была бы	2	2
135	для понимания	2	2
136	на то	10	2
137	можно сказать	2	2
138	но которые	2	2
139	что оно	3	2
140	в нашей	2	2
141	иметь дело	2	2
142	не можем	3	2
143	в каких	2	2
144	по поводу	4	2
145	что это	13	2
146	какой мере	2	2
147	но совершенно	4	2
148	в котором	2	2
149	он может	2	2
150	не было	3	2
151	и других	4	2
152	с совершенно	4	2
153	в самой	6	2
154	здесь мы	3	2
155	и что	25	2
156	того что	4	2
157	есть только	2	2
158	его не	2	2
159	и здесь	3	2
160	в своих	3	2
161	материал и	2	2
162	во всем	2	2
163	мы должны	6	2
164	же самое	6	2
165	событие в	2	2
166	как это	14	2
167	мы имеем	2	2
168	слово в	2	2
169	с его	2	2
170	не все	2	2
171	к этому	4	2
172	вовсе не	5	2
173	о которых	2	2
174	характера и	8	2
175	что он	20	2
176	у нас	4	2
177	по существу	2	2
178	связи с	2	2
179	одна из	4	2
180	здесь в	3	2
181	она не	3	2
182	что и	3	2
183	себя в	4	2
184	и именно	2	2
185	бы не	2	2
186	нами в	2	2
187	в двух	4	2
188	того чтобы	22	2
189	для того	23	2
190	из которых	3	2
191	и эта	2	2
192	и он	3	2
193	тем что	3	2
194	в виде	3	2
195	и ее	2	2
196	показать что	7	2
197	что эта	6	2
