N	2gram	Vygotskiy__5	Vladivir
1	и в	30	31
2	не только	16	24
3	но и	6	19
4	то что	37	18
5	и не	6	17
6	у него	3	15
7	и даже	2	15
8	он был	2	14
9	том что	21	14
10	что в	24	14
11	в этом	14	14
12	и с	2	14
13	что он	17	12
14	по поводу	3	12
15	в его	4	12
16	но в	5	12
17	с его	2	11
18	в том	27	11
19	потому что	23	11
20	о том	10	11
21	так что	3	10
22	и то	9	10
23	он не	3	10
24	никогда не	9	9
25	как мы	5	9
26	а в	4	9
27	в течение	2	9
28	даже и	2	9
29	только в	5	9
30	в конце	4	9
31	в письме	2	8
32	в то	2	8
33	так как	9	8
34	уже в	6	7
35	для него	3	7
36	об этом	3	7
37	как раз	13	7
38	и его	6	7
39	как это	7	7
40	сказать что	9	7
41	мы уже	6	7
42	мы сейчас	3	7
43	к этому	3	6
44	и к	4	6
45	можно сказать	2	6
46	у нас	4	6
47	в качестве	2	6
48	того же	2	6
49	и потому	5	6
50	может быть	11	6
51	в котором	2	6
52	так и	3	6
53	не может	9	6
54	то же	7	6
55	и что	23	6
56	на этот	3	6
57	а с	5	5
58	все это	2	5
59	вовсе не	3	5
60	на то	17	5
61	не в	8	5
62	и если	6	5
63	со своим	2	5
64	что и	3	5
65	жизни и	6	5
66	когда он	5	5
67	в своих	5	5
68	но он	3	5
69	в своем	6	4
70	что у	3	4
71	и все	4	4
72	этом смысле	2	4
73	в нем	7	4
74	для нас	3	4
75	в себе	5	4
76	как и	6	4
77	и как	7	4
78	в этой	5	4
79	совсем не	2	4
80	никак не	6	4
81	еще в	2	4
82	один из	5	4
83	в нашем	2	4
84	в своей	4	4
85	в нас	13	4
86	говорит что	6	4
87	несмотря на	5	4
88	во всем	2	4
89	как он	2	4
90	дело в	2	4
91	в которой	3	4
92	мы увидим	9	3
93	под влиянием	3	3
94	но только	3	3
95	к тому	8	3
96	с другой	9	3
97	и так	2	3
98	он как	2	3
99	как в	3	3
100	но не	7	3
101	что они	5	3
102	ничего не	2	3
103	тот же	3	3
104	конце концов	2	3
105	все же	7	3
106	на его	3	3
107	в целом	5	3
108	вместе с	12	3
109	только на	4	3
110	другой стороны	5	3
111	в отношении	2	3
112	таким образом	20	3
113	все эти	2	3
114	и вот	2	3
115	и он	2	3
116	едва ли	2	3
117	и на	3	3
118	он в	2	3
119	что касается	2	3
120	и здесь	6	3
121	то есть	13	3
122	но она	2	3
123	это делает	2	2
124	тем что	6	2
125	в ответ	2	2
126	с и	5	2
127	с тем	8	2
128	первый план	3	2
129	в частности	4	2
130	по этому	5	2
131	в них	4	2
132	хотя бы	3	2
133	по существу	2	2
134	указывает на	4	2
135	что все	6	2
136	ясно что	6	2
137	но его	2	2
138	на первый	2	2
139	мы знаем	2	2
140	и можно	2	2
141	ни в	3	2
142	был глубоко	2	2
143	это и	2	2
144	от него	4	2
145	на этом	6	2
146	что с	6	2
147	еще не	5	2
148	при этом	8	2
149	того что	8	2
150	было бы	5	2
151	и мы	16	2
152	совершенно не	6	2
153	что на	3	2
154	в самом	14	2
155	однако эта	2	2
156	обратить внимание	2	2
157	том чтобы	2	2
158	и о	3	2
159	с которым	3	2
160	и до	2	2
161	и т	7	2
162	из них	2	2
163	из этого	2	2
164	со стороны	3	2
165	что она	6	2
166	только что	4	2
167	так например	3	2
168	но мы	2	2
169	которых он	2	2
170	т д	3	2
171	и для	6	2
172	чем не	2	2
173	и сейчас	3	2
174	он говорит	3	2
175	что дело	2	2
176	того чтобы	20	2
177	для того	20	2
178	что мы	11	2
179	по его	3	2
180	как на	11	2
181	той же	3	2
182	в результате	4	2
183	знаем что	2	2
184	сейчас увидим	2	2
185	точки зрения	7	2
186	в каком	3	2
187	из этих	3	2
188	о котором	6	2
189	мы должны	3	2
190	его на	2	2
191	и это	8	2
192	в полной	2	2
193	и ни	2	2
194	ответ на	5	2
195	почти не	2	2
