N	2gram	Vygotskiy__5	Problema
1	то что	26	38
2	и не	12	37
3	вовсе не	2	37
4	и в	16	35
5	не есть	4	33
6	сказать что	13	24
7	не только	16	24
8	том что	15	19
9	о том	8	18
10	может быть	9	18
11	у нас	2	18
12	в этом	25	17
13	но и	6	16
14	что мы	4	14
15	только в	10	14
16	не менее	3	13
17	и что	12	13
18	потому что	21	13
19	во всяком	2	13
20	не может	18	13
21	в том	18	12
22	того что	16	12
23	хотя бы	5	12
24	что в	16	11
25	прежде всего	3	11
26	так что	4	11
27	и даже	2	11
28	никак не	3	11
29	и с	3	10
30	говорить о	3	10
31	тем более	4	10
32	еще не	4	10
33	а не	10	10
34	и то	4	10
35	ничего не	5	10
36	если мы	7	9
37	в этой	6	9
38	только на	2	9
39	было бы	10	8
40	в виду	2	8
41	по себе	7	8
42	все же	3	8
43	казалось бы	4	7
44	этом случае	3	7
45	не является	5	7
46	все эти	4	7
47	не имеет	4	7
48	в его	11	7
49	так и	7	7
50	так как	16	7
51	тем самым	8	7
52	мы не	3	7
53	с другой	4	6
54	что все	6	6
55	можно сказать	5	6
56	а только	4	6
57	но это	3	6
58	мы и	5	6
59	о чем	2	6
60	но как	3	6
61	в то	5	6
62	есть не	2	6
63	же самое	4	6
64	мы можем	6	6
65	но в	6	6
66	как будто	2	6
67	в области	12	6
68	в частности	3	5
69	в самом	4	5
70	языка и	6	5
71	с этим	3	5
72	с одной	3	5
73	так же	15	5
74	и на	6	5
75	своего собственного	2	5
76	и более	3	5
77	между собой	13	5
78	как и	8	5
79	связи с	3	5
80	по своему	3	5
81	указывает на	2	5
82	то же	8	5
83	как мы	10	5
84	одной стороны	3	5
85	другой стороны	2	5
86	можно было	5	5
87	еще и	3	5
88	не могут	4	4
89	сама по	4	4
90	что если	4	4
91	и есть	7	4
92	в этих	3	4
93	в своем	5	4
94	в отношении	9	4
95	эта теория	4	4
96	и как	3	4
97	это значит	5	4
98	и следовательно	6	4
99	как бы	5	4
100	и тем	3	4
101	значение в	3	4
102	что она	2	4
103	все это	2	4
104	мы говорим	2	4
105	таким образом	19	4
106	в область	2	4
107	но только	2	4
108	заключается в	5	4
109	а в	3	4
110	вообще не	4	4
111	этой теории	5	4
112	в результате	4	4
113	их в	2	4
114	но если	6	4
115	и здесь	2	4
116	тем что	5	4
117	если бы	8	4
118	что он	25	4
119	стороны и	2	4
120	но не	10	4
121	до сих	3	4
122	тот же	5	4
123	сих пор	3	4
124	самом деле	3	4
125	то и	2	4
126	значит что	5	4
127	тому что	5	3
128	может ли	2	3
129	и от	2	3
130	вопрос о	12	3
131	теории и	2	3
132	к тому	6	3
133	что они	5	3
134	и является	3	3
135	никто не	2	3
136	только один	2	3
137	но мы	5	3
138	то это	2	3
139	в целом	4	3
140	и их	4	3
141	в их	3	3
142	при этом	4	3
143	и по	4	3
144	что для	2	3
145	не знает	5	3
146	в своих	2	3
147	в основе	8	3
148	в истории	2	3
149	мы должны	8	3
150	могли бы	6	3
151	его в	2	3
152	бы в	4	3
153	это будет	2	3
154	к предмету	2	3
155	с тем	3	3
156	только не	3	3
157	говорим о	2	3
158	тогда когда	5	3
159	в случае	2	3
160	и к	2	3
161	и того	3	3
162	это и	3	3
163	все что	2	3
164	и тот	3	3
165	должны были	2	3
166	все равно	2	3
167	с самого	5	3
168	в свете	4	3
169	для того	14	3
170	тому как	4	3
171	а тем	2	3
172	предмета и	2	3
173	ничего общего	3	3
174	самого начала	5	2
175	на всю	2	2
176	мы могли	7	2
177	в той	6	2
178	не в	6	2
179	но все	2	2
180	только одним	2	2
181	является не	2	2
182	знает что	2	2
183	что с	5	2
184	по поводу	2	2
185	в действительности	3	2
186	из которых	3	2
187	совпадает с	2	2
188	как они	3	2
189	в зависимости	2	2
190	фактической стороны	2	2
191	в состоянии	4	2
192	к нему	3	2
193	нам кажется	2	2
194	друг от	4	2
195	речь не	3	2
196	язык и	2	2
197	мышления и	4	2
198	что оно	6	2
199	в системе	4	2
200	должно быть	8	2
201	как на	3	2
202	само по	2	2
203	или не	2	2
204	может иметь	2	2
205	в ней	2	2
206	мере в	5	2
207	точки зрения	18	2
208	же мы	2	2
209	сознания и	2	2
210	в них	2	2
211	содержится в	3	2
212	в такой	5	2
213	но при	2	2
214	таблицы умножения	3	2
215	учение о	2	2
216	понятий не	2	2
217	необходимы для	2	2
218	представляет собой	7	2
219	зависимости от	2	2
220	в качестве	4	2
221	является чем-то	2	2
222	от друга	4	2
223	в корне	2	2
224	общего с	2	2
225	является для	2	2
226	он не	8	2
227	оно является	3	2
228	понятий в	8	2
229	еще в	3	2
230	что и	3	2
231	не совпадает	2	2
232	не требует	2	2
233	отношение между	4	2
234	во всех	2	2
235	вместе с	4	2
236	мысли и	5	2
237	совершенно не	2	2
238	нами в	2	2
239	еще более	5	2
240	того чтобы	17	2
241	той же	4	2
242	от всякого	2	2
243	подобно тому	4	2
244	сознание и	2	2
245	один и	3	2
246	из этого	2	2
247	не то	4	2
248	связаны между	3	2
249	которые не	2	2
250	и поэтому	2	2
