N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	34
2	и не	16	29
3	как бы	4	27
4	что он	5	23
5	в его	5	22
6	может быть	15	19
7	в нем	4	19
8	не может	9	19
9	и все	2	19
10	как и	2	18
11	но в	11	16
12	все это	5	16
13	и его	3	16
14	в этом	18	16
15	и с	7	15
16	прежде всего	8	15
17	что я	4	15
18	он не	3	15
19	то же	6	14
20	к нему	2	14
21	самом деле	9	13
22	т е	22	12
23	но и	7	12
24	же время	3	12
25	потому что	25	12
26	в то	4	12
27	вовсе не	9	11
28	в сущности	9	11
29	то что	9	11
30	на самом	2	11
31	не только	20	10
32	слова и	5	10
33	в отношении	2	9
34	не в	8	9
35	а не	10	9
36	никогда не	2	8
37	в самом	12	8
38	и т	39	8
39	так же	4	8
40	точки зрения	14	8
41	что же	5	8
42	и для	2	8
43	в другом	2	8
44	слова в	6	7
45	я не	5	7
46	что в	10	7
47	и даже	2	7
48	этого слова	5	7
49	все же	7	7
50	как мы	3	7
51	что не	6	7
52	как будто	2	7
53	там где	5	7
54	что они	2	6
55	в пределах	4	6
56	что у	2	6
57	не знает	3	6
58	и на	6	6
59	с ними	2	6
60	так и	4	6
61	т п	24	6
62	не хочу	2	6
63	только в	5	6
64	что это	7	5
65	это не	6	5
66	и от	2	5
67	в конце	4	5
68	к тому	4	5
69	но все	4	5
70	и что	8	5
71	того что	3	5
72	всяком случае	5	5
73	таким образом	5	5
74	и вот	5	5
75	лишь в	5	5
76	а в	3	5
77	он и	2	5
78	мы должны	2	5
79	с тем	2	5
80	это слово	4	5
81	что и	3	5
82	и у	2	5
83	хотя бы	9	5
84	во всяком	5	5
85	с другой	8	4
86	что все	5	4
87	ни в	4	4
88	да и	6	4
89	но это	3	4
90	на этом	3	4
91	у него	3	4
92	при этом	2	4
93	все эти	12	4
94	рядом с	2	4
95	даже и	2	4
96	так как	15	4
97	если бы	12	4
98	как раз	3	4
99	этом смысле	5	4
100	но не	6	4
101	еще не	5	4
102	бы и	4	4
103	как в	3	4
104	все равно	2	4
105	с точки	8	4
106	тем что	3	4
107	и это	3	4
108	ничего не	4	4
109	вместе с	5	4
110	за собой	2	3
111	не менее	7	3
112	уже в	3	3
113	для этого	3	3
114	но так	2	3
115	его к	2	3
116	в том	19	3
117	знает что	3	3
118	до конца	3	3
119	но для	3	3
120	хотя и	4	3
121	в виду	3	3
122	мы видели	2	3
123	другой стороны	7	3
124	достоевского и	2	3
125	должно быть	4	3
126	характер и	2	3
127	в ней	3	3
128	нуждается в	2	3
129	говорить о	4	3
130	конце концов	3	3
131	большинстве случаев	2	3
132	этого не	3	3
133	сознания и	2	3
134	не как	2	3
135	по крайней	6	3
136	по себе	10	3
137	том что	11	3
138	между тем	6	3
139	он уже	2	3
140	как можно	2	3
141	но зато	2	3
142	крайней мере	6	3
143	в своей	2	3
144	сводится к	3	3
145	слов в	3	3
146	и то	5	3
147	не было	4	2
148	с этой	2	2
149	и речь	2	2
150	это в	2	2
151	вопрос о	9	2
152	этом случае	2	2
153	тем не	6	2
154	мы знаем	4	2
155	материалом для	2	2
156	мне не	2	2
157	и если	2	2
158	к слову	2	2
159	что такое	3	2
160	же и	2	2
161	был бы	2	2
162	один из	5	2
163	в форме	3	2
164	отличается от	3	2
165	в своем	2	2
166	мысль и	2	2
167	т д	14	2
168	которых мы	2	2
169	что оно	3	2
170	те же	3	2
171	но только	4	2
172	того или	2	2
173	в которых	2	2
174	с этим	3	2
175	на который	2	2
176	сказать что	4	2
177	нисколько не	3	2
178	всех этих	3	2
179	смысле этого	2	2
180	отнюдь не	4	2
181	в них	4	2
182	выходит за	2	2
183	не хочет	2	2
184	это и	3	2
185	в обычном	2	2
186	того же	3	2
187	очень часто	2	2
188	ли это	2	2
189	тот же	5	2
190	было бы	15	2
191	конечно не	2	2
192	и потому	2	2
193	слова не	3	2
194	своего рода	4	2
195	так в	3	2
196	слова как	3	2
197	в отличие	2	2
198	в той	2	2
199	уже не	8	2
200	речи в	6	2
201	что значит	2	2
202	той же	2	2
203	не то	2	2
204	и вообще	2	2
205	будто бы	2	2
206	отличие от	2	2
207	если и	3	2
