N	2gram	Vygotskiy__3	Psycholo
1	и в	25	38
2	то что	15	35
3	все время	2	30
4	в том	23	25
5	в самом	3	25
6	что в	17	20
7	может быть	13	19
8	и что	10	18
9	на то	4	16
10	что она	5	16
11	точки зрения	6	16
12	если бы	5	14
13	том что	20	14
14	как бы	10	14
15	потому что	6	14
16	в этой	5	13
17	совершенно ясно	2	13
18	в этом	14	13
19	мы видим	3	12
20	было бы	10	12
21	не только	6	12
22	мы увидим	4	12
23	таким образом	17	12
24	не в	6	12
25	что он	6	11
26	что это	5	10
27	то же	2	10
28	и не	10	10
29	и все	4	10
30	того чтобы	8	9
31	все же	6	8
32	с тем	16	8
33	перед нами	10	8
34	с этим	4	8
35	в одном	2	8
36	для нас	2	8
37	как и	15	8
38	так что	2	8
39	и как	5	8
40	но только	3	8
41	для того	7	8
42	и то	2	8
43	и это	4	8
44	с другой	6	7
45	мы можем	7	7
46	не может	6	7
47	как мы	8	7
48	а в	4	7
49	заключается в	9	7
50	между тем	3	7
51	мы уже	5	7
52	из них	4	6
53	и здесь	2	6
54	к тому	4	6
55	мы видели	6	6
56	с самого	6	6
57	один из	6	6
58	в котором	3	6
59	указывает на	2	6
60	тому что	2	6
61	он не	4	6
62	которых мы	2	6
63	с одной	5	6
64	так как	12	6
65	если мы	3	6
66	как это	7	6
67	и его	2	6
68	и на	6	6
69	в которых	3	6
70	самого начала	6	6
71	о том	5	6
72	ясно что	2	6
73	там где	4	6
74	в своем	4	5
75	в какой	4	5
76	на этом	3	5
77	одной стороны	5	5
78	иначе говоря	2	5
79	в своей	2	5
80	вместе с	14	5
81	но и	4	5
82	другой стороны	3	5
83	к которым	4	5
84	или в	2	5
85	мы не	9	5
86	о котором	2	5
87	в его	15	5
88	могли бы	11	5
89	которую мы	5	4
90	никогда не	4	4
91	мы могли	9	4
92	в тех	2	4
93	что они	10	4
94	в свою	3	4
95	по своему	11	4
96	очень легко	2	4
97	при этом	5	4
98	не можем	3	4
99	что с	4	4
100	когда он	3	4
101	и для	2	4
102	не мог	4	4
103	не могли	3	4
104	в нем	2	4
105	что и	10	4
106	с той	2	4
107	в целом	13	4
108	как в	9	4
109	в течение	2	4
110	все эти	7	4
111	здесь мы	2	4
112	того что	10	4
113	когда в	3	4
114	из которых	5	4
115	время как	4	4
116	в своих	2	4
117	сказать что	4	4
118	только в	10	4
119	и другое	5	4
120	что эти	3	4
121	одна из	2	4
122	в себе	2	4
123	на деле	3	4
124	место в	2	3
125	как на	2	3
126	были бы	3	3
127	в них	2	3
128	оба эти	3	3
129	в речи	2	3
130	из этих	4	3
131	со всей	2	3
132	главным образом	2	3
133	к этому	3	3
134	и к	5	3
135	ни в	9	3
136	конечно в	2	3
137	но это	5	3
138	того же	6	3
139	тот же	2	3
140	с теми	2	3
141	наряду с	3	3
142	в один	2	3
143	мы говорили	4	3
144	в основе	16	3
145	уже говорили	5	3
146	все это	6	3
147	то и	4	3
148	и только	2	3
149	который мы	2	3
150	всякий раз	2	3
151	что как	2	3
152	в таком	2	3
153	именно это	2	3
154	того как	3	3
155	тем что	8	3
156	состоит в	3	3
157	в то	4	3
158	бы в	2	3
159	его в	3	3
160	едва ли	2	3
161	что по	2	3
162	в плане	2	3
163	и которые	3	3
164	одного из	2	2
165	но они	2	2
166	не могут	4	2
167	всех этих	2	2
168	видели что	3	2
169	раньше всего	2	2
170	все более	2	2
171	в этих	2	2
172	смысле этого	4	2
173	отнюдь не	4	2
174	все они	2	2
175	между собой	13	2
176	из нее	2	2
177	и одновременно	2	2
178	столь же	7	2
179	с этой	3	2
180	и во	2	2
181	нее в	2	2
182	и вместе	2	2
183	во всяком	4	2
184	показывает что	8	2
185	что оно	4	2
186	очень часто	2	2
187	только что	2	2
188	остановиться на	3	2
189	и эти	2	2
190	же в	2	2
191	уже не	2	2
192	в силу	6	2
193	свою очередь	2	2
194	то время	4	2
195	животных и	2	2
196	для него	5	2
197	слов и	5	2
198	и может	2	2
199	со всеми	6	2
200	же точно	3	2
201	мы в	2	2
202	и той	2	2
203	совпадает с	6	2
204	всяком случае	4	2
205	внутреннее противоречие	2	2
206	для этого	2	2
207	с ее	5	2
208	благодаря этому	6	2
209	имеет место	3	2
210	и другими	2	2
211	внимание на	2	2
212	вытекает из	2	2
213	так же	17	2
214	каждой новой	2	2
215	нами в	2	2
216	в совершенно	2	2
217	в виде	3	2
218	а с	3	2
219	одной и	2	2
220	и по	5	2
221	той же	4	2
222	в качестве	12	2
223	их в	3	2
224	говорит он	4	2
225	представляет собой	6	2
226	но как	3	2
227	его к	3	2
228	этого слова	4	2
229	с ним	4	2
230	могло бы	4	2
231	в эту	2	2
