N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	22
2	в этом	14	17
3	что в	12	15
4	не только	14	14
5	мы видели	7	13
6	в доме	4	12
7	но и	10	12
8	и не	15	12
9	может быть	2	11
10	таким образом	8	10
11	но в	14	10
12	что он	6	9
13	в нем	10	9
14	что и	7	9
15	вместе с	3	9
16	в том	10	9
17	с этим	4	8
18	том что	7	8
19	мы видим	5	8
20	как мы	8	8
21	к этому	2	7
22	но не	4	7
23	то что	2	7
24	и здесь	4	7
25	так как	6	7
26	там где	3	7
27	связи с	6	6
28	в них	6	6
29	это не	3	6
30	мы уже	4	6
31	связь с	3	6
32	а в	4	6
33	то же	11	6
34	в течение	3	6
35	а не	4	6
36	так в	2	6
37	мы можем	2	6
38	во время	12	6
39	ничего не	4	6
40	не менее	3	5
41	до сих	3	5
42	есть и	5	5
43	один из	2	5
44	все же	2	5
45	что она	3	5
46	в свете	2	5
47	он не	6	5
48	того что	3	5
49	сих пор	3	5
50	к нему	2	5
51	в этой	6	5
52	и там	2	4
53	и другие	3	4
54	видим что	2	4
55	как это	4	4
56	не в	7	4
57	в пределах	2	4
58	только в	4	4
59	на этом	5	4
60	одним из	5	4
61	к ней	2	4
62	что на	3	4
63	а именно	2	4
64	и его	13	4
65	и на	5	4
66	в данном	2	4
67	не может	5	4
68	но он	3	4
69	все эти	5	4
70	и с	10	4
71	для них	2	3
72	мы еще	2	3
73	превращается в	2	3
74	в одной	3	3
75	и от	4	3
76	и все	7	3
77	прежде всего	10	3
78	очень часто	4	3
79	к тому	2	3
80	и к	5	3
81	как и	10	3
82	и как	5	3
83	но это	5	3
84	они и	2	3
85	у него	4	3
86	было бы	2	3
87	в его	13	3
88	и она	2	3
89	в целом	2	3
90	не будем	2	3
91	данном случае	2	3
92	в связи	5	3
93	на том	2	3
94	и у	5	3
95	так же	8	3
96	его не	4	3
97	сказать что	4	3
98	потому что	7	3
99	он и	3	3
100	из этих	3	3
101	о том	4	3
102	его в	5	3
103	здесь не	6	3
104	в чем	2	3
105	не было	3	2
106	всех этих	6	2
107	с тем	2	2
108	независимо от	2	2
109	связанных с	3	2
110	и есть	2	2
111	в сторону	2	2
112	и др	8	2
113	характерно для	3	2
114	вступают в	2	2
115	здесь и	5	2
116	в одном	3	2
117	говорит и	2	2
118	на все	2	2
119	вовсе не	8	2
120	можно сказать	2	2
121	ни в	3	2
122	тому же	4	2
123	на столе	2	2
124	такой же	4	2
125	но они	3	2
126	об этой	3	2
127	как в	3	2
128	при этом	2	2
129	в качестве	2	2
130	то время	3	2
131	с миром	8	2
132	у нее	2	2
133	например в	5	2
134	не мог	4	2
135	и о	4	2
136	же как	4	2
137	хотя и	5	2
138	в ней	8	2
139	относится к	2	2
140	но этот	3	2
141	и он	3	2
142	в этот	2	2
143	даже в	2	2
144	не имеет	3	2
145	и это	4	2
146	жизни и	8	2
147	но она	3	2
148	так и	6	2
149	в своем	11	2
150	в особенности	2	2
151	происходит в	2	2
152	той же	4	2
153	на самом	5	2
154	и вот	3	2
155	и что	2	2
156	и даже	4	2
157	и для	3	2
158	роль в	2	2
159	в которых	3	2
160	между тем	2	2
161	точки зрения	4	2
162	в другом	3	2
163	в то	11	2
164	во все	2	2
165	ту же	2	2
166	смерть и	2	2
167	большинстве случаев	2	2
168	а также	4	2
