N	2gram	Tiupa_Lite_3	Analitik
1	в качестве	5	31
2	может быть	12	29
3	в том	12	27
4	не может	8	22
5	и не	22	21
6	в частности	11	19
7	и в	16	18
8	а не	12	17
9	но и	14	17
10	представляет собой	2	16
11	отнюдь не	3	15
12	не только	14	15
13	тогда как	17	14
14	коммуникативного события	5	14
15	не в	10	14
16	как и	5	13
17	в его	6	13
18	в этом	14	13
19	том что	8	12
20	при этом	15	12
21	произведения в	3	11
22	состоит в	6	11
23	в себе	6	11
24	эстетического объекта	6	11
25	то есть	5	11
26	но не	4	10
27	произведение искусства	6	9
28	то же	9	9
29	а в	5	9
30	в то	9	9
31	в мире	16	8
32	текста и	2	8
33	в принципе	2	8
34	эстетического отношения	2	8
35	но в	3	8
36	к тому	6	7
37	особого рода	5	7
38	том чтобы	2	7
39	тем самым	7	7
40	это не	5	6
41	прежде всего	3	6
42	или иной	2	6
43	перед лицом	4	6
44	же время	7	6
45	в самом	3	6
46	в случае	2	6
47	себя в	7	6
48	той или	2	6
49	далеко не	2	6
50	то что	12	6
51	в своей	7	6
52	коммуникативное событие	4	6
53	в отличие	5	6
54	отличие от	5	6
55	по отношению	4	6
56	в основе	5	6
57	точки зрения	7	6
58	по своей	3	6
59	только в	7	6
60	эстетический объект	3	6
61	я и	10	6
62	художественного произведения	2	5
63	и как	3	5
64	в этой	8	5
65	что в	2	5
66	такого рода	10	5
67	как бы	8	5
68	отношению к	4	5
69	в целом	5	5
70	в тексте	4	5
71	художественное произведение	2	5
72	и т.п	6	5
73	лишь в	5	5
74	и его	6	5
75	между тем	3	5
76	и на	2	5
77	о том	6	5
78	того что	9	4
79	е фарино	2	4
80	себя и	2	4
81	с другой	6	4
82	и другого	2	4
83	не всегда	2	4
84	по себе	2	4
85	тому же	5	4
86	субъекта и	5	4
87	того же	2	4
88	эстетической деятельности	2	4
89	для того	2	4
90	в области	3	4
91	не с	2	4
92	все же	2	4
93	вместе с	5	4
94	так и	9	4
95	именно в	5	4
96	из того	2	4
97	уже не	3	4
98	ни было	2	4
99	с точки	3	4
100	эстетическое переживание	2	4
101	в другом	6	4
102	всего лишь	5	4
103	место в	4	3
104	том числе	3	3
105	по мысли	6	3
106	в рамках	4	3
107	с его	6	3
108	однако не	3	3
109	однако в	4	3
110	и одновременно	2	3
111	то ни	2	3
112	вследствие этого	2	3
113	личности в	3	3
114	в нем	2	3
115	и к	3	3
116	что он	5	3
117	всякий раз	2	3
118	эстетического субъекта	7	3
119	еще не	6	3
120	одной стороны	4	3
121	что не	2	3
122	одним из	4	3
123	о нем	2	3
124	даже в	4	3
125	что и	2	3
126	бы то	2	3
127	ни с	2	3
128	а именно	5	3
129	с одной	4	3
130	от себя	2	3
131	объекта и	2	3
132	того чтобы	2	3
133	тому как	3	3
134	не случайно	3	3
135	автора и	2	3
136	подобно тому	2	3
137	более того	3	3
138	я в	7	3
139	как будто	4	3
140	ответственности перед	2	3
141	быть не	2	3
142	а также	4	3
143	если бы	2	3
144	своего рода	10	3
145	другого в	4	3
146	в творческом	2	2
147	в противоположность	2	2
148	только для	3	2
149	быть может	2	2
150	этого текста	2	2
151	нас самих	2	2
152	никогда не	4	2
153	субъекта в	2	2
154	другого я	2	2
155	вопрос о	2	2
156	в облике	2	2
157	можно сказать	2	2
158	найти себя	2	2
159	об искусстве	4	2
160	восходящая к	3	2
161	в начале	4	2
162	то в	3	2
163	и потому	2	2
164	х годов	15	2
165	соответствии с	5	2
166	в противовес	7	2
167	и адресата	2	2
168	один в	2	2
169	должно быть	4	2
170	это как	3	2
171	художественное творчество	2	2
172	с первой	2	2
173	и сам	2	2
174	отношение к	2	2
175	для него	2	2
176	было бы	2	2
177	без другого	2	2
178	несмотря на	2	2
179	на его	3	2
180	не могу	2	2
181	одного из	2	2
182	еще в	3	2
183	к предмету	2	2
184	один из	2	2
185	субъект и	2	2
186	из них	4	2
187	не говоря	4	2
188	данном случае	4	2
189	со стороны	7	2
190	присутствия в	6	2
191	и тогда	2	2
192	другой стороны	2	2
193	здесь не	2	2
194	отношения к	3	2
195	той же	3	2
196	этом отношении	5	2
197	по рассуждению	3	2
198	самом деле	3	2
199	художественного творчества	2	2
200	едва ли	3	2
201	начале х	3	2
202	не становится	3	2
203	как мы	2	2
204	на себя	2	2
205	самим собой	3	2
206	в присутствии	2	2
207	для себя	2	2
208	в данном	4	2
209	же самое	2	2
210	могли бы	2	2
211	лирического героя	7	2
212	искусство в	2	2
213	в первом	2	2
214	эстетический субъект	2	2
215	потому что	3	2
216	и с	2	2
217	мира в	3	2
