N	2gram	Losev_Dial_2	Psycholo
1	и в	19	38
2	то что	14	35
3	все время	3	30
4	в том	14	25
5	в самом	5	25
6	самом деле	4	21
7	что в	7	20
8	может быть	20	19
9	и что	5	18
10	что она	14	16
11	точки зрения	12	16
12	в ней	2	15
13	том что	10	14
14	как бы	14	14
15	и т	17	14
16	потому что	14	14
17	в этой	3	13
18	и мы	3	13
19	в этом	8	13
20	мы видим	2	12
21	было бы	3	12
22	не только	19	12
23	таким образом	4	12
24	не в	8	12
25	что он	6	11
26	что это	10	10
27	в сущности	2	10
28	то же	12	10
29	же самое	2	10
30	и не	30	10
31	и все	12	10
32	с точки	8	9
33	все же	4	8
34	с тем	2	8
35	перед нами	2	8
36	с этим	3	8
37	в одном	4	8
38	вовсе не	13	8
39	как и	10	8
40	так что	7	8
41	и как	10	8
42	как раз	5	8
43	но только	3	8
44	и то	7	8
45	и это	5	8
46	с другой	5	7
47	в ее	4	7
48	а не	16	7
49	не может	9	7
50	что у	2	7
51	как мы	3	7
52	а в	4	7
53	заключается в	4	7
54	между тем	2	7
55	мы уже	8	7
56	из них	3	6
57	к тому	2	6
58	с самого	2	6
59	до сих	2	6
60	она не	8	6
61	и если	4	6
62	тому что	2	6
63	он не	4	6
64	с одной	2	6
65	так как	14	6
66	если мы	2	6
67	как это	7	6
68	и его	5	6
69	самого начала	2	6
70	о том	5	6
71	ясно что	4	6
72	я не	6	5
73	должна быть	5	5
74	в своем	4	5
75	в какой	2	5
76	на этом	2	5
77	несмотря на	2	5
78	совершенно не	7	5
79	в своей	8	5
80	вместе с	2	5
81	но и	12	5
82	сих пор	2	5
83	другой стороны	4	5
84	и когда	4	5
85	т п	2	5
86	в той	3	5
87	или в	2	5
88	в другом	4	5
89	о котором	3	5
90	в которой	2	5
91	что если	3	4
92	никогда не	9	4
93	в тех	2	4
94	что они	6	4
95	по своему	5	4
96	при этом	4	4
97	что с	2	4
98	конечно не	6	4
99	во всех	2	4
100	в нем	10	4
101	что и	5	4
102	ее в	2	4
103	раз в	2	4
104	как в	2	4
105	смысл и	2	4
106	т д	15	4
107	все эти	2	4
108	того что	6	4
109	и даже	14	4
110	время как	7	4
111	что этот	3	4
112	в своих	2	4
113	сказать что	10	4
114	и совершенно	2	4
115	только в	5	4
116	что эти	2	4
117	как будто	7	4
118	в себе	15	4
119	не то	5	4
120	в виду	5	4
121	как только	3	3
122	та же	4	3
123	и к	7	3
124	ни в	10	3
125	а я	2	3
126	но это	7	3
127	эти два	2	3
128	одно и	4	3
129	в один	3	3
130	все это	4	3
131	это только	3	3
132	и только	4	3
133	что не	6	3
134	в таком	4	3
135	того как	2	3
136	тем что	2	3
137	в то	6	3
138	его в	3	3
139	что по	2	3
140	но в	2	3
141	в общем	2	2
142	более и	2	2
143	в данном	3	2
144	не могут	4	2
145	всех этих	3	2
146	и более	3	2
147	была бы	3	2
148	и та	6	2
149	в этих	3	2
150	отнюдь не	6	2
151	нет никакого	2	2
152	следует что	2	2
153	хотя бы	4	2
154	ли что	2	2
155	на самом	2	2
156	и я	2	2
157	во всяком	2	2
158	на всю	2	2
159	что оно	4	2
160	но что	7	2
161	и поэтический	2	2
162	только что	5	2
163	оно есть	3	2
164	или не	2	2
165	же в	2	2
166	как же	3	2
167	уже не	3	2
168	это есть	8	2
169	в силу	5	2
170	из всего	2	2
171	есть в	2	2
172	что здесь	2	2
173	очевидно что	2	2
174	только то	4	2
175	то время	4	2
176	и может	6	2
177	и часто	2	2
178	том как	2	2
179	они не	3	2
180	мы в	2	2
181	например в	2	2
182	но он	4	2
183	то как	3	2
184	всяком случае	2	2
185	но мы	2	2
186	то это	2	2
187	и уже	3	2
188	же самого	2	2
189	с ее	2	2
190	он может	2	2
191	дело не	2	2
192	данном случае	2	2
193	что же	2	2
194	не могу	6	2
195	так же	2	2
196	в одной	4	2
197	том смысле	4	2
198	в виде	2	2
199	не просто	12	2
200	и вот	4	2
201	и по	4	2
202	есть только	4	2
203	в конце	2	2
204	их в	2	2
205	и следовательно	5	2
206	одно из	4	2
207	но как	5	2
208	в истории	2	2
209	когда мы	3	2
210	с ним	4	2
211	ничего не	3	2
212	поэзии и	4	2
