N	2gram	Tiupa_Anal_3	Vladivir
1	и в	18	40
2	то что	2	28
3	и не	12	25
4	не только	22	25
5	то есть	10	24
6	но и	13	18
7	в том	9	18
8	том что	12	18
9	еще и	3	18
10	что в	9	17
11	в этом	14	16
12	в его	7	14
13	не может	2	14
14	точки зрения	3	13
15	только в	2	13
16	сказать что	2	12
17	в конце	5	12
18	никогда не	5	11
19	таким образом	4	11
20	о том	6	11
21	едва ли	3	11
22	прежде всего	5	10
23	тем не	2	10
24	и потому	2	10
25	не есть	4	10
26	как раз	7	10
27	в году	3	10
28	и его	13	10
29	не менее	4	9
30	уже не	5	9
31	в себе	2	9
32	в своем	4	8
33	в этой	6	8
34	для него	6	8
35	может быть	9	8
36	он не	6	8
37	а также	2	8
38	а не	9	8
39	к тому	6	7
40	и как	4	7
41	несмотря на	2	7
42	хотя и	2	7
43	а в	10	7
44	с тем	2	7
45	в то	3	7
46	что и	5	7
47	вместе с	2	7
48	как и	14	7
49	и здесь	2	6
50	да и	2	6
51	и даже	8	6
52	не мог	2	6
53	и на	4	6
54	и от	2	6
55	по себе	4	6
56	об этом	2	6
57	то в	2	6
58	во всем	3	6
59	не будет	3	6
60	так и	14	6
61	с точки	2	6
62	с другой	7	5
63	тому же	3	5
64	отношения к	2	5
65	не было	3	5
66	все эти	2	5
67	в ней	2	5
68	отнюдь не	4	5
69	в одном	4	5
70	что он	4	5
71	в данном	4	5
72	тем что	2	5
73	дело в	2	5
74	ничего не	3	5
75	в дальнейшем	2	4
76	в глаза	2	4
77	такого рода	5	4
78	в самом	5	4
79	поскольку он	3	4
80	бы и	2	4
81	в результате	5	4
82	однако и	3	4
83	как это	3	4
84	и все	2	4
85	не с	2	4
86	но не	7	4
87	еще не	6	4
88	было бы	3	4
89	даже в	2	4
90	говорит о	2	4
91	то же	3	4
92	все же	4	4
93	но в	2	4
94	перед нами	4	3
95	уже в	3	3
96	в качестве	12	3
97	это не	2	3
98	из этих	3	3
99	одной стороны	2	3
100	при этом	11	3
101	как бы	10	3
102	всяком случае	2	3
103	в нем	2	3
104	с одной	2	3
105	именно в	3	3
106	не столько	3	3
107	сводится к	2	3
108	мы имеем	5	3
109	же в	2	3
110	с их	3	3
111	в отличие	2	3
112	не в	6	3
113	и для	2	3
114	жизнь и	3	3
115	во всяком	2	3
116	далеко не	4	3
117	здесь не	3	3
118	отличие от	2	3
119	все они	2	2
120	путь к	3	2
121	что несмотря	2	2
122	же время	3	2
123	той или	3	2
124	не является	5	2
125	в целом	3	2
126	что она	2	2
127	в их	6	2
128	который в	3	2
129	другой стороны	5	2
130	к первому	2	2
131	и по	2	2
132	по его	3	2
133	этом отношении	3	2
134	а вот	2	2
135	что касается	3	2
136	но как	3	2
137	в начале	6	2
138	по своей	2	2
139	что мы	2	2
140	его в	3	2
141	с его	8	2
142	здесь и	3	2
143	не как	2	2
144	с этим	3	2
145	в жизни	2	2
146	к этому	3	2
147	есть не	2	2
148	а и	4	2
149	и к	4	2
150	о которых	2	2
151	того же	5	2
152	совершенно не	2	2
153	в сущности	5	2
154	нам представляется	2	2
155	по преимуществу	2	2
156	только к	2	2
157	со стороны	9	2
158	ко второму	3	2
159	как говорит	3	2
160	в мире	5	2
161	данном случае	3	2
162	но с	2	2
163	тем самым	4	2
164	в сравнении	2	2
165	роль в	3	2
166	мы не	3	2
167	сравнении с	2	2
168	на себя	2	2
