N	2gram	Ircho_Kome_1	Problemy
1	и в	22	46
2	и не	8	27
3	может быть	9	23
4	не может	2	19
5	в нем	4	17
6	в этом	3	16
7	не только	10	14
8	но и	11	12
9	как и	9	12
10	как мы	4	12
11	и на	3	11
12	точки зрения	4	11
13	в одном	8	11
14	не в	6	10
15	прежде всего	5	9
16	в том	11	9
17	в самом	2	9
18	и все	3	9
19	вовсе не	2	9
20	в его	5	9
21	до сих	2	8
22	сих пор	2	8
23	или в	2	8
24	и с	3	7
25	еще не	2	7
26	в сущности	2	7
27	как раз	3	7
28	в себе	2	7
29	ни в	6	6
30	но это	2	6
31	хотя и	3	6
32	но в	4	6
33	что он	6	6
34	то же	6	6
35	все это	5	6
36	и его	8	6
37	только в	3	6
38	же время	4	5
39	при этом	5	5
40	и сам	3	5
41	в котором	4	5
42	к нему	2	5
43	по отношению	3	5
44	в то	10	5
45	так как	4	5
46	у него	3	5
47	за пределы	2	5
48	о том	8	5
49	отношению к	3	5
50	уже в	5	4
51	что в	6	4
52	да и	3	4
53	до конца	2	4
54	в их	4	4
55	таким образом	8	4
56	еще и	2	4
57	и других	7	4
58	потому что	5	4
59	и здесь	2	4
60	мы не	3	4
61	мы можем	4	4
62	как в	5	4
63	точек зрения	2	4
64	том что	12	4
65	но не	2	4
66	он не	3	4
67	все же	3	4
68	то что	2	4
69	так и	5	4
70	в себя	2	4
71	на себя	2	4
72	в отношении	6	3
73	с другой	5	3
74	на то	3	3
75	такой же	2	3
76	на этом	2	3
77	не к	2	3
78	отношение к	3	3
79	другой стороны	5	3
80	так же	3	3
81	и даже	5	3
82	его творчества	3	3
83	но он	2	3
84	в конце	6	3
85	здесь и	2	3
86	и во	2	3
87	с ее	2	3
88	по своей	2	3
89	а то	2	3
90	того же	2	3
91	было бы	2	3
92	и о	3	3
93	что и	4	3
94	на него	4	3
95	или менее	2	3
96	почти всегда	2	3
97	тем что	4	3
98	правда в	2	3
99	в этой	7	3
100	отличие от	2	3
101	не менее	3	2
102	время и	2	2
103	и одновременно	3	2
104	для этого	2	2
105	на все	2	2
106	вопрос о	3	2
107	от них	2	2
108	к тому	6	2
109	и как	3	2
110	же как	3	2
111	времени и	2	2
112	и тем	2	2
113	в первой	2	2
114	то и	2	2
115	в других	2	2
116	и по	6	2
117	а в	6	2
118	в результате	4	2
119	почти не	2	2
120	между тем	5	2
121	о которых	5	2
122	раз в	2	2
123	у нас	3	2
124	одна из	2	2
125	все что	2	2
126	указывает на	2	2
127	здесь в	3	2
128	которую он	2	2
129	к ней	2	2
130	вместе с	2	2
131	при всем	2	2
132	так в	4	2
133	ничего не	3	2
134	тем как	2	2
135	во всяком	2	2
136	могут быть	3	2
137	в другом	4	2
138	ту же	2	2
139	того как	3	2
140	одном из	4	2
