N	2gram	Propp_Isto_7	Myshleni
1	то что	7	26
2	что он	21	25
3	в этом	12	25
4	потому что	9	21
5	таким образом	7	19
6	в том	7	18
7	не может	14	18
8	точки зрения	4	18
9	что в	13	16
10	и в	24	16
11	того что	6	16
12	так как	8	16
13	не только	21	16
14	так же	6	15
15	том что	10	15
16	сказать что	2	13
17	вопрос о	3	12
18	и не	4	12
19	и что	10	12
20	отношение к	5	11
21	но не	6	10
22	было бы	2	10
23	как мы	3	10
24	а не	8	10
25	в силу	2	10
26	только в	6	10
27	может быть	14	9
28	о том	9	8
29	как это	2	8
30	в основе	2	8
31	как и	6	8
32	мы должны	4	8
33	он не	6	8
34	то же	8	8
35	же как	4	7
36	в нем	6	7
37	но он	2	7
38	того же	2	7
39	так и	5	7
40	представляет собой	4	7
41	не в	9	6
42	но и	11	6
43	и на	2	6
44	как он	6	6
45	но в	5	6
46	у него	10	6
47	связанные с	2	6
48	этот вопрос	2	6
49	мы можем	4	6
50	на вопрос	4	5
51	никогда не	4	5
52	тому что	2	5
53	показывает что	8	5
54	что они	3	5
55	как бы	4	5
56	в то	2	5
57	с ним	5	5
58	тогда когда	3	5
59	тот же	2	5
60	как в	12	5
61	того как	3	5
62	это значит	2	5
63	тем что	6	5
64	в которой	2	5
65	ничего не	5	5
66	не могут	2	4
67	все эти	2	4
68	с другой	9	4
69	это не	10	4
70	с этой	6	4
71	то время	2	4
72	так что	3	4
73	при этом	4	4
74	в самом	2	4
75	на этот	2	4
76	в свете	3	4
77	стоит в	2	4
78	и другое	2	4
79	не имеет	4	4
80	и по	3	4
81	время как	2	4
82	что мы	3	4
83	в состоянии	4	4
84	мы видим	10	4
85	тем более	2	4
86	вообще не	2	4
87	в качестве	3	4
88	еще не	8	4
89	для объяснения	3	4
90	вместе с	7	4
91	этой точки	3	4
92	не менее	5	3
93	способность к	2	3
94	раньше чем	3	3
95	прежде всего	2	3
96	мы знаем	2	3
97	но это	3	3
98	одной стороны	5	3
99	и тот	2	3
100	в действительности	2	3
101	к нему	7	3
102	нас к	2	3
103	если в	2	3
104	и тем	2	3
105	мы видели	7	3
106	в их	4	3
107	с одной	5	3
108	они не	2	3
109	а в	10	3
110	приходит к	3	3
111	в этих	13	3
112	мы не	4	3
113	с этим	2	3
114	к этому	2	3
115	он может	4	3
116	все же	9	3
117	по существу	4	3
118	может идти	2	3
119	одной из	4	3
120	что и	8	3
121	говорит о	2	3
122	сих пор	3	3
123	ее в	3	3
124	вытекает из	2	3
125	и его	3	3
126	он в	2	3
127	связи с	3	3
128	ответ на	6	3
129	в чем	5	3
130	до сих	2	3
131	и другие	9	2
132	что у	4	2
133	и от	2	2
134	совершенно очевидно	2	2
135	происходит в	3	2
136	но все	4	2
137	это происходит	3	2
138	предположить что	3	2
139	на его	2	2
140	не имеют	2	2
141	в котором	2	2
142	из них	2	2
143	представляют собой	5	2
144	что она	5	2
145	все это	8	2
146	другой стороны	8	2
147	то и	4	2
148	совершенно ясно	4	2
149	и даже	3	2
150	к ним	2	2
151	и здесь	12	2
152	что эти	2	2
153	но они	3	2
154	в них	3	2
155	представления о	4	2
156	лежит в	2	2
157	но при	2	2
158	если он	3	2
159	вовсе не	4	2
160	его в	3	2
161	стороны и	2	2
162	в различных	3	2
163	то это	5	2
164	видим что	3	2
165	во всем	2	2
166	они же	3	2
167	когда он	3	2
168	во всех	7	2
169	только на	2	2
170	нами в	2	2
171	все дело	2	2
172	должны были	3	2
173	такое же	2	2
174	его на	2	2
175	должны быть	3	2
176	которые не	2	2
