N	2gram	Trubetskoy_1	Problema
1	и не	8	28
2	то есть	2	27
3	не только	7	24
4	только в	6	23
5	в виде	4	22
6	вовсе не	2	21
7	в том	30	20
8	и в	23	20
9	все эти	19	16
10	то что	18	15
11	потому что	9	15
12	у нас	3	14
13	было бы	3	14
14	но и	9	14
15	точки зрения	13	14
16	не в	8	13
17	также и	2	13
18	в нашем	3	12
19	не есть	2	12
20	в себе	5	12
21	том что	19	12
22	прежде всего	3	11
23	с точки	8	11
24	как будто	5	11
25	не менее	7	10
26	тем не	4	10
27	отнюдь не	2	10
28	так и	10	10
29	при помощи	3	10
30	может быть	16	9
31	все это	11	9
32	в этом	12	9
33	если бы	8	8
34	что он	7	8
35	таким образом	31	8
36	в результате	9	8
37	во всяком	2	8
38	и все	7	8
39	но в	4	8
40	с другой	6	7
41	это не	3	7
42	ясно что	8	7
43	есть в	2	7
44	еще не	5	7
45	и потому	3	7
46	то же	4	7
47	именно в	5	7
48	и с	5	7
49	в ней	3	7
50	хотя бы	4	7
51	всех этих	4	6
52	и без	5	6
53	и от	5	6
54	так что	5	6
55	для нас	3	6
56	как и	9	6
57	по своему	5	6
58	при этом	9	6
59	но если	2	6
60	в виду	2	6
61	другой стороны	5	6
62	в одно	2	6
63	в таком	4	6
64	в данном	3	6
65	только при	2	6
66	и вообще	3	6
67	но не	2	5
68	на самом	7	5
69	хотя и	4	5
70	в нем	3	5
71	и если	6	5
72	жизни и	2	5
73	вместе с	6	5
74	данном случае	3	5
75	так же	8	5
76	то и	2	5
77	не может	17	5
78	в них	2	5
79	так как	7	5
80	если мы	4	5
81	в этих	3	5
82	ничего общего	3	5
83	о том	7	5
84	с тем	2	4
85	но даже	3	4
86	и для	6	4
87	и ее	2	4
88	в самой	2	4
89	что его	4	4
90	в этой	6	4
91	тем самым	3	4
92	только не	2	4
93	несмотря на	6	4
94	как бы	10	4
95	всяком случае	2	4
96	тем более	3	4
97	во всех	10	4
98	отличается от	6	4
99	и только	2	4
100	с этим	11	4
101	в разных	3	4
102	а в	3	4
103	и наконец	3	4
104	жизнь и	3	4
105	в то	6	4
106	с ним	6	4
107	в связи	3	3
108	к тому	8	3
109	и более	2	3
110	уже и	3	3
111	независимо от	2	3
112	можно ли	2	3
113	все они	5	3
114	в жизни	3	3
115	виде как	2	3
116	и к	5	3
117	как мы	2	3
118	все в	2	3
119	для него	2	3
120	но все	5	3
121	это есть	4	3
122	в начале	2	3
123	связи с	4	3
124	в истории	3	3
125	на себе	2	3
126	совершенно не	3	3
127	конечно не	3	3
128	между прочим	2	3
129	в его	5	3
130	не так	4	3
131	что и	7	3
132	что в	8	3
133	другими словами	2	3
134	в своем	10	3
135	даже если	2	3
136	не было	2	3
137	заметим что	2	3
138	самом деле	12	3
139	для того	8	3
140	из которых	4	3
141	что мы	4	3
142	к нему	2	3
143	и на	6	3
144	из них	5	3
145	мы все	2	3
146	но как	2	3
147	в сознании	6	3
148	в другом	2	3
149	мы должны	4	3
150	а это	2	3
151	из этого	6	3
152	в области	4	3
153	мы можем	6	3
154	в частности	2	2
155	по этому	2	2
156	из себя	10	2
157	между собой	4	2
158	для этого	7	2
159	столь же	5	2
160	но так	2	2
161	в конце	4	2
162	разобраться в	2	2
163	на все	5	2
164	представить себе	2	2
165	для себя	2	2
166	а наоборот	3	2
167	при условии	2	2
168	о которых	6	2
169	тому же	6	2
170	то в	2	2
171	что они	2	2
172	так чтобы	2	2
173	заключается в	2	2
174	не очень	2	2
175	том виде	2	2
176	то время	2	2
177	по одному	3	2
178	тот же	3	2
179	и может	3	2
180	нет в	2	2
181	что это	5	2
182	в самом	8	2
183	общего с	2	2
184	том чтобы	2	2
185	между собою	5	2
186	они могут	2	2
187	он не	3	2
188	чтобы все	3	2
189	не вполне	3	2
190	никто не	2	2
191	в котором	2	2
192	только один	2	2
193	все же	13	2
194	с ее	2	2
195	однако мы	2	2
196	на этой	2	2
197	не будет	5	2
198	он тоже	2	2
199	можно назвать	3	2
200	если он	2	2
201	или менее	7	2
202	всех других	2	2
203	в совершенно	3	2
204	на земле	3	2
205	совершенно ясно	2	2
206	и что	8	2
207	того чтобы	8	2
208	ни было	2	2
209	только что	3	2
210	и по	3	2
211	друг друга	2	2
212	уже более	2	2
213	с ними	2	2
214	и где	2	2
215	говорить о	2	2
216	и то	4	2
217	во всем	3	2
218	далеко не	5	2
219	его в	5	2
220	и это	3	2
221	редких случаях	2	2
222	очень много	3	2
223	в которой	5	2
224	того же	9	2
225	более или	7	2
226	идет речь	8	2
227	не то	3	2
228	но по	3	2
229	однако это	2	2
