N	2gram	Vygotskiy__5	DiskursI
1	при этом	4	17
2	состоит в	6	16
3	в качестве	4	16
4	и в	16	16
5	может быть	9	16
6	как и	8	16
7	в этом	25	16
8	и не	12	15
9	а не	10	14
10	в частности	3	12
11	в отличие	2	12
12	отличие от	2	12
13	представляет собой	7	11
14	но и	6	11
15	но в	6	11
16	том что	15	10
17	не только	16	10
18	так и	7	9
19	не может	18	9
20	в том	18	8
21	как в	5	8
22	не менее	3	7
23	прежде всего	3	7
24	в нем	7	7
25	но не	10	7
26	еще не	4	6
27	все же	3	6
28	в своей	2	6
29	то же	8	6
30	тем самым	8	6
31	в своих	2	6
32	по своей	3	6
33	а с	2	5
34	что в	16	5
35	в своем	5	5
36	с другой	4	5
37	для него	5	5
38	то что	26	5
39	и на	6	5
40	в то	5	5
41	в одном	3	4
42	к этому	3	4
43	к его	3	4
44	в пределах	4	4
45	одной стороны	3	4
46	как бы	5	4
47	отношению к	12	4
48	по отношению	12	4
49	этом отношении	5	4
50	с одной	3	4
51	потому что	21	4
52	в основе	8	4
53	точки зрения	18	4
54	в этой	6	4
55	и то	4	4
56	о том	8	4
57	не является	5	4
58	и может	3	3
59	могут быть	4	3
60	в этих	3	3
61	в них	2	3
62	столь же	2	3
63	это не	4	3
64	из виду	2	3
65	и того	3	3
66	и как	3	3
67	не в	6	3
68	можно сказать	5	3
69	он не	8	3
70	в его	11	3
71	еще в	3	3
72	в котором	2	3
73	к жизни	3	3
74	принадлежит к	2	3
75	из них	2	3
76	жизни и	2	3
77	приводит к	7	3
78	все эти	4	3
79	внутренней речи	7	3
80	как на	3	3
81	и его	3	3
82	но это	3	3
83	одного и	3	3
84	в другом	6	3
85	не знает	5	3
86	как будто	2	3
87	только в	10	3
88	его в	2	3
89	же как	7	2
90	никогда не	5	2
91	которая в	2	2
92	и чужого	3	2
93	в целом	4	2
94	как уже	3	2
95	этом случае	3	2
96	с таким	3	2
97	стороны и	2	2
98	в ходе	12	2
99	в той	6	2
100	что он	25	2
101	не требует	2	2
102	такой же	4	2
103	является не	2	2
104	того же	7	2
105	должна быть	5	2
106	отношение к	11	2
107	с их	4	2
108	о чем	2	2
109	свое время	2	2
110	в ней	2	2
111	в свое	2	2
112	отношения между	3	2
113	не с	2	2
114	что и	3	2
115	с точки	9	2
116	вместе с	4	2
117	не на	3	2
118	к их	2	2
119	именно в	4	2
120	в себя	3	2
121	все это	2	2
122	другой стороны	2	2
123	речи в	6	2
124	должно быть	8	2
125	а в	3	2
126	той же	4	2
127	тому как	4	2
128	совпадает с	2	2
129	оказывается не	2	2
130	в результате	4	2
131	их в	2	2
132	и с	3	2
133	может иметь	2	2
134	подобно тому	4	2
135	говорить о	3	2
136	на примере	3	2
137	в области	12	2
138	между тем	3	2
139	но при	2	2
