N	2gram	Vygotskiy__1	Marksizm
1	может быть	22	28
2	и в	31	19
3	как бы	5	19
4	и не	16	19
5	не может	17	18
6	в процессе	5	18
7	точки зрения	15	17
8	то же	5	16
9	и его	7	16
10	как мы	2	15
11	в этом	12	15
12	таким образом	20	14
13	в сущности	10	14
14	не только	13	13
15	с точки	2	13
16	в нем	2	11
17	если бы	6	11
18	вовсе не	6	11
19	не в	11	10
20	но и	2	10
21	том что	16	10
22	так и	3	10
23	при этом	19	9
24	в основе	2	9
25	как и	16	9
26	на почве	2	9
27	самом деле	9	9
28	а не	13	9
29	слова в	3	8
30	отнюдь не	6	8
31	не является	5	8
32	в то	5	8
33	только в	14	8
34	никогда не	8	7
35	в связи	2	7
36	в том	30	7
37	его в	2	7
38	но в	3	7
39	прежде всего	4	7
40	одна из	4	7
41	на самом	2	7
42	и для	5	7
43	в таком	3	7
44	к тому	4	6
45	ни в	9	6
46	и как	2	6
47	того чтобы	7	6
48	в самом	11	6
49	и следовательно	2	6
50	же самое	2	6
51	и все	5	6
52	между тем	4	6
53	если мы	12	6
54	для того	6	6
55	мы можем	4	6
56	смысле слова	3	5
57	к нему	2	5
58	так же	12	5
59	и здесь	2	5
60	к этому	4	5
61	того же	2	5
62	совершенно не	5	5
63	в его	6	5
64	этого слова	4	5
65	все же	5	5
66	выражения и	2	4
67	должна быть	3	4
68	тому что	4	4
69	одного и	2	4
70	на то	10	4
71	то что	32	4
72	и тем	2	4
73	мы видели	2	4
74	и их	2	4
75	того что	10	4
76	речь и	2	4
77	сказать что	7	4
78	бы в	2	4
79	в русском	2	4
80	как раз	2	4
81	смысле этого	2	4
82	что он	7	4
83	было бы	6	4
84	только на	3	4
85	русском языке	2	4
86	тем же	3	4
87	в слове	3	4
88	в себе	4	4
89	ничего не	2	4
90	не существует	2	3
91	в этих	4	3
92	в какой	5	3
93	столь же	4	3
94	с другой	5	3
95	и от	2	3
96	в этой	3	3
97	одной стороны	6	3
98	в котором	4	3
99	его и	3	3
100	в каком	2	3
101	а в	6	3
102	с этим	3	3
103	с одной	5	3
104	что оно	3	3
105	не было	3	3
106	о том	7	3
107	так как	18	3
108	таком случае	2	3
109	к которым	3	3
110	по себе	9	3
111	в ее	5	3
112	у нас	4	3
113	в качестве	2	3
114	до сих	3	3
115	он не	3	3
116	что и	13	3
117	не есть	3	3
118	не будет	3	3
119	в своей	3	3
120	мысли и	2	3
121	только что	2	3
122	в отличие	3	3
123	развития языка	2	3
124	на основе	2	3
125	форму и	2	3
126	той же	3	3
127	и то	2	3
128	во всяком	8	3
129	могут быть	11	3
130	и это	3	3
131	отличие от	4	3
132	сих пор	3	3
133	уже в	3	2
134	все время	4	2
135	независимо от	2	2
136	что в	23	2
137	что это	6	2
138	именно эти	3	2
139	точку зрения	3	2
140	формы и	5	2
141	в одной	3	2
142	вопрос о	3	2
143	в собственном	3	2
144	мы знаем	3	2
145	тому же	3	2
146	что они	2	2
147	более или	2	2
148	но что	2	2
149	до конца	6	2
150	о чем	2	2
151	и у	4	2
152	всяком случае	6	2
153	в зависимости	5	2
154	жизни и	3	2
155	в своем	3	2
156	и даже	6	2
157	как на	3	2
158	ее от	3	2
159	и с	2	2
160	но как	2	2
161	все то	3	2
162	то есть	26	2
163	или как	2	2
164	у него	4	2
165	в жизни	2	2
166	стороны и	3	2
167	различие между	4	2
168	зависимости от	6	2
169	но не	3	2
170	ли это	2	2
171	мы увидим	4	2
172	и о	4	2
173	и потому	2	2
174	мы никогда	4	2
175	но к	3	2
176	собственном смысле	3	2
177	или менее	2	2
178	приводит к	2	2
179	и тогда	2	2
180	должны быть	3	2
181	чтобы понять	4	2
182	мы не	12	2
183	может стать	3	2
184	далеко не	2	2
185	если же	2	2
186	там где	4	2
187	от него	2	2
188	вместе с	8	2
