N	2gram	Losev_Prob_1	Psycholo
1	и в	32	38
2	то что	42	35
3	все время	2	30
4	в том	9	25
5	в самом	6	25
6	самом деле	6	21
7	что в	12	20
8	может быть	14	19
9	и что	9	18
10	на то	8	16
11	что она	5	16
12	точки зрения	3	16
13	то есть	33	15
14	если бы	4	14
15	том что	12	14
16	как бы	14	14
17	и т	11	14
18	потому что	16	14
19	в этой	10	13
20	в этом	19	13
21	мы видим	2	12
22	было бы	8	12
23	не только	17	12
24	мы увидим	3	12
25	таким образом	6	12
26	не в	4	12
27	что он	7	11
28	что это	3	10
29	в сущности	2	10
30	то же	10	10
31	же самое	9	10
32	и не	31	10
33	и все	7	10
34	о которых	3	9
35	с точки	3	9
36	того чтобы	9	9
37	с тем	5	8
38	перед нами	5	8
39	с этим	3	8
40	вовсе не	35	8
41	для нас	5	8
42	как и	3	8
43	так что	6	8
44	и как	6	8
45	как раз	13	8
46	но только	2	8
47	для того	8	8
48	и то	6	8
49	и это	9	8
50	с другой	3	7
51	в ее	3	7
52	а не	15	7
53	мы можем	4	7
54	никак не	4	7
55	не может	8	7
56	как мы	7	7
57	а в	4	7
58	между тем	2	7
59	мы уже	5	7
60	из них	3	6
61	и здесь	6	6
62	к тому	3	6
63	до сих	3	6
64	она не	2	6
65	один из	4	6
66	и если	6	6
67	в котором	5	6
68	не имеет	2	6
69	указывает на	14	6
70	тому что	4	6
71	он не	3	6
72	которых мы	2	6
73	так как	11	6
74	если мы	11	6
75	как это	6	6
76	и его	3	6
77	и на	8	6
78	в которых	3	6
79	о том	11	6
80	ясно что	3	6
81	казалось бы	4	5
82	в своем	5	5
83	несмотря на	3	5
84	совершенно не	6	5
85	в своей	8	5
86	вместе с	2	5
87	но и	9	5
88	сих пор	3	5
89	другой стороны	3	5
90	или в	4	5
91	действующих лиц	2	5
92	мы не	2	5
93	в его	6	5
94	в которой	2	5
95	что если	2	4
96	никогда не	7	4
97	что они	3	4
98	по своему	9	4
99	при этом	6	4
100	не можем	2	4
101	и для	4	4
102	во всех	7	4
103	в самой	3	4
104	но если	2	4
105	в нем	13	4
106	ее в	2	4
107	как в	4	4
108	смысл и	3	4
109	т д	10	4
110	все эти	8	4
111	при помощи	13	4
112	того что	7	4
113	и даже	11	4
114	что этот	2	4
115	сказать что	13	4
116	больше чем	2	4
117	в нас	2	4
118	только в	7	4
119	и другое	2	4
120	как будто	3	4
121	в себе	15	4
122	не то	2	4
123	в виду	6	4
124	в них	7	3
125	только для	3	3
126	из этих	2	3
127	что все	3	3
128	ни в	7	3
129	конечно в	2	3
130	но это	8	3
131	без всяких	2	3
132	совсем не	4	3
133	того же	3	3
134	мы говорили	4	3
135	и о	8	3
136	все это	7	3
137	то и	6	3
138	это только	2	3
139	и только	4	3
140	мы хотим	3	3
141	что не	3	3
142	который мы	2	3
143	по его	2	3
144	в таком	9	3
145	и тем	13	3
146	того как	3	3
147	тем что	7	3
148	далеко не	5	3
149	в то	6	3
150	его в	6	3
151	здесь не	7	3
152	едва ли	2	3
153	но в	14	3
154	и которые	5	3
155	в данном	9	2
156	не могут	2	2
157	всех этих	7	2
158	в этих	3	2
159	отнюдь не	10	2
160	хотя бы	3	2
161	и во	3	2
162	на самом	6	2
163	во всяком	7	2
164	друг другу	2	2
165	что оно	3	2
166	но что	2	2
167	и ее	8	2
168	и поэтический	2	2
169	уже давно	2	2
170	только что	2	2
171	увидим ниже	2	2
172	или не	3	2
173	же в	4	2
174	как же	3	2
175	уже не	3	2
176	у нас	14	2
177	по существу	2	2
178	это есть	9	2
179	без всякой	2	2
180	есть в	5	2
181	что здесь	3	2
182	есть именно	5	2
183	или вернее	3	2
184	только то	4	2
185	здесь в	3	2
186	для него	2	2
187	у древних	3	2
188	и может	2	2
189	и часто	2	2
190	со всеми	2	2
191	том как	2	2
192	образом и	2	2
193	мы в	3	2
194	например в	2	2
195	и который	2	2
196	но он	3	2
197	по преимуществу	2	2
198	большей частью	2	2
199	и очень	2	2
200	указывают на	2	2
201	всяком случае	3	2
202	для этого	3	2
203	и уже	3	2
204	все другие	2	2
205	данном случае	8	2
206	говорит о	3	2
207	что же	9	2
208	что его	3	2
209	так же	9	2
210	в виде	15	2
211	еще и	5	2
212	не просто	23	2
213	есть только	8	2
214	и всегда	2	2
215	ясно и	2	2
216	в качестве	2	2
217	в конце	6	2
218	не имеют	5	2
219	их в	4	2
220	он в	2	2
221	и следовательно	3	2
222	одно из	2	2
223	все прочие	2	2
224	заставляет нас	2	2
225	и ничего	2	2
226	к его	2	2
227	но как	6	2
228	в истории	4	2
229	очень трудно	2	2
230	однако и	3	2
231	на возможность	2	2
232	когда мы	8	2
233	с ним	3	2
234	ничего не	10	2
235	в эту	2	2
