N	2gram	Savitsky_E_1	FransuaR
1	и в	37	41
2	то есть	6	24
3	во всех	6	17
4	таким образом	2	17
5	и с	2	16
6	но и	14	13
7	как мы	5	12
8	в этом	12	12
9	прежде всего	9	10
10	в самом	4	10
11	не только	18	10
12	так как	7	10
13	то что	6	10
14	и на	6	9
15	и все	2	9
16	о том	3	9
17	никогда не	3	8
18	в этой	2	8
19	но в	14	8
20	в них	3	7
21	вовсе не	6	7
22	том что	6	7
23	как бы	6	7
24	как и	7	7
25	что в	21	7
26	в его	2	7
27	мы видим	2	6
28	вместе с	2	6
29	или в	2	6
30	также и	7	6
31	сказать что	4	6
32	в то	16	6
33	то же	15	5
34	в одном	2	5
35	в ее	8	5
36	так же	9	5
37	же время	14	5
38	а также	7	5
39	из них	3	5
40	так и	10	5
41	в своем	14	5
42	большинстве случаев	3	5
43	в той	5	5
44	и что	2	5
45	тем что	3	5
46	в себе	9	5
47	там где	3	5
48	что это	2	5
49	с другой	7	4
50	и от	3	4
51	именно в	4	4
52	и как	2	4
53	не в	5	4
54	в большинстве	2	4
55	одной стороны	8	4
56	меньшей степени	2	4
57	в ней	4	4
58	в котором	2	4
59	даже в	4	4
60	не может	9	4
61	с одной	8	4
62	как в	3	4
63	того чтобы	6	4
64	и наконец	2	4
65	и даже	6	4
66	а в	2	4
67	в результате	3	4
68	того же	3	4
69	он сам	2	3
70	во втором	2	3
71	с этой	6	3
72	с этим	2	3
73	одной из	5	3
74	есть в	2	3
75	было бы	8	3
76	жизни и	2	3
77	связано с	3	3
78	и для	3	3
79	этом отношении	3	3
80	и не	14	3
81	того что	7	3
82	человеческого рода	2	3
83	между ними	2	3
84	к нему	2	3
85	с другими	2	3
86	в данном	3	3
87	только в	9	3
88	потому что	3	3
89	не могут	2	2
90	что если	2	2
91	в частности	5	2
92	в этих	2	2
93	и во	2	2
94	себе в	3	2
95	что все	2	2
96	представление о	2	2
97	с более	3	2
98	стороны и	6	2
99	для нас	4	2
100	в том	11	2
101	ведь и	2	2
102	тем более	4	2
103	но не	5	2
104	в значительной	2	2
105	должна быть	2	2
106	кажется что	2	2
107	может быть	6	2
108	в своей	8	2
109	хотя и	2	2
110	он не	2	2
111	но если	5	2
112	и потому	5	2
113	в развитии	2	2
114	мы видели	3	2
115	и отчасти	2	2
116	данном случае	2	2
117	а именно	2	2
118	другой стороны	2	2
119	и прежде	3	2
120	не на	4	2
121	еще более	2	2
122	как это	4	2
123	но с	2	2
124	из того	2	2
125	и сейчас	2	2
126	в истории	2	2
127	заключается в	2	2
128	а не	2	2
129	с точки	17	2
130	мы не	4	2
131	и то	2	2
132	между тем	8	2
133	точки зрения	23	2
134	начиная с	2	2
135	море и	2	2
136	бы в	2	2
137	мира и	3	2
138	отметить что	3	2
139	в области	11	2
140	тогда когда	2	2
141	в эту	2	2
142	мира в	4	2
