N	2gram	Bakhtin_Fr_4	Vladivir
1	и в	29	31
2	в году	3	30
3	не только	10	24
4	но и	9	19
5	то что	4	18
6	и не	16	17
7	у него	5	15
8	и даже	3	15
9	он был	2	14
10	том что	3	14
11	в этом	11	14
12	и с	9	14
13	там же	3	13
14	что он	4	12
15	в его	8	12
16	но в	12	12
17	с его	4	11
18	в том	7	11
19	между прочим	2	11
20	о том	2	11
21	и то	2	10
22	также и	4	10
23	он не	3	10
24	никогда не	2	9
25	как мы	10	9
26	даже и	2	9
27	только в	2	9
28	в конце	9	9
29	в дальнейшем	3	8
30	и по	5	8
31	в то	10	8
32	так как	7	8
33	уже в	2	7
34	кроме того	2	7
35	в доме	3	7
36	как раз	2	7
37	и его	8	7
38	сказать что	5	7
39	мы уже	10	7
40	еще и	7	7
41	он и	5	6
42	к этому	2	6
43	и к	2	6
44	в качестве	3	6
45	того же	5	6
46	и сам	3	6
47	может быть	2	6
48	в котором	2	6
49	так и	11	6
50	не может	2	6
51	то же	10	6
52	то он	2	6
53	это был	2	5
54	все это	4	5
55	вовсе не	9	5
56	но как	3	5
57	а также	2	5
58	жизни и	4	5
59	в своих	2	5
60	но он	6	5
61	с ним	2	5
62	же время	8	4
63	в своем	3	4
64	что у	3	4
65	и все	13	4
66	в нем	5	4
67	в себе	3	4
68	да и	2	4
69	как и	12	4
70	и как	3	4
71	в этой	13	4
72	по своей	3	4
73	хотя и	2	4
74	один из	4	4
75	в нашем	4	4
76	себя в	2	4
77	в своей	5	4
78	ни с	2	4
79	в особенности	2	4
80	и у	2	4
81	как он	2	4
82	дело в	2	4
83	к нему	3	4
84	в которой	4	4
85	мы увидим	2	3
86	но только	2	3
87	к тому	2	3
88	с другой	4	3
89	и так	3	3
90	в жизни	2	3
91	со своими	2	3
92	как в	2	3
93	но не	2	3
94	но это	4	3
95	что они	2	3
96	более или	3	3
97	по своему	4	3
98	тот же	3	3
99	конце концов	4	3
100	все же	3	3
101	на его	2	3
102	или менее	3	3
103	другой стороны	3	3
104	таким образом	20	3
105	все эти	9	3
106	и вот	3	3
107	не мог	2	3
108	уже не	2	3
109	жизнь и	4	3
110	и на	11	3
111	и здесь	3	3
112	во время	10	3
113	но этот	2	3
114	здесь не	3	3
115	это конечно	2	3
116	то есть	21	3
117	но она	2	3
118	место в	2	2
119	тем что	4	2
120	уже и	2	2
121	время и	2	2
122	в частности	3	2
123	в них	7	2
124	не столько	2	2
125	образом в	3	2
126	его к	2	2
127	на первый	2	2
128	одной из	2	2
129	о его	2	2
130	ни в	2	2
131	это и	5	2
132	что я	2	2
133	на этом	2	2
134	то время	2	2
135	и тот	2	2
136	своего времени	3	2
137	еще не	4	2
138	при этом	3	2
139	того что	3	2
140	года и	2	2
141	и мы	2	2
142	конечно не	4	2
143	и о	5	2
144	которую он	4	2
145	и до	5	2
146	из них	6	2
147	из этого	2	2
148	со стороны	2	2
149	но мы	2	2
150	которых он	2	2
151	как к	3	2
152	и для	2	2
153	были в	4	2
154	и других	3	2
155	и за	3	2
156	того чтобы	3	2
157	для того	3	2
158	как на	2	2
159	той же	3	2
160	он стал	2	2
161	с ними	3	2
162	где он	2	2
163	в результате	4	2
164	точки зрения	4	2
165	у меня	2	2
166	один и	2	2
167	и это	2	2
168	всякого рода	2	2
169	в чем	3	2
