N	2gram	Vygotskiy__7	RusskieA
1	и в	26	36
2	не только	24	22
3	что в	12	19
4	том что	17	19
5	в том	18	17
6	но и	11	16
7	так как	14	15
8	во время	2	14
9	в этом	29	12
10	в этот	3	10
11	это не	3	10
12	как мы	14	10
13	как и	15	10
14	вместе с	12	10
15	потому что	16	10
16	об этом	3	9
17	а в	2	9
18	с тем	5	8
19	состоит в	3	8
20	у нас	2	8
21	может быть	7	8
22	один из	2	8
23	и по	3	8
24	о том	4	8
25	как это	5	8
26	что они	10	7
27	что и	3	7
28	так и	3	7
29	и других	2	7
30	и не	18	6
31	для нас	2	6
32	таким образом	23	6
33	мы не	7	6
34	все это	3	6
35	не имеет	2	6
36	то что	24	6
37	показывает что	2	5
38	этом случае	14	5
39	все же	6	5
40	как бы	6	5
41	в которых	2	5
42	одно из	5	5
43	как в	4	5
44	того как	2	5
45	тому что	9	4
46	из этих	3	4
47	к этому	2	4
48	с собой	3	4
49	к тому	7	4
50	что на	2	4
51	представляет собой	19	4
52	еще не	4	4
53	связи с	4	4
54	его с	3	4
55	во всех	6	4
56	и их	5	4
57	в их	2	4
58	не может	11	4
59	входит в	2	4
60	и что	6	4
61	того что	14	4
62	что этот	5	4
63	но это	3	4
64	тем что	9	4
65	только в	8	4
66	что по	2	4
67	слова в	5	3
68	не менее	4	3
69	о чем	4	3
70	что это	6	3
71	по этому	4	3
72	в этих	2	3
73	в качестве	5	3
74	представление о	7	3
75	в свою	2	3
76	и к	7	3
77	тем не	3	3
78	вывод что	2	3
79	не можем	4	3
80	и другой	3	3
81	несмотря на	2	3
82	только на	3	3
83	в основном	3	3
84	если в	4	3
85	приводит к	4	3
86	в середине	2	3
87	то же	8	3
88	она в	2	3
89	с точки	21	3
90	так же	14	3
91	ничего не	2	3
92	точки зрения	28	3
93	этого слова	3	3
94	в области	4	3
95	что ему	3	2
96	могут быть	2	2
97	в нашем	4	2
98	его и	2	2
99	между собой	6	2
100	что у	4	2
101	не означает	3	2
102	к другому	3	2
103	с этим	2	2
104	и потому	3	2
105	значение и	2	2
106	его к	2	2
107	в нем	2	2
108	его от	2	2
109	так что	4	2
110	мы видим	3	2
111	в силу	5	2
112	такой же	3	2
113	свою очередь	2	2
114	но не	3	2
115	в большинстве	2	2
116	как известно	2	2
117	привело к	2	2
118	до конца	5	2
119	она не	5	2
120	чем у	3	2
121	чем в	4	2
122	и всей	2	2
123	к слову	14	2
124	связь между	6	2
125	имеет место	4	2
126	том же	2	2
127	в ней	3	2
128	должно было	2	2
129	в его	4	2
130	нас к	6	2
131	и с	5	2
132	в целом	5	2
133	к другу	2	2
134	с ней	2	2
135	значения и	3	2
136	и до	2	2
137	к выводу	3	2
138	что она	8	2
139	этой работы	2	2
140	находится в	2	2
141	в свете	4	2
142	за счет	2	2
143	для этого	3	2
144	этому поводу	3	2
145	сомнений в	2	2
146	показывают что	2	2
147	должны были	2	2
148	все эти	6	2
149	в какой	6	2
150	на самом	3	2
151	можно говорить	2	2
152	а не	6	2
153	выводу что	2	2
154	только по	3	2
155	и для	5	2
156	приводит нас	3	2
157	с ним	3	2
158	или в	2	2
159	в своих	2	2
160	мы можем	3	2
161	между двумя	3	2
162	себя и	2	2
163	к ней	2	2
164	и здесь	2	2
165	но в	4	2
166	мы должны	6	2
167	этому же	2	2
168	большинстве случаев	2	2
