N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	40
2	то есть	19	18
3	и его	5	17
4	прежде всего	4	16
5	в этом	17	15
6	не только	32	13
7	и не	20	13
8	в его	9	13
9	что в	3	12
10	как и	7	11
11	но и	23	11
12	и т.п	8	10
13	как мы	3	10
14	и все	2	9
15	в сущности	3	9
16	может быть	25	9
17	он не	3	9
18	отношение к	2	8
19	в том	18	8
20	и до	2	8
21	у него	4	8
22	все эти	2	8
23	и с	4	8
24	и на	3	8
25	но в	6	8
26	в своем	2	7
27	и др	2	7
28	то же	4	7
29	же время	4	6
30	в той	6	6
31	связи с	4	6
32	в то	3	6
33	в литературе	2	5
34	здесь и	2	5
35	как раз	2	5
36	в нем	4	5
37	то что	11	5
38	в связи	2	5
39	не было	2	5
40	те же	4	5
41	а не	12	5
42	и для	2	5
43	в основе	5	5
44	в особенности	4	5
45	для него	2	5
46	том что	14	4
47	было бы	4	4
48	ни для	7	4
49	в ней	3	4
50	из них	3	4
51	и потому	2	4
52	а также	7	4
53	даже в	2	4
54	ни в	3	4
55	один из	3	4
56	в мире	9	4
57	в культуре	2	4
58	жизни и	3	4
59	жизнью и	2	4
60	роль в	2	4
61	о том	6	4
62	в данном	5	4
63	особенно в	3	4
64	и даже	3	4
65	в области	2	4
66	том числе	6	3
67	с его	6	3
68	в частности	14	3
69	в ее	3	3
70	в этой	5	3
71	одна из	3	3
72	еще не	7	3
73	такого рода	7	3
74	вплоть до	2	3
75	как бы	4	3
76	о нем	4	3
77	так и	9	3
78	как в	7	3
79	во всей	2	3
80	по отношению	7	3
81	не может	10	3
82	а в	11	3
83	самом деле	2	3
84	в значительной	2	3
85	между ними	2	3
86	и как	5	3
87	но все	4	3
88	можно было	2	3
89	сказать что	4	3
90	между тем	3	3
91	тем что	3	3
92	при этом	9	3
93	одно из	2	3
94	нуждается в	5	3
95	в отличие	5	3
96	они не	2	3
97	в себе	8	3
98	только в	4	3
99	на протяжении	6	3
100	здесь не	4	3
101	отличие от	5	3
102	не менее	3	2
103	включает в	2	2
104	уже в	3	2
105	времени и	7	2
106	в общей	2	2
107	о чем	2	2
108	хотя бы	4	2
109	с другой	8	2
110	это не	2	2
111	из этих	3	2
112	одного из	4	2
113	что он	6	2
114	или иной	5	2
115	можно сказать	5	2
116	все же	7	2
117	это и	3	2
118	основе своей	4	2
119	со смертью	2	2
120	но не	5	2
121	была и	2	2
122	переход от	4	2
123	как известно	2	2
124	например в	2	2
125	значительной степени	2	2
126	к нему	5	2
127	одним из	2	2
128	той или	4	2
129	отношению к	6	2
130	своего рода	12	2
131	данном случае	4	2
132	в форме	5	2
133	который в	2	2
134	этом отношении	3	2
135	именно в	6	2
136	хотя в	2	2
137	числе и	4	2
138	одной из	4	2
139	нового времени	2	2
140	точки зрения	10	2
141	и ее	2	2
142	но как	2	2
143	все то	2	2
144	далеко не	5	2
145	этого слова	2	2
