N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	44
2	и в	19	33
3	в этом	9	28
4	как бы	2	25
5	и что	2	25
6	потому что	2	24
7	для того	2	23
8	может быть	17	22
9	том что	7	22
10	что в	4	21
11	в том	10	21
12	о том	2	20
13	что он	3	20
14	как это	2	14
15	и не	11	13
16	то есть	5	13
17	так как	3	12
18	было бы	2	12
19	он не	5	11
20	не может	9	10
21	в его	4	10
22	в этой	3	9
23	как раз	2	9
24	то же	12	9
25	в конце	2	8
26	для этого	2	8
27	вместе с	5	8
28	для нас	2	7
29	до конца	2	7
30	так что	4	7
31	в нем	3	7
32	и только	2	7
33	не только	8	7
34	в ней	4	6
35	и т	2	6
36	точки зрения	4	6
37	как на	3	6
38	у него	2	6
39	в сущности	3	6
40	а не	20	6
41	в себе	6	6
42	никогда не	3	5
43	в какой	2	5
44	и как	3	5
45	в целом	2	5
46	мы не	4	5
47	и на	6	5
48	вовсе не	2	5
49	как он	2	5
50	с ним	2	5
51	как и	10	5
52	и его	3	5
53	все же	2	5
54	я не	5	4
55	первый раз	2	4
56	в частности	4	4
57	том чтобы	3	4
58	из них	2	4
59	жизни и	4	4
60	а в	3	4
61	и других	4	4
62	того что	5	4
63	с этой	2	4
64	с тем	2	4
65	в жизни	2	4
66	у нас	5	4
67	одна из	5	4
68	себя в	6	4
69	что не	2	4
70	с точки	3	4
71	той же	2	4
72	слова и	7	4
73	же как	2	3
74	с одной	7	3
75	в мире	9	3
76	тот же	2	3
77	на этом	2	3
78	одной стороны	6	3
79	был бы	2	3
80	с ее	2	3
81	и за	2	3
82	но и	10	3
83	и до	2	3
84	не было	2	3
85	в своих	2	3
86	в первый	2	3
87	в то	9	3
88	могло бы	2	3
89	в основе	2	3
90	в одном	2	3
91	идет о	3	3
92	но не	5	3
93	речь идет	3	3
94	что и	2	3
95	так и	7	3
96	как я	3	3
97	тем самым	3	3
98	из которых	2	3
99	за то	2	3
100	и он	3	3
101	к этой	2	3
102	и для	3	3
103	тем что	4	3
104	т п	2	3
105	уже в	2	2
106	столь же	5	2
107	с другой	8	2
108	прежде всего	4	2
109	в такой	2	2
110	такой же	3	2
111	же время	9	2
112	при этом	6	2
113	себе и	3	2
114	в виду	2	2
115	не является	2	2
116	один из	4	2
117	то как	2	2
118	в их	3	2
119	другой стороны	4	2
120	быть не	2	2
121	и наконец	2	2
122	в результате	2	2
123	и с	3	2
124	одно из	2	2
125	в руках	2	2
126	не в	4	2
127	в художественном	2	2
128	но в	2	2
129	в них	2	2
130	и к	2	2
131	в ее	2	2
132	в искусстве	4	2
133	по существу	3	2
134	представляет собой	2	2
135	над ним	2	2
136	во всех	3	2
137	не по	2	2
138	даже в	4	2
139	перед ним	2	2
140	со стороны	3	2
141	хотя бы	2	2
142	творческий акт	2	2
143	тому как	2	2
144	и то	3	2
145	не надо	2	2
146	в русской	4	2
147	едва ли	4	2
148	ничего не	3	2
