N	2gram	Propp_Isto_1	FransuaR
1	и в	28	29
2	таким образом	8	20
3	и не	9	16
4	в эпоху	2	15
5	в этой	6	13
6	как и	4	12
7	но в	8	12
8	так и	9	11
9	и на	4	11
10	в этом	8	11
11	то же	12	10
12	во время	3	10
13	как мы	3	10
14	в то	3	10
15	не только	12	10
16	вовсе не	2	9
17	но и	10	9
18	все эти	4	9
19	и с	4	9
20	его в	6	9
21	прежде всего	10	8
22	в его	5	8
23	и его	3	8
24	как бы	2	8
25	мы видели	2	7
26	еще и	2	7
27	так же	7	7
28	в том	9	7
29	так как	6	7
30	из них	3	6
31	в большинстве	4	6
32	здесь в	2	6
33	что это	8	5
34	это не	7	5
35	в нем	2	5
36	большинстве случаев	4	5
37	и по	3	5
38	сказать что	5	5
39	перед нами	3	4
40	только для	2	4
41	но они	2	4
42	в образе	3	4
43	что он	10	4
44	но это	4	4
45	связанные с	2	4
46	еще не	7	4
47	и др	7	4
48	один из	4	4
49	то что	9	4
50	конечно не	2	4
51	все это	4	4
52	с другой	6	4
53	также и	3	4
54	тем что	3	4
55	в доме	2	3
56	всех этих	2	3
57	в частности	2	3
58	в качестве	5	3
59	в своем	5	3
60	превращается в	4	3
61	самого начала	2	3
62	и здесь	7	3
63	в ее	2	3
64	а затем	2	3
65	все же	10	3
66	с самого	2	3
67	том что	7	3
68	и как	2	3
69	в дальнейшем	5	3
70	мы видим	11	3
71	более или	5	3
72	что здесь	5	3
73	тот же	2	3
74	того что	4	3
75	и их	3	3
76	он не	2	3
77	здесь не	4	3
78	или менее	5	3
79	другой стороны	5	3
80	при этом	3	3
81	и вот	2	3
82	там же	2	3
83	и даже	4	3
84	в ней	7	3
85	в себе	2	3
86	по своей	2	3
87	на эту	3	3
88	там где	4	3
89	связи с	4	2
90	и другие	4	2
91	к этому	2	2
92	в этих	7	2
93	поэтому в	2	2
94	большую роль	2	2
95	другими словами	4	2
96	но мы	2	2
97	у вас	2	2
98	к тому	6	2
99	на первый	2	2
100	одной из	2	2
101	из этого	2	2
102	и тот	2	2
103	что они	5	2
104	именно в	3	2
105	мы увидим	10	2
106	на этом	3	2
107	но не	5	2
108	то время	3	2
109	одной стороны	4	2
110	не может	15	2
111	и мы	2	2
112	может быть	25	2
113	но оно	4	2
114	это значение	2	2
115	у меня	3	2
116	никогда не	14	2
117	уже не	3	2
118	в котором	3	2
119	связи и	2	2
120	со стороны	2	2
121	на них	2	2
122	на котором	3	2
123	и для	4	2
124	себя в	2	2
125	это один	2	2
126	его и	2	2
127	как в	2	2
128	в ту	2	2
129	в их	3	2
130	как раз	2	2
131	не на	2	2
132	в особенности	2	2
133	их нельзя	2	2
134	с одной	4	2
135	всякого рода	2	2
136	они не	4	2
137	в обычае	2	2
138	мы здесь	3	2
139	между ними	2	2
140	представлений о	3	2
141	или в	5	2
142	то он	2	2
143	их в	5	2
144	в основе	4	2
145	образов и	2	2
146	как будто	4	2
147	только в	11	2
148	один и	2	2
149	о том	9	2
150	как он	2	2
151	дело в	3	2
152	и этим	2	2
153	с ним	2	2
154	это конечно	3	2
155	к которому	5	2
156	же не	3	2
