N	2gram	Medvedev_F_1	Problema
1	и в	24	44
2	вовсе не	10	37
3	и не	20	35
4	не есть	2	35
5	может быть	14	28
6	по себе	5	25
7	то что	8	23
8	в том	6	21
9	только в	2	19
10	а не	10	18
11	в этом	15	17
12	даже и	2	16
13	если мы	2	16
14	и даже	3	14
15	художественного произведения	23	14
16	не только	7	14
17	не в	8	13
18	и т	12	13
19	т д	8	13
20	то же	10	13
21	но в	5	12
22	не менее	11	10
23	но и	7	10
24	отнюдь не	6	10
25	у нас	5	10
26	как и	11	10
27	так и	18	10
28	это не	2	9
29	и от	7	9
30	в нем	14	9
31	и с	8	9
32	как бы	6	9
33	что он	3	9
34	в то	9	9
35	в его	23	9
36	что и	2	9
37	во всяком	4	9
38	и это	2	9
39	таким образом	13	9
40	сама по	2	8
41	что в	4	8
42	только и	4	8
43	ни в	2	8
44	того что	5	8
45	но это	3	8
46	было бы	6	8
47	он не	3	8
48	художественное произведение	6	8
49	как раз	2	8
50	как мы	5	8
51	в себе	3	8
52	связи с	3	8
53	здесь не	3	8
54	с другой	5	7
55	не может	16	7
56	в связи	4	7
57	уже не	2	7
58	все эти	6	7
59	и что	2	7
60	с ним	2	7
61	это и	3	7
62	и потому	9	7
63	на самом	7	7
64	мы не	3	7
65	никогда не	4	6
66	для этого	4	6
67	то ни	3	6
68	и если	2	6
69	всяком случае	4	6
70	в целом	6	6
71	жизни и	7	6
72	того или	2	6
73	сами по	2	6
74	ясно что	3	6
75	и к	4	6
76	все же	3	6
77	не было	3	5
78	в нашем	2	5
79	а только	2	5
80	нас не	2	5
81	с тем	2	5
82	как о	4	5
83	в ней	10	5
84	все это	9	5
85	в своем	11	5
86	а в	6	5
87	точки зрения	16	5
88	и здесь	6	5
89	значение и	3	5
90	еще не	6	5
91	за пределы	2	5
92	в своей	11	5
93	как в	8	5
94	так же	4	5
95	только на	5	5
96	тем самым	3	5
97	и его	10	5
98	этого слова	3	5
99	при этом	5	4
100	отличается от	3	4
101	чем же	2	4
102	и является	2	4
103	в искусстве	5	4
104	раз и	2	4
105	бы то	3	4
106	в ее	8	4
107	же как	2	3
108	формы и	5	3
109	прежде всего	22	3
110	к тому	3	3
111	ни было	2	3
112	и как	3	3
113	но все	2	3
114	в этой	6	3
115	для него	3	3
116	в самом	5	3
117	уже как	2	3
118	значение в	3	3
119	отношения к	6	3
120	но эта	2	3
121	не так	2	3
122	с этой	4	3
123	ни на	3	3
124	его в	3	3
125	бы быть	2	3
126	могло бы	2	3
127	если бы	4	3
128	или иного	3	3
129	художественном произведении	3	3
130	же в	3	3
131	но не	3	3
132	здесь в	2	3
133	в художественном	3	3
134	она не	6	3
135	его как	3	3
136	быть и	4	3
137	во всей	2	3
138	и все	6	3
139	самом деле	6	3
140	что такое	2	3
141	хотя бы	5	3
142	с другими	4	3
143	и ее	10	3
144	если же	2	3
145	ничего не	2	3
146	именно в	8	2
147	в частности	4	2
148	в отношении	3	2
149	а вовсе	2	2
150	всех этих	3	2
151	до сих	6	2
152	и художественная	2	2
153	у тургенева	2	2
154	искусства и	5	2
155	с ее	7	2
156	при таком	4	2
157	друг от	2	2
158	действительности как	2	2
159	и до	5	2
160	от того	2	2
161	в их	11	2
162	с одной	4	2
163	произведения и	8	2
164	друг друга	4	2
165	его не	2	2
166	как на	4	2
167	в результате	2	2
168	в основе	3	2
169	с этим	2	2
170	настоящее время	10	2
171	бы в	3	2
172	как это	6	2
173	произведения в	8	2
174	в самой	2	2
175	а как	2	2
176	нисколько не	2	2
177	и более	2	2
178	и слишком	2	2
179	по существу	2	2
180	мы видели	2	2
181	литературы и	2	2
182	и может	4	2
183	от друга	2	2
184	во всех	5	2
185	мы ни	2	2
186	в настоящее	10	2
187	произведение в	3	2
188	и особенно	2	2
189	когда он	3	2
190	в процессе	9	2
191	вместе с	2	2
192	чисто художественной	2	2
193	сих пор	6	2
194	и художественной	2	2
195	жизнь и	3	2
196	с точки	13	2
197	у них	3	2
198	художественной структуры	6	2
199	ничем не	3	2
200	он в	2	2
201	как она	3	2
202	жизни но	2	2
203	в которой	4	2
