N	2gram	Trubetskoy_1	Narrotol
1	не только	9	31
2	но и	10	27
3	и не	19	23
4	при этом	5	19
5	может быть	9	15
6	в частности	2	14
7	в качестве	3	14
8	как и	4	13
9	а не	2	13
10	а в	5	13
11	только в	5	12
12	в этом	17	12
13	и в	14	11
14	в данном	7	11
15	состоит в	2	10
16	тогда как	2	10
17	то что	13	9
18	то же	11	8
19	в том	17	8
20	данном случае	3	8
21	со стороны	4	8
22	не может	22	8
23	уже не	2	8
24	если бы	6	7
25	у него	2	7
26	том что	9	7
27	но в	2	7
28	и т.д	4	6
29	к тому	7	6
30	не в	4	6
31	в самом	3	6
32	как бы	4	6
33	жизни и	4	6
34	или в	3	6
35	в себе	9	6
36	в его	4	6
37	в этой	4	6
38	той или	3	5
39	в своей	5	5
40	тем самым	2	5
41	и на	5	5
42	потому что	5	5
43	точки зрения	11	5
44	никогда не	5	4
45	из этих	3	4
46	к себе	2	4
47	или иной	5	4
48	все же	4	4
49	для него	6	4
50	то в	3	4
51	но не	4	4
52	же время	10	4
53	прежде всего	8	4
54	еще не	3	4
55	к нему	2	4
56	в ней	2	4
57	и тем	2	4
58	в нем	5	4
59	в мире	4	4
60	этом и	2	4
61	из них	3	4
62	по себе	2	4
63	и состоит	2	4
64	того что	3	4
65	того чтобы	8	4
66	на себя	2	4
67	в то	10	4
68	о том	7	4
69	одна из	3	4
70	в сознании	3	4
71	он сам	3	3
72	что в	4	3
73	в своем	6	3
74	что он	6	3
75	сводится к	3	3
76	и как	3	3
77	в начале	2	3
78	самом деле	7	3
79	для того	6	3
80	и о	2	3
81	но для	2	3
82	он не	5	3
83	речь идет	2	3
84	по отношению	2	3
85	не было	3	3
86	именно в	3	3
87	лишь в	3	3
88	к чему	2	3
89	в глазах	2	3
90	и то	4	3
91	их в	2	3
92	и с	7	3
93	как будто	2	3
94	между тем	5	3
95	этого не	2	2
96	зависит от	2	2
97	для них	3	2
98	отнюдь не	7	2
99	в этих	2	2
100	его и	2	2
101	между собой	5	2
102	не подлежит	2	2
103	в конце	3	2
104	на то	5	2
105	что может	3	2
106	да и	3	2
107	она может	3	2
108	при отсутствии	2	2
109	все что	4	2
110	до сих	5	2
111	она не	2	2
112	и является	2	2
113	всяком случае	6	2
114	если в	6	2
115	хотя бы	5	2
116	себя в	4	2
117	не будет	7	2
118	вместе с	4	2
119	быть и	2	2
120	сих пор	5	2
121	только на	2	2
122	и тогда	2	2
123	жизни в	5	2
124	и только	5	2
125	если не	2	2
126	и вот	2	2
127	и даже	2	2
128	и для	6	2
129	друг друга	3	2
130	в таком	2	2
131	в результате	2	2
132	во всяком	9	2
133	мы можем	2	2
134	не о	2	2
135	и от	2	2
136	связи с	3	2
137	ни от	2	2
138	с ним	2	2
139	в области	2	2
