N	2gram	Propp_Isto_3	Dialekti
1	т е	16	30
2	и не	12	30
3	может быть	11	20
4	и в	22	19
5	не только	14	19
6	и т	16	17
7	а не	6	16
8	т д	15	15
9	то что	7	14
10	что она	5	14
11	и даже	2	14
12	в том	9	14
13	так как	7	14
14	потому что	3	14
15	вовсе не	2	13
16	но и	12	12
17	то же	6	12
18	точки зрения	2	12
19	и все	3	12
20	ни в	2	10
21	как и	3	10
22	и как	3	10
23	в нем	9	10
24	так и	2	10
25	том что	8	10
26	это не	6	10
27	сказать что	3	10
28	никогда не	3	9
29	не может	4	9
30	прежде всего	3	8
31	она не	4	8
32	мы уже	6	8
33	не в	4	8
34	в этом	17	8
35	как это	4	7
36	но это	3	7
37	и к	3	7
38	совершенно не	2	7
39	что в	15	7
40	время как	2	7
41	и то	2	7
42	как будто	2	7
43	так что	5	7
44	я не	3	6
45	что он	9	6
46	что не	2	6
47	да и	2	6
48	что они	8	6
49	в то	2	6
50	но не	7	6
51	есть и	5	6
52	того что	5	6
53	жизни и	2	6
54	с другой	7	5
55	есть ли	2	5
56	а она	2	5
57	в силу	2	5
58	можно сказать	2	5
59	и пр	11	5
60	и потому	2	5
61	что и	9	5
62	и это	2	5
63	а именно	4	5
64	все равно	3	5
65	и что	2	5
66	и его	4	5
67	только в	4	5
68	о том	3	5
69	и с	4	5
70	независимо от	2	4
71	и есть	2	4
72	в своем	2	4
73	в одном	2	4
74	как таковой	2	4
75	все же	5	4
76	при этом	2	4
77	говорят что	2	4
78	то время	2	4
79	еще не	10	4
80	к нему	5	4
81	он не	5	4
82	связи с	6	4
83	быть и	3	4
84	другой стороны	7	4
85	в связи	3	4
86	таким образом	10	4
87	и вот	2	4
88	есть только	2	4
89	а в	6	4
90	в одной	3	4
91	могут быть	5	4
92	но он	4	4
93	в другом	2	4
94	как только	2	3
95	не менее	5	3
96	и уже	2	3
97	всех этих	2	3
98	и более	2	3
99	же как	2	3
100	иное как	3	3
101	все время	2	3
102	можно ли	3	3
103	в этих	11	3
104	и от	3	3
105	вопрос о	2	3
106	не что	3	3
107	как мы	8	3
108	что иное	3	3
109	уже не	7	3
110	в этой	5	3
111	было бы	3	3
112	себе и	2	3
113	у меня	5	3
114	даже в	2	3
115	из них	7	3
116	с этим	8	3
117	не было	2	3
118	мы имеем	19	3
119	после этого	2	3
120	в данном	4	3
121	уже знаем	2	3
122	они не	4	3
123	его в	3	3
124	то не	2	3
125	в чем	3	3
126	ничего не	6	3
127	же не	2	3
128	связана с	3	2
129	только не	2	2
130	в частности	5	2
131	что у	3	2
132	ко мне	2	2
133	на самом	2	2
134	на очень	2	2
135	не знаю	8	2
136	в тех	2	2
137	то это	2	2
138	к тому	3	2
139	что на	4	2
140	тем не	5	2
141	же в	2	2
142	это еще	2	2
143	а я	2	2
144	но все	2	2
145	мы видим	8	2
146	однако это	3	2
147	эти два	3	2
148	об этой	2	2
149	с тем	2	2
150	до сих	5	2
151	на его	3	2
152	в ней	2	2
153	всяком случае	2	2
154	сих пор	5	2
155	на все	2	2
156	в некоторых	5	2
157	ее в	3	2
158	данном случае	3	2
159	от своих	2	2
160	так же	3	2
161	в царство	4	2
162	не раз	2	2
163	например в	2	2
164	с одной	2	2
165	как в	2	2
166	и они	4	2
167	можно только	3	2
168	и она	3	2
169	его не	3	2
170	или в	11	2
171	с ними	3	2
172	и потом	2	2
173	их в	3	2
174	между тем	2	2
175	тем что	4	2
176	в виде	2	2
177	что здесь	6	2
178	во время	6	2
179	во все	2	2
180	или не	2	2
181	или по	5	2
182	мы должны	7	2
183	во всяком	2	2
184	все эти	4	2
185	что по	2	2
186	но в	10	2
187	в жизни	2	2
188	вместе с	9	2
189	на этом	4	2
