N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	5	46
2	то есть	9	34
3	в слове	3	32
4	в том	8	32
5	и в	11	30
6	может быть	15	28
7	то же	8	23
8	не только	31	21
9	только в	12	21
10	но и	27	19
11	том что	7	18
12	то что	9	18
13	того что	4	18
14	что в	3	17
15	по себе	4	16
16	в себе	6	16
17	в сознании	4	15
18	не в	6	15
19	и не	23	15
20	а не	13	15
21	вместе с	2	12
22	а в	13	12
23	если бы	7	12
24	так и	5	11
25	как и	13	10
26	как в	4	10
27	в этом	12	10
28	в то	4	10
29	из этих	4	9
30	для него	4	9
31	в нем	4	9
32	мы не	3	9
33	между тем	3	9
34	в самом	6	8
35	в ней	4	8
36	что не	2	8
37	только что	2	8
38	что мы	2	8
39	и то	3	8
40	слова в	4	7
41	с другой	2	7
42	к тому	6	7
43	как мы	2	7
44	но не	4	7
45	тем самым	5	7
46	зависит от	2	6
47	что он	3	6
48	из них	4	6
49	не может	8	6
50	уже не	8	6
51	не имеет	2	6
52	с ним	2	6
53	и как	3	5
54	же время	4	5
55	в своем	3	5
56	еще не	4	5
57	и тем	4	5
58	отношению к	3	5
59	заключает в	2	5
60	не менее	3	5
61	по отношению	3	5
62	одно и	2	5
63	тому как	3	5
64	сказать что	2	5
65	столь же	5	4
66	оно не	2	4
67	и от	2	4
68	по мере	2	4
69	все что	2	4
70	в его	6	4
71	один из	6	4
72	другой стороны	2	4
73	и его	10	4
74	он не	3	4
75	не было	3	4
76	если не	2	4
77	все равно	2	4
78	для того	3	4
79	тем же	2	4
80	не существует	3	3
81	этого не	2	3
82	прежде всего	4	3
83	и все	3	3
84	тем не	3	3
85	именно в	3	3
86	не будет	2	3
87	свою очередь	2	3
88	мы можем	2	3
89	в свою	2	3
90	до сих	2	3
91	можно сказать	5	3
92	при этом	19	3
93	ни о	2	3
94	никак не	2	3
95	как бы	6	3
96	в целом	3	3
97	со стороны	8	3
98	только на	2	3
99	человеческой жизни	2	3
100	и тогда	2	3
101	только от	2	3
102	того чтобы	4	3
103	к нему	4	3
104	друг друга	2	3
105	в таком	2	3
106	или в	6	3
107	и на	5	3
108	в начале	3	3
109	в первом	4	3
110	в произведении	2	3
111	в чем	2	3
112	это было	2	3
113	сих пор	2	3
114	перед нами	5	2
115	об этом	6	2
116	связи с	2	2
117	первом случае	3	2
118	не подлежит	2	2
119	та же	2	2
120	в одном	4	2
121	не всегда	3	2
122	на то	2	2
123	ему в	2	2
124	в этой	6	2
125	по своему	2	2
126	но как	3	2
127	у него	7	2
128	она не	2	2
129	не могла	2	2
130	в речи	4	2
131	и о	3	2
132	его жизни	3	2
133	все же	4	2
134	же в	2	2
135	жизни и	6	2
136	в своей	5	2
137	в форме	2	2
138	и действия	2	2
139	так в	4	2
140	входит в	2	2
141	тогда как	10	2
142	этом отношении	3	2
143	быть не	3	2
144	слово это	2	2
145	самом деле	3	2
146	когда в	3	2
147	и даже	2	2
148	и притом	2	2
149	слов в	2	2
150	их в	3	2
151	точки зрения	5	2
152	подобно тому	3	2
153	еще раз	3	2
154	и после	2	2
155	о том	4	2
156	глядя на	2	2
157	так сказать	2	2
158	в области	2	2
159	большей части	3	2
160	и с	3	2
