N	2gram	Losev_Prob_4	Problemy
1	и не	28	31
2	и в	20	29
3	в его	3	24
4	может быть	9	24
5	а не	7	22
6	в этом	9	22
7	как бы	4	19
8	в нем	5	19
9	точки зрения	14	19
10	для него	3	18
11	у достоевского	4	16
12	не только	24	15
13	то что	15	15
14	но и	14	14
15	и его	10	14
16	то же	7	14
17	в пределах	2	13
18	уже не	5	13
19	с точки	11	13
20	как и	6	12
21	о себе	3	12
22	не может	5	12
23	таким образом	8	12
24	в одном	4	10
25	этом смысле	3	10
26	в самом	2	10
27	в то	4	10
28	только в	23	10
29	с его	2	9
30	это не	7	9
31	все же	2	9
32	но не	5	9
33	все эти	16	9
34	если бы	8	9
35	в своем	3	8
36	по себе	11	8
37	что он	8	8
38	что в	3	8
39	в своей	4	8
40	потому что	15	8
41	в том	20	8
42	прежде всего	11	7
43	вовсе не	21	7
44	том что	12	7
45	не в	13	7
46	за пределы	2	7
47	так и	10	7
48	и как	3	7
49	а в	4	7
50	с другими	3	7
51	и на	3	7
52	в себе	12	7
53	в романах	2	7
54	но в	8	7
55	все это	9	6
56	в конце	2	6
57	несмотря на	4	6
58	к нему	3	6
59	что она	4	6
60	как в	5	6
61	как раз	4	6
62	в самой	4	6
63	самом деле	3	6
64	так же	5	6
65	его в	2	6
66	и потому	7	6
67	так как	5	6
68	перед нами	13	5
69	сознания и	3	5
70	именно в	7	5
71	было бы	14	5
72	но все	3	5
73	зависимости от	3	5
74	еще не	7	5
75	это и	4	5
76	и о	5	5
77	он не	2	5
78	в зависимости	3	5
79	на самом	5	5
80	во всяком	8	5
81	и это	2	5
82	с ним	4	5
83	в результате	8	4
84	перестает быть	2	4
85	были бы	3	4
86	в литературе	2	4
87	бы и	3	4
88	что и	3	4
89	так чтобы	2	4
90	но это	6	4
91	как предмет	2	4
92	и с	7	4
93	и т	4	4
94	и для	4	4
95	не было	3	4
96	тем что	3	4
97	но эта	2	4
98	как же	2	4
99	как мы	3	4
100	и наконец	4	4
101	в этой	4	4
102	человека в	3	4
103	уже в	4	3
104	была бы	2	3
105	для его	2	3
106	в них	5	3
107	сами по	2	3
108	с другой	7	3
109	все в	3	3
110	ни в	17	3
111	кроме того	4	3
112	но именно	2	3
113	всяком случае	4	3
114	себе и	3	3
115	другой стороны	6	3
116	друг друга	2	3
117	отличается от	4	3
118	сказать что	7	3
119	но как	3	3
120	за ним	2	3
121	как будто	11	3
122	мы должны	3	3
123	далеко не	2	3
124	в художественном	4	3
125	данте и	4	2
126	все время	2	2
127	всех этих	6	2
128	связи с	3	2
129	уже и	3	2
130	однако в	2	2
131	основная особенность	2	2
132	хотя бы	7	2
133	она является	2	2
134	но они	2	2
135	и во	4	2
136	и от	6	2
137	поэтому не	2	2
138	в жизни	3	2
139	в условиях	3	2
140	и ее	4	2
141	и к	3	2
142	не есть	12	2
143	является для	3	2
144	жизни и	5	2
145	же в	4	2
146	художественный образ	6	2
147	так что	6	2
148	является не	2	2
149	при этом	6	2
150	а его	2	2
151	тот же	2	2
152	кажется что	2	2
153	на себе	3	2
154	конечно не	3	2
155	разобраться в	2	2
156	они могут	2	2
157	никак не	4	2
158	в котором	2	2
159	однако не	4	2
160	нам кажется	2	2
161	на его	2	2
162	данном случае	5	2
163	то перед	2	2
164	ни было	2	2
165	второго порядка	3	2
166	в отношении	4	2
167	и вполне	5	2
168	то и	5	2
169	здесь конечно	2	2
170	и даже	9	2
171	или к	2	2
172	тут и	4	2
173	в той	8	2
174	здесь мы	3	2
175	в смысле	5	2
176	и что	2	2
177	весь этот	2	2
178	из которых	3	2
179	слова но	3	2
180	или даже	4	2
181	можно было	4	2
182	в данном	6	2
183	то он	2	2
184	в ней	7	2
185	правда в	3	2
186	для себя	2	2
187	и есть	4	2
188	в истории	3	2
189	во все	2	2
190	мы его	2	2
191	в которой	2	2
192	же и	3	2
193	нет ни	4	2
194	в сознании	3	2
195	с этим	4	2
196	по преимуществу	2	2
