N	2gram	Bakhtin_Pr_4	formyVre
1	и в	46	50
2	то есть	40	33
3	в романе	6	32
4	в этом	16	25
5	в нем	17	24
6	и его	6	16
7	прежде всего	9	15
8	и не	27	14
9	как мы	12	14
10	вовсе не	9	13
11	как раз	7	13
12	в его	9	13
13	по существу	3	12
14	так и	4	12
15	человека и	3	11
16	может быть	23	11
17	таким образом	4	11
18	мы уже	3	11
19	то же	6	11
20	и как	2	10
21	времени и	2	10
22	но в	6	10
23	в конце	3	9
24	в том	9	9
25	же время	5	9
26	все эти	4	9
27	в других	2	9
28	в то	5	9
29	не только	14	9
30	с его	5	9
31	ничего не	2	9
32	в самом	9	8
33	и их	3	8
34	но и	12	8
35	и на	11	8
36	как и	12	8
37	того же	3	8
38	жизни и	5	8
39	ни в	6	8
40	не было	2	7
41	и во	3	7
42	в условиях	3	7
43	героя и	4	7
44	так сказать	5	7
45	все же	4	6
46	это не	5	6
47	например в	4	6
48	с ее	3	6
49	в их	4	6
50	не может	19	6
51	лишь в	2	6
52	так же	3	6
53	в результате	2	6
54	так как	5	6
55	у него	5	6
56	с этим	2	6
57	и все	9	6
58	в жизни	5	6
59	во всех	5	6
60	то что	4	6
61	как в	4	6
62	между двумя	3	6
63	что в	4	5
64	и другие	3	5
65	не в	10	5
66	с самим	5	5
67	в пределах	10	5
68	значение в	2	5
69	и до	3	5
70	только и	2	5
71	точки зрения	11	5
72	но все	2	5
73	если бы	3	5
74	конце романа	2	5
75	но не	4	5
76	еще не	7	5
77	он не	4	5
78	не могло	2	5
79	отношению к	5	5
80	могут быть	2	5
81	том числе	4	4
82	но на	2	4
83	время и	2	4
84	в своем	3	4
85	мы и	3	4
86	кроме того	4	4
87	до конца	4	4
88	и следовательно	2	4
89	в котором	5	4
90	все это	6	4
91	влияние на	2	4
92	между этими	3	4
93	этого романа	2	4
94	конечно и	3	4
95	потому что	4	4
96	и с	7	4
97	именно как	2	4
98	к себе	6	4
99	в присутствии	2	4
100	на площади	5	4
101	конечно не	8	4
102	раз в	2	4
103	в процессе	4	4
104	и т.п	14	4
105	жизнь и	3	4
106	себе самому	4	4
107	в той	3	4
108	том что	4	4
109	и для	3	4
110	только в	6	4
111	и это	3	4
112	здесь не	4	4
113	например у	2	3
114	жизни не	2	3
115	не могут	3	3
116	себя и	3	3
117	в этих	4	3
118	в отношении	3	3
119	внутренне не	2	3
120	к тому	2	3
121	да и	4	3
122	при этом	5	3
123	себе и	3	3
124	хотя и	6	3
125	в виду	4	3
126	здесь нет	3	3
127	по отношению	5	3
128	отношения к	2	3
129	и других	4	3
130	биографическое время	3	3
131	в одно	2	3
132	они не	2	3
133	друг друга	6	3
134	а в	2	3
135	их в	3	3
136	сказать что	2	3
137	самим собою	3	3
138	в одном	11	3
139	поэтому и	2	3
140	а как	2	3
141	не знает	4	3
142	на фоне	6	3
143	в сущности	7	3
144	только к	2	3
145	и времени	2	3
146	что и	3	3
147	вместе с	2	3
148	сих пор	8	3
149	только на	3	3
150	еще более	3	3
151	а не	11	3
152	между ними	10	3
153	мы не	4	3
154	или в	8	3
155	более того	3	3
156	во всяком	2	3
157	в себе	7	3
158	до сих	8	3
159	уже в	4	2
160	этом романе	2	2
161	мы будем	2	2
162	же как	2	2
163	никогда не	6	2
164	он только	2	2
165	с другой	3	2
166	и нет	4	2
167	вопрос о	2	2
168	но дело	2	2
169	или иной	2	2
170	жизнь в	3	2
171	для нас	2	2
172	как если	2	2
173	лишь как	2	2
174	есть в	6	2
175	числе и	3	2
176	смысле слова	2	2
177	для него	2	2
178	поэтому все	2	2
179	не входят	2	2
180	но для	3	2
181	к жизни	2	2
182	явления в	2	2
183	не к	3	2
184	отношение к	3	2
185	здесь конечно	2	2
186	еще и	4	2
187	к своему	3	2
188	те же	2	2
189	мы находим	5	2
190	с помощью	3	2
191	в самой	5	2
192	и даже	3	2
193	и по	2	2
194	рядом с	5	2
195	не входит	2	2
196	к ним	4	2
197	в которых	2	2
198	широком смысле	2	2
199	друг на	2	2
200	самим собой	2	2
201	также и	3	2
202	же и	4	2
203	но он	3	2
204	той или	2	2
205	и является	2	2
206	на друга	2	2
207	во всем	4	2
208	что мы	2	2
209	как он	3	2
210	здесь только	2	2
211	с ним	2	2
212	в романах	5	2
213	имеется и	2	2
214	вне его	2	2
215	к другому	5	2
216	здесь и	3	2
217	не как	3	2
218	раз и	4	2
219	по себе	7	2
220	и время	4	2
221	стороны и	2	2
222	в различных	3	2
223	и к	9	2
224	об этом	2	2
225	но конечно	2	2
226	строгом смысле	2	2
227	одна из	2	2
228	здесь в	2	2
229	было бы	3	2
230	уже сказали	2	2
231	не место	2	2
232	том же	4	2
233	к ней	2	2
234	на почве	2	2
235	нет и	2	2
236	но она	2	2
237	видения и	2	2
238	в своей	3	2
239	как бы	19	2
240	в строгом	2	2
241	совершенно не	4	2
242	в центре	3	2
243	в отличие	3	2
244	если мы	5	2
245	уже не	4	2
246	с точки	9	2
247	хотя бы	2	2
248	той же	3	2
249	нет но	2	2
250	в данном	2	2
251	от этого	2	2
252	автора и	2	2
253	тем что	3	2
254	на себя	4	2
255	того и	2	2
256	ту же	2	2
257	далеко не	3	2
258	слова и	7	2
259	дело в	3	2
260	там где	2	2
261	отличие от	3	2
