N	3gram	Potebnia_M_3	Myshleni
1	в том что	16	15
2	для того чтобы	3	15
3	с другой стороны	4	9
4	с одной стороны	3	8
5	по отношению к	5	7
6	в то время	4	5
7	в собственном смысле	2	5
8	не может быть	3	5
9	вместе с тем	4	5
10	можно сказать что	2	4
11	в этом отношении	2	4
12	но вместе с	2	4
13	до сих пор	3	4
14	смысле этого слова	7	3
15	к тому что	2	3
16	в свою очередь	3	3
17	сам по себе	5	3
18	в том чтобы	2	3
19	и той же	2	2
20	том что он	2	2
21	одно и то	5	2
22	в то же	5	2
23	то же время	5	2
24	и то же	5	2
25	одной и той	2	2
26	только тогда когда	7	2
27	от того что	5	2
